,vol,no,vol.no,total_pages,year,month,article_title,page_start,page_end,author,category,graphics,notes,volunteer,unique_id
683,8,1,08.1,37,1985,June,Feminist/Spiritual Jewelry and Cards,24,24,The Mulberry Company,Advertisements,Yes,"Mulberry Company: jewelry and cards, magic wands, crystal sceptres",M'lyn Hines,FBNDDA686
684,8,1,08.1,37,1985,June,Still the Best!,22,22,The Notables,Advertisements,Yes,The Notables: note cards and posters,M'lyn Hines,FBNDDA687
685,8,1,08.1,37,1985,June,ABA & Women in Print,2,2,Unknown,Short News,Yes,story addresses both bookstores and publishers at the ABA and WIP,M'lyn Hines,FBNDDA688
686,8,1,08.1,37,1985,June,Writing Wanted,11,11,Unknown,Other,No,"Call for writers for ""Heresies"" #20; ""Calyx"" re (1) women and aging and (2) Asian American women artists and writers; and an anthology of writings by adult children of alcoholics, ""A Whole in Search of Some Parts.""",M'lyn Hines,FBNDDA689
687,8,1,08.1,37,1985,June,Hromovy,23,23,Unknown,Advertisements,Yes,Hromovy: jewelry,M'lyn Hines,FBNDDA690
688,8,1,08.1,37,1985,June,From Our Own Presses,28,30,Unknown,Presslist,Yes,New releases; also eighth anniversary issue of Calyx magazine,M'lyn Hines,FBNDDA691
689,8,1,08.1,37,1985,June,From the Small Presses,32,33,Unknown,Presslist,Yes,New releases.,M'lyn Hines,FBNDDA692
690,8,1,08.1,37,1985,June,From the University Presses,34,35,Unknown,Presslist,Yes,Graphic of three women reading top right corner,M'lyn Hines,FBNDDA693
691,8,1,08.1,37,1985,June,And on Publisher's Row,35,35,Unknown,Presslist,Yes,New releases,M'lyn Hines,FBNDDA694
692,8,1,08.1,37,1985,June,Classified Ads and Literary Personals,36,36,Unknown,Advertisements,No,"Text only ads for Gay Community News, Women's Review of Books, and Plexus",M'lyn Hines,FBNDDA695
693,8,1,08.1,37,1985,June,Willow Moon Designs,21,21,Willow Moon Designs,Advertisements,Yes,"Willow Moon Designs: notecards, posters, t-shirts",M'lyn Hines,FBNDDA696
694,8,1,08.1,37,1985,June,Working Inside Out: Tools for Change,5,5,Wingbow Press,Advertisements,No,"Ad promoting book by Margo Adair entitled ""Working Inside Out: Tools for Change."" Publisher Wingbow Press. Distributor BookPeople. ISBN 0-914728-50-4",M'lyn Hines,FBNDDA697
695,8,1,08.1,37,1985,June,The FBN Sidelines Issue 1985,17,27,Unknown,Other,Yes,Compendium of sources for bookstore sidelines: t-shirts; calendars; buttons; cards; posters; graphics; postcards; jewelry; clothing; children; crafts; music; distributors; health education; weaving; miscellaneous; mixed goods.,M'lyn Hines,FBNDDA698
696,8,2.3,08.2.3,69,1985,September,"""Are You Still My Mother? Are You Still My Family?"" Gloria Guss Back book advertisement",22,22,Banned Books,Advertisements,No,,Rosal Lorico,FBNDDA699
697,8,2.3,08.2.3,69,1985,September,They Went That-A-Way,25,25,Fbn,They went that-a-way,No,,Rosal Lorico,FBNDDA700
698,8,2.3,08.2.3,69,1985,September,Selling Remainders,26,29,Fbn,Advertisements,No,,Rosal Lorico,FBNDDA701
699,8,2.3,08.2.3,69,1985,September,Trivia,30,32,Fbn,Short News,No,,Rosal Lorico,FBNDDA702
700,8,2.3,08.2.3,69,1985,September,Calendars 1986,41,45,Fbn,Advertisements,No,,Rosal Lorico,FBNDDA703
701,8,2.3,08.2.3,69,1985,September,From Our Own Presses,48,54,Fbn,Booklist/Medialist,No,,Rosal Lorico,FBNDDA704
702,8,2.3,08.2.3,69,1985,September,Magazines & Toys,55,55,Fbn,Advertisements,No,,Rosal Lorico,FBNDDA705
703,8,2.3,08.2.3,69,1985,September,Poetry,68,68,Fbn,External Booklist and Awards,No,,Rosal Lorico,FBNDDA706
704,8,2.3,08.2.3,69,1985,September,Classified Ads and Literary Personals,69,69,Fbn,Other,No,,Rosal Lorico,FBNDDA707
705,8,2.3,08.2.3,69,1985,September,"""Jaguar Woman and the Wisdom of the Butterfly Tree"" Lynn V. Andrews book advertisement",35,35,Harpersanfrancisco,Advertisements,No,,Rosal Lorico,FBNDDA708
706,8,2.3,08.2.3,69,1985,September,LNBS (Lesbian Nuns: Breaking Silence): Naiad Press Statement,15,17,Naiad Press,Letters,No,,Rosal Lorico,FBNDDA709
707,8,2.3,08.2.3,69,1985,September,LNBS (Lesbian Nuns: Breaking Silence): Nancy Manahan's Statement,13,15,Nancy Manahan,Letters,No,,Rosal Lorico,FBNDDA710
708,8,2.3,08.2.3,69,1985,September,In Memoriam: Pat Smith,23,24,Nancy Pollak; Press Gang,Short News,No,,Rosal Lorico,FBNDDA711
709,8,2.3,08.2.3,69,1985,September,"""Stopping Rape: Successful Survival Strategies"" Pauline B. Bart and Patricia B. O'Brien book advertisement",18,18,Pergamon Press; Inc,Advertisements,No,,Rosal Lorico,FBNDDA712
710,8,2.3,08.2.3,69,1985,September,LNBS (Lesbian Nuns: Breaking Silence): Rosemary Curb's Statement,10,13,Rosemary Curb,Letters,No,,Rosal Lorico,FBNDDA713
711,8,2.3,08.2.3,69,1985,September,If It Makes You Comfortable--Look Twice,33,34,Susanna Sturgis,Letters,No,,Rosal Lorico,FBNDDA714
712,8,2.3,08.2.3,69,1985,September,Science Fiction and Fantasy,36,38,Susanna Sturgis,Booklist/Medialist,No,,Rosal Lorico,FBNDDA715
713,8,2.3,08.2.3,69,1985,September,The Perils of Charnas,39,40,Suzy Mckee Charnas,Advertisements,No,,Rosal Lorico,FBNDDA716
714,8,2.3,08.2.3,69,1985,September,Tough Dove Books,23,23,Tough Dove Books,Advertisements,No,,Rosal Lorico,FBNDDA717
715,8,2.3,08.2.3,69,1985,September,From the Small Presses,56,59,Various,External Booklist and Awards,No,,Rosal Lorico,FBNDDA718
716,8,2.3,08.2.3,69,1985,September,University Presses,60,64,Various,External Booklist and Awards,No,,Rosal Lorico,FBNDDA719
717,8,2.3,08.2.3,69,1985,September,On Publishers' Row,65,67,Various,External Booklist and Awards,No,,Rosal Lorico,FBNDDA720
718,8,2.3,08.2.3,69,1985,September,"""1985 WIP [Women in Print] Publisher's Accords""",19,20,Various 1984 Women In Print Conference Attendees,Letters,No,,Rosal Lorico,FBNDDA721
719,8,2.3,08.2.3,69,1985,September,Statement on Feminist Publishing Ethics,20,21,Various 1984 Women In Print Conference Attendees,Letters,No,,Rosal Lorico,FBNDDA722
720,8,2.3,08.2.3,69,1985,September,WIP [Women in Print] Booksellers Caucus Statement,21,21,Wip Bookseller's Caucus,Letters,No,,Rosal Lorico,FBNDDA723
721,8,2.3,08.2.3,69,1985,September,Computer Chips,46,47,Women; Children First,Advertisements,No,,Rosal Lorico,FBNDDA724
722,8,4,08.4,52,1985,December/January,Periodicals,32,32,Beverly Rach [Red Herring]; Fbn,Other,Yes,image of 'Georgia Douglas Johnson',Cassidy Hunt,FBNDDA725
723,8,4,08.4,52,1985,December/January,Notes from the Computer Table,1,1,Carol Seajay,Editor's Note,No,,Cassidy Hunt,FBNDDA726
724,8,4,08.4,52,1985,December/January,Iowa City Women's Press Closes,12,17,Fbn,News Feature,Yes,"Closure of Iowa City Women's Press after 12 years; 'oldest surviving women-in-print institution'. Includes an interview between FBN and Lorna Campbell of ICWP
graphics: Two hands and mountains 'in lesbian land' by Oak La Strega p.12; 'Making Washai' and 'Otomi Bark Papermaking' Cards from Helaine Victoria Press p.13; 'Young Gay and Proud' woman writing p.14; 'in lesbian land' by Etana Finkler p.15; 'in lesbian land' by Jennifer Weston p.16; 'in lesbian land' woman reading by Etana Finkler and mountains under rainbow p.17",Cassidy Hunt,FBNDDA727
725,8,4,08.4,52,1985,December/January,Trivia,21,21,Fbn,Short News,No,,Cassidy Hunt,FBNDDA728
726,8,4,08.4,52,1985,December/January,From the Small Presses,33,40,Fbn,Presslist,Yes,stack of books by Beth Ireland p.33; image by Dee Lambert-Shafer from 'Hoku and the Sacred Stones' p.35; women holding sign by Beth Ireland p.37; jars on shelves by Joy Gardner p.38; heart politics book cover p.39,Cassidy Hunt,FBNDDA729
727,8,4,08.4,52,1985,December/January,Century Book Club Folds,10,11,Mark Bernard; Fbn,Short News,No,,Cassidy Hunt,FBNDDA730
728,8,4,08.4,52,1985,December/January,Letters,2,9,Mary Morell [Full Circle Books]; Barbra Grier [Naiad Press]; Neil [Category Six Books]; Nancy Olsen [Stepping Stones]; Donna J. McBride [Naiad Press]; Nancy Manahan,Letters,Yes,"graphics: Mushrooms/plants by Susan Weed p.2; Books, quill and ink p.3; 'In Lesbian Land' by Sue Williams p.6",Cassidy Hunt,FBNDDA731
729,8,4,08.4,52,1985,December/January,Fantasy/Science Fiction,22,25,Susanna Sturgis,Booklist/Medialist,No,,Cassidy Hunt,FBNDDA732
730,8,4,08.4,52,1985,December/January,They Went That-A-Way,18,20,Unknown,They went that-a-way,Yes,graphics: 'in lesbian land' by Etana Finkler p.19,Cassidy Hunt,FBNDDA733
731,8,4,08.4,52,1985,December/January,Remainders,20,20,Unknown,Advertisements,No,"call for writing from Cleis press: nonfiction manuscripts, single-author titles, anthologies and translations",Cassidy Hunt,FBNDDA734
732,8,4,08.4,52,1985,December/January,Sidelines,31,31,Unknown,Other,Yes,"graphic on p.31, person whisking eggs",Cassidy Hunt,FBNDDA735
733,8,4,08.4,52,1985,December/January,From the University Presses,41,45,Unknown,Presslist,Yes,image of Lugenia Burns Hope p.41,Cassidy Hunt,FBNDDA736
734,8,4,08.4,52,1985,December/January,On Publisher's Row,46,52,Unknown,Unknown,Yes,Image by Amy Reichert in Betty-san p.45; ditto p.48; ditto p.49; image of 'womens computer literacy handbook' p.51,Cassidy Hunt,FBNDDA737
735,8,5,08.5,52,1986,April/May,Remainders,22,22,Ann Dwyer,Advertisements,Yes,"Daedalus has back issues of Sinister Wisdom
Graphics:
person in bed reading with text ""tomorrow I would throw caution to the winds and start playing with fire""",Chloe Berger,FBNDDA738
736,8,5,08.5,52,1986,April/May,Need a Vacation?,21,21,Barbara Grier; Donna McBride,Advertisements,No,,Chloe Berger,FBNDDA739
737,8,5,08.5,52,1986,April/May,Notes from the Computer Table,1,2,Carol Seajay,Editor's Note,Yes,"No money to publish the issue until Anyda Marchant's and Muriel Crawford's gift. Encourage people to subscribe. Request for someone to write a murder mysteries column. Seajay attending Second International Feminist Bookfair in Oslo, wants to make non-American books more available to US feminist bookstores. The Color Purple is popular with 3 million copies in print, but we have a ways to go, since romance writers often have 60 million copies in print. So don't declare success or fold up shop despite being understaffed and underpaid.
Graphics:
p. 1 woman sitting at desk holding pencil and resting head in hand",Chloe Berger,FBNDDA740
738,8,5,08.5,52,1986,April/May,ABA Convention 1986,9,9,Carol Seajay,Short News,Yes,"Graphics:
ABA logo",Chloe Berger,FBNDDA741
739,8,5,08.5,52,1986,April/May,More on Canadian Censorship,13,13,Carol Seajay,Short News,No,"""Ironically the crackdown on censorship in Canada is due in part to the concern about violence against women and sexual exploitation of children.""",Chloe Berger,FBNDDA742
740,8,5,08.5,52,1986,April/May,From Our Own Presses,26,30,Fbn,Presslist,No,"P.28 full page advertisement for 'The Lesbian Periodicals Index' published by Naiad; p.30 full page on Antelope publications 'feminism in the 80s' series by Charlotte Bunch
graphics: 'in lesbian land' by Etana Finkler p.27",Cassidy Hunt,FBNDDA743
741,8,5,08.5,52,1986,April/May,Fundraiser for Gertrude Stein,7,7,Felice Newman; [Gertrude Stein Memorial Bookshop Collective],Advertisements,Yes,"Graphics:
person climbing into bookstore on computer screen",Chloe Berger,FBNDDA744
742,8,5,08.5,52,1986,April/May,Flack from Canadian Customs Retroactive Censorship?!?,12,13,James McPhee [Glad Day Bookshop],Short News,Yes,"The Joy of Gay Sex sold in Canada since 1977, now in 1986 after a complaint to police it's facing retroactive censorship and has suddenly been placed on customs' list of banned books and magazines. The list has never been available to the public. McPhee says pay no attention to the list and that it's arbitrary and has no legal standing.
Graphics:
p. 12 protesters",Chloe Berger,FBNDDA745
743,8,5,08.5,52,1986,April/May,Gay and Lesbian Books Fight Customs to Enter New Zealand,10,11,Jenny Rankine,News Feature,Yes,"Imported lesbian and gay books seized by customs and judged indecent by Indecent Publications Tribunal. One example of a book that is not sexually explicit, but deemed indecent for people under 18 because it ""could give offense."" Others indecent because they ""glamorize homosexuality."" Staff of London's Gay's The Word bookshop facing two years imprisonment, literary observers see this trial as landmark test case for literary censorship
Graphics:
p. 10 bed encircled by ""Keep bigotry outta my bedroom.""; p. 11  open book with silhouette of protesters with text ""Defend Gay's The Word Campaign, London's Gay Community Bookshop""",Chloe Berger,FBNDDA746
744,8,5,08.5,52,1986,April/May,Aunt Lute/Spinsters Ink Merge,8,8,Joan Pinkvoss; Sherry Thomas,Short News,No,,Chloe Berger,FBNDDA747
745,8,5,08.5,52,1986,April/May,Mass Markets 1986,48,48,Karen Axness,Booklist/Medialist,No,,Chloe Berger,FBNDDA748
746,8,5,08.5,52,1986,April/May,From the University Presses,42,44,Rose Katz,Presslist,Yes,"Graphics:
p. 43 table lamp and eyeglasses resting on open book",Chloe Berger,FBNDDA749
747,8,5,08.5,52,1986,April/May,Susanna Sturgis on Science Fiction,24,27,Susanna Sturgis,Booklist/Medialist,No,,Chloe Berger,FBNDDA750
748,8,5,08.5,52,1986,April/May,Letters,4,6,"Susanna Sturgis; Mary [Full Circle Books]; Kathryn Baptista [Wise Woman] 
Books; Toronto Women's Bookstore Staff - Sharon Fern;Ez; Jude 
Johnston; Beth Mcauley; Marilyn Mccallum; Wendy Wine;",Letters,Yes,"Graphics:
p. 4 nude woman holding an umbrella and balancing on large pencil; p. 5 Toronto Women's Bookstore Logo; p. 6 2nd International Feminist Book Fair Oslo logo - side profile of woman overlaid with disintegrating quill pen and feminism symbol/venus symbol",Chloe Berger,FBNDDA751
749,8,5,08.5,52,1986,April/May,Wingbow Press,3,3,Unknown,Advertisements,Yes,"Graphics:
bird illustration for The Motherpeace Tarot Playbook",Chloe Berger,FBNDDA752
750,8,5,08.5,52,1986,April/May,Announcements,15,15,Unknown,Advertisements,No,,Chloe Berger,FBNDDA753
751,8,5,08.5,52,1986,April/May,They Went That-A-Way,16,17,Unknown,They went that-a-way,Yes,"Graphics:
p. 16 Goddesses and Amazons by Sudie Rakusin; p. 17 woman sitting at desk",Chloe Berger,FBNDDA754
752,8,5,08.5,52,1986,April/May,Back to Press and Other Good News,18,18,Unknown,Short News,Yes,"Graphics:
woman using printing press",Chloe Berger,FBNDDA755
753,8,5,08.5,52,1986,April/May,Trivia,19,19,Unknown,Short News,No,,Chloe Berger,FBNDDA756
754,8,5,08.5,52,1986,April/May,Lesbian Nuns: Breaking Silence,20,20,Unknown,Advertisements,Yes,"Graphics:
nuns",Chloe Berger,FBNDDA757
755,8,5,08.5,52,1986,April/May,Bestsellers,21,21,Unknown,External Booklist and Awards,No,,Chloe Berger,FBNDDA758
756,8,5,08.5,52,1986,April/May,"Granite Press, Penobscot Maine",23,27,Unknown,Short News,Yes,"Graphics:
p. 23 woman writing; p. 27 silhouette of woman with instruments",Chloe Berger,FBNDDA759
757,8,5,08.5,52,1986,April/May,From Our Own Presses,28,36,Unknown,Presslist,Yes,"Graphics:
p. 28 woman at desk leaning chair backward, text caption is ""Rosita: 'Escribo mejores poesías cuando estoy menstruando.'"" (my translation: ""Rosita: 'I write better poems when I'm menstruating.'""; p. 29 Crones' Own Press logo; p. 31 cover of Words in Our Pockets: The Feminist Writers Guild Handbook, edited by Celeste West; p. 32 cover of The Second Seasonal Political Palate, by The Bloodroot Collective; p. 33 woman balancing upside down on one hand, holding tampon in other hand; p. 34 person blindfolded; p. 35 cover of Tender Warriors, by Rachel Guido deVries; p. 36 woman holding mug of tea in rocking chair, sitting in front of bookcase",Chloe Berger,FBNDDA760
758,8,5,08.5,52,1986,April/May,Toys,37,38,Unknown,Advertisements,Yes,"postcards, cassettes, records, magazines
Graphics:
p. 37 image of Two Women and Child by Karen Sjoholm; p. 38 image of Woman Secrets by Karen Sjoholm",Chloe Berger,FBNDDA761
759,8,5,08.5,52,1986,April/May,From the Small Presses,39,41,Unknown,Presslist,Yes,"Graphics:
p. 39 cover of Playbook by Maxine Klein, Lydia Sargent, and Howard Zinn; p. 40 hand holding flower with text title of book above, ""Abortion - a personal approach by Joy Gardner""; p. 40 shelves of jars of ingredients with text ""Healing Yourself, Joy Gardner, Seventh Revised Edition, over 90,000 copies sold, 'a darned good tool for folks interested in organic healthcare' -Mother Earth News""; p. 41 Long Overdue: A Feminist Comic Strip by Anne Gibbons",Chloe Berger,FBNDDA762
760,8,5,08.5,52,1986,April/May,And on Publisher's Row,45,47,Unknown,Presslist,Yes,"Graphics:
pp. 45, 46, 47, illustrations by Kathy Lenhart from The Kwan Yin Book of Changes",Chloe Berger,FBNDDA763
761,8,5,08.5,52,1986,April/May,Classified Ads,48,48,Unknown,Advertisements,No,,Chloe Berger,FBNDDA764
762,8,5,08.5,52,1986,April/May,Advertisements,49,50,Unknown,Advertisements,Yes,"Graphics:
p. 49 cover of Stealing the Language by Alicia Suskin Ostriker and cover of The Sacred Hoop by Paula Gunn Allen; p. 50 abstract open books or birds, with text ""Inland Book Company, best selection of small press feminist books anywhere""",Chloe Berger,FBNDDA765
763,8,5,08.5,52,1986,April/May,Writing Wanted,14,14,Zoe Anglesey; Carole Bennett; Frederique Delacoste; [Sing Heavenly Muse!]; [Hurricane Alice Book Review Editor]; Barbara Grier; Caroljean Pint,Advertisements,Yes,"Graphics:
cover of Firebrand Sparks Pamphlet #1 by Andrea Fleck Cardy",Chloe Berger,FBNDDA766
764,8,6,08.6,60,1986,July/August,Notes from the Computer Table,1,2,Carol Seajay,Editor's Note,Yes,"Successful ABA, many feminist bookstores represented and FBN doubled annual advertising income. Looking for people to write columns for University Press Issue, the 10th Anniversary Issue, and the Remainders column.
Graphics:
p. 1 2nd International Feminist Book Fair Oslo logo - side profile of woman overlaid with disintegrating quill pen and feminism symbol/venus symbol",Chloe Berger,FBNDDA767
765,8,6,08.6,60,1986,July/August,ABA - Third World Women's Bookfair - And News,10,14,Carol Seajay,News Feature,Yes,"Graphics:
p. 10 ABA logo; p. 11 comic strip Making Peace with Food; p. 12 four girls talking in a bedroom, one girl laying on bed and three girls in a circle on floor; p. 13 comic continued Making Peace with Food; p. 14 illustration by Alice [last name indecipherable] from Lesbian Etiquette of two women facing each other, one holding clipboard, with caption ""Women who truly seem to love their work""; p. 14 open books transforming into flying birds, with text ""Give the gift of literacy.""",Chloe Berger,FBNDDA768
766,8,6,08.6,60,1986,July/August,"FBN Finances, Decision Making, and Other Adventures",15,41,Carol Seajay,News Feature,Yes,"Includes table of FBN 1985 and projected 1986 income and expenses
Graphics:
p. 15 woman sitting at desk writing, with caption ""Young Gay and Proud!,"" by B. Ireland (seemingly); p. 16 feminism symbol/venus symbol behind open book; p. 16 illustration of woman wearing a tallis, holding and reading an open torah, text below, possibly an attribution, says ""Shifra""; p. 41 illustration of two hands making triangle, with landscape of mountains, trees, and moon between hands, from Lesbian Land with text/possible attribution ""Oak La Strega"";",Chloe Berger,FBNDDA769
767,8,6,08.6,60,1986,July/August,Letters,3,4,Meg Umans [Humanspace Books]; Camille Blanchette [Red; Black Books Collective]; Kiriyo Sponner; Sandy Torkildson [A Room Of One's Own];,Letters,No,,Chloe Berger,FBNDDA770
768,8,6,08.6,60,1986,July/August,Writing Wanted,35,35,Meg Umans; Mimi Power; [Sage]; [Stepping Stones]; Harriet Alpert; Frederique Delacoste;,Advertisements,No,,Chloe Berger,FBNDDA771
769,8,6,08.6,60,1986,July/August,From the University Presses,50,54,Rose Katz,Presslist,Yes,"Graphics:
p. 50 stacked books and open book; p. 51 woman at desk; p. 53 silhouette of plants/grass/flowers; p. 54 two men looking at tombstone that reads ""Mrs. Green, 1950-1984, 'gone before her time,'"" one man says ""But they cured her P.M.T.""",Chloe Berger,FBNDDA772
770,8,6,08.6,60,1986,July/August,Susanna Sturgis on Science Fiction,40,56,Susanna Sturgis,Booklist/Medialist,No,,Chloe Berger,FBNDDA773
771,8,6,08.6,60,1986,July/August,Advertisement,2,2,Unknown,Advertisements,Yes,"Ad for The Creation of Patriarchy by Gerda Lerner
Graphics:
photograph of Lerner by Stefanie Saia",Chloe Berger,FBNDDA774
772,8,6,08.6,60,1986,July/August,Margaret Randall: Still Fighting Back,5,7,Unknown,News Feature,Yes,"Randall had deportation hearing, INS argued she was excludable as a communist, some reasons were her political cartoons and poetry, editing poetry journals, exchanging the journal with US underground newspapers, interviewing communists for her books, admitting to being a Marxist, and being an atheist. She's appealing the deportation, readers are encouraged to discuss the case, send contributions to her defense committee, sell and display her work, and write protest letters to the INS and local congresspeople.
Graphics:
p. 6 cover of The Coming Home Poems by Margaret Randall",Chloe Berger,FBNDDA775
773,8,6,08.6,60,1986,July/August,New from - Advocacy Press,7,7,Unknown,Advertisements,Yes,"Graphics:
Covers of Father Gander Nursery Rhymes and the Challenges and Choices self-help books",Chloe Berger,FBNDDA776
774,8,6,08.6,60,1986,July/August,Wingbow Press,8,8,Unknown,Advertisements,Yes,"Graphics:
bird illustration for The Motherpeace Tarot Playbook",Chloe Berger,FBNDDA777
775,8,6,08.6,60,1986,July/August,They Went That-A-Way,17,18,Unknown,They went that-a-way,Yes,"Graphics:
p. 17 Mrs. Dalloway's logo, two books",Chloe Berger,FBNDDA778
776,8,6,08.6,60,1986,July/August,From Arena Press,18,18,Unknown,Advertisements,No,,Chloe Berger,FBNDDA779
777,8,6,08.6,60,1986,July/August,1986 Sidelines Catalog,19,32,Unknown,Advertisements,Yes,"Various sidelines advertisements, for items ""with a feminist politic"" including buttons, clothing, posters, jewelry, crystals, crafts, games, menstrual pads, cassettes, and cards, among other items. Has suggestions for how to sell items and reasons why they are worth selling.
Graphics: catalog has many graphics of items for sale",Chloe Berger,FBNDDA780
778,8,6,08.6,60,1986,July/August,Announcements,33,33,Unknown,Advertisements,No,,Chloe Berger,FBNDDA781
779,8,6,08.6,60,1986,July/August,Trivia,34,34,Unknown,Short News,No,,Chloe Berger,FBNDDA782
780,8,6,08.6,60,1986,July/August,From Our Own Presses,36,39,Unknown,Presslist,Yes,"Graphics:
p. 36 geometric graphic; p. 37 covers of Naming the Violence edited by Kerry Lobel and Two Women in One by Nawal el-Saadawi; p. 39 covers of Getting Home Alive by Rosario Morales and Aurora Levins Morales, Good Enough to Eat by Leslea Newman, and Dykes To Watch Out For by Alison Bechdel;",Chloe Berger,FBNDDA783
781,8,6,08.6,60,1986,July/August,What Would You Say?,42,42,Unknown,Advertisements,No,,Chloe Berger,FBNDDA784
782,8,6,08.6,60,1986,July/August,From the Small Presses,44,49,Unknown,Presslist,Yes,"Graphics:
p. 44 illustration of woman, with text ""Sipapu Hopi Place of Emergence"" and ""Wendy Rose in Halfbreed Chronicles""; p. 45 cover of Condor and Hummingbird by Charlotte Méndez; p. 47 continuation of comic Making Peace with Food; p. 48 photograph with caption ""Lillian Bos Ross in her Big Sur cabin.""; p. 49 Lesbian Etiquette illustration of smiling woman at desk using typewriter, also on desk are a Lesbian Etiquette book and a love letter with arms and legs wearing high heels;",Chloe Berger,FBNDDA785
783,8,6,08.6,60,1986,July/August,China's Women Writers,46,46,Unknown,Advertisements,Yes,"Graphics:
cover of Love Must Not Be Forgotten by Zhang Jie",Chloe Berger,FBNDDA786
784,8,6,08.6,60,1986,July/August,Communities of Resistance and Solidarity,52,52,Unknown,Advertisements,Yes,"Graphics:
cover of Communities of Resistance and Solidarity by Sharon D. Welch and photograph of Welch",Chloe Berger,FBNDDA787
785,8,6,08.6,60,1986,July/August,And on Publisher's Row,55,55,Unknown,Presslist,Yes,"Graphics: 
cover of Exploding Into Life by Dorothea Lynch and Eugene Richards",Chloe Berger,FBNDDA788
786,8,6,08.6,60,1986,July/August,Classified Ads,56,56,Unknown,Advertisements,No,,Chloe Berger,FBNDDA789
787,8,6,08.6,60,1986,July/August,Advertisements,57,58,Unknown,Advertisements,Yes,"Graphics:
p. 58 watercolor flowers by Sara Steele",Chloe Berger,FBNDDA790
788,8,6,08.6,60,1986,July/August,Magazines,43,43,Unknown; Carol Shebear [Sagewoman Magazine],Booklist/Medialist,No,"""Four years in the making, The Tribe of Dina: A Jewish Women's Anthology is out as a double issue of Sinister Wisdom.""",Chloe Berger,FBNDDA791
789,8,6,08.6,60,1986,July/August,Pandora Book Peddlers,9,9,Vivian Scheinmann; Pamela Sheldrick,Advertisements,Yes,"Graphics:
side profile of woman, likely Pandora",Chloe Berger,FBNDDA792
790,9,1.2,9.1.2,83,1986,September/October ,Notes from the Computer Table,1,2,Carol Seajay,Editor's Note,Yes,"- Aim to convey info gathered in Oslo and London, and section on distribution/how to get books from England
Graphics:
p. 1 Aditi, ""Indian goddess of whatever defies measurement,"" reaching through fabric, planets, and stars. By Sudie Rakusin in Goddesses and Amazons
p. 2 Group of women with text ""Womens Action Group Newsletter June '84 No. 1,"" credit text ""CWS: Post Nairobi""",Chloe Berger,FBNDDA793
791,9,1.2,9.1.2,83,1986,September/October ,FBN Wants Your Words,9,9,Carol Seajay,Advertisements,No,,Chloe Berger,FBNDDA794
792,9,1.2,9.1.2,83,1986,September/October ,The Second Annual Feminist Bookfair - Oslo,10,13,Carol Seajay,News Feature,Yes,"-Booksellers attended in small numbers, little trans-Atlantic dealing in rights sales. Strongest aspect of fair was its identity as a Women's writing festival. . . ""we were a walking literature of the international women in print movement"" (10). Conference promoted lesbian visibility despite high percentage of lesbian participants. Regret that Global Day and Lesbian Celebration were scheduled to conflict with each other, so people had to decide if they were global or lesbian. Goals of feminist bookfairs should be clearly stated from the start. ""More than anything, an international bookfair needs to provide a cross-fertilization of ideas"" (13).
Graphics: 
p. 10 CWS: Post Nairobi, credit: International Women's Tribune Centre, graphic of globe with text ""As a woman I have no country. . . my country is the whole world,"" text below ""From the globe outside the peace tent. . . Nairobi, Kenya 1985""
p. 11 2nd International Feminist Book Fair Oslo logo - side profile of woman overlaid with disintegrating quill pen and feminism symbol/venus symbol
p. 12 CWS: Post Nairobi, credit: Third World Women's News, graphic of fist crushing feminism symbol/venus symbol, with outline of South America in the symbol's circle
p. 13 CWS: Post Nairobi graphic of woman with sash raising fist, sash has foreign language text
p. 13 somewhat abstract graphic of woman, buildings, bird, sun, Spanish text below says ""amnistía internacional: libertad para los presos de conciencia, juicios imparciales para todos los presos políticos, abolición de la tortura y la pena de muerte, en todo el mundo""
my translation: “amnesty international: freedom for all prisoners of conscience, fair trials for all political prisoners, abolition of torture and the death penalty, around the world”",Chloe Berger,FBNDDA795
793,9,1.2,9.1.2,83,1986,September/October ,Gay's the Word - Freed!,14,18,Carol Seajay,News Feature,Yes,"-All charges dropped against Gay's The Word bookstore and its directors. Customs returned all books. Customs surrender result of protest by lesbian and gay community. “Hindsight guesses, trying to explain the ferocity of the raids, are that Customs came to the bookstore genuinely expecting (hoping?) to find a full-fledged gay pornography outfit importing all their wildest fantasies and that the officers were convinced that somewhere, if they just look under and behind everything, (and in everyone’s bedroom) they would find what they imagined was there. And they didn’t know what to do when they encountered literature. And didn’t know how to back down” (14). Instead of Customs having secret lists of banned topics, now they state in advance whether or not a book contravenes import prohibitions, and the importer can challenge Customs in open court without risking loss of stock/criminal charges.
Graphics:
p. 14 customs document
p. 15 open book with silhouette of protesters with text ""Defend Gay's The Word Campaign, London's Gay Community Bookshop,"" except now ""Defended"" text covers part of the graphic 
p. 15 protesters
p. 16 bed encircled by ""Keep bigotry outta my bedroom.""
p. 18 graphic from Period of woman reading in chair",Chloe Berger,FBNDDA796
