author,author_gender,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year,translator
"Engström, Thomas",m,Väster om friheten,Swedish,2013,Na zachód od wolności,Polish,2016,"Fabisiak, Emilia"
"Engström, Thomas",m,Väster om friheten,Swedish,2013,Δυτικά της ελευθερίας,Greek,2016,"Κονδύλης, Γρηγόρης"
"Engström, Thomas",m,Väster om friheten,Swedish,2013,Ten westen van de vrijheid,Dutch,2017,"Kuiper, Sophie"
"Engström, Thomas",m,Väster om friheten,Swedish,2013,West of Liberty,German,2019,"Rüegger, Lotta ; Wolandt, Holger"
"Engström, Thomas",m,Söder om helvetet,Swedish,2014,Na południe od piekła,Polish,2017,"Fabisiak, Emilia"
"Engström, Thomas",m,Söder om helvetet,Swedish,2014,Ten zuiden van de hel,Dutch,2017,"Kuiper, Sophie"
"Engström, Thomas",m,Söder om helvetet,Swedish,2014,Notia tis kolasis,Greek,2017,"Κονδύλης, Γρηγόρης"
"Engström, Thomas",m,Söder om helvetet,Swedish,2014,South of Hell,German,2019,"Rüegger, Lotta ; Wolandt, Holger"
"Engström, Thomas",m,Norr om paradiset,Swedish,2015,Na północ od raju,Polish,2017,"Fabisiak, Emilia"
"Engström, Thomas",m,Norr om paradiset,Swedish,2015,Ten noorden van het paradijs,Dutch,2017,"Kuiper, Sophie"
"Engström, Thomas",m,Norr om paradiset,Swedish,2015,North of Paradise,German,2020,"Rüegger, Lotta ; Wolandt, Holger"
"Engström, Thomas",m,Öster om avgrunden,Swedish,2017,Ten oosten van de afgrond,Dutch,2017,"Kuiper, Sophie"
"Engström, Thomas",m,Öster om avgrunden,Swedish,2017,Na wschód od upadku,Polish,2019,"Fabisiak, Emilia"
"Engström, Thomas",m,Öster om avgrunden,Swedish,2017,East of inferno,German,2020,"Rüegger, Lotta ; Wolandt, Holger"
"Ericson, Pernilla",f,Spåren vi lämnar efter oss,Swedish,2016,Sinua seurataan,Finnish,2017,"Lintuniemi, Pirjo"
"Ericson, Pernilla",f,Spåren vi lämnar efter oss,Swedish,2016,Sporene vi efterlader os,Danish,2018,"Heilmann, Kirsten"
"Ericson, Pernilla",f,Jag ska hitta dig,Swedish,2017,Jeg finder dig,Danish,2018,"Haderup, Kamilla Pontoppidan"
"Ericson, Pernilla",f,Jag ska hitta dig,Swedish,2017,Löydän sinut,Finnish,2018,"Lintuniemi, Pirjo"
"Ericson, Pernilla",f,När du vänder dig om,Swedish,2018,Vildfremmed,Danish,2019,"Haderup, Kamilla Pontoppidan"
"Ericson, Pernilla",f,När du vänder dig om,Swedish,2018,Älä käännä selkääsi,Finnish,2019,"Lintuniemi, Pirjo"
"Eriksen, Jens-Martin",m,Nani,Danish,1985,Nani,Serbian,2012,"Crnković, Predrag"
"Eriksen, Jens-Martin",m,Seth,Danish,2000,Seth in: Onde del Nord,Italian,2000,"Berni, Bruno"
"Eriksen, Jens-Martin",m,Jonatan Svidts forbrydelse,Danish,2000,Jonatan Svidts Verbrechen,German,2002,"Scherzer, Jörg"
"Eriksen, Jens-Martin",m,Jonatan Svidts forbrydelse,Danish,2000,Opasna letnja igra,Serbian,2008,"Crnković, Predrag"
"Erikson, Christina",f,Din vän Forsete,Swedish,2018,Kommer alltid tilbake,Norwegian,2019,"Quintano, Kristina"
"Erikson, Christina",f,Din vän Forsete,Swedish,2018,Skotadhi,Greek,2020,"Mathopoulos, Jorghos"
"Erikson, Christina",f,Ensamvarg,Swedish,2019,Ensom ulv,Norwegian,2020,"Quintano, Kristina"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Mentalista,Czech,2013,"Kloučková, Karolína"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Blændværk,Danish,2013,"Ranild, Svend"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Złudzenie,Polish,2013,"Wojciechowska, Ewa"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Pelonkylväjät,Finnish,2014,"Lehtinen, Torsti"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Illusies,Dutch,2014,"Sybesma, Edith"
"Erikson, Thomas",m,Bländverk,Swedish,2011,Farsa,Spanish,2015,"Jiménez Pozuelo, Francisca"
"Erikson, Thomas",m,Illdåd,Swedish,2012,Okrucieństwo,Polish,2013,"Wojciechowska, Ewa"
"Erikson, Thomas",m,Illdåd,Swedish,2012,Krutost,Czech,2014,"Kloučková, Karolína"
"Erikson, Thomas",m,Illdåd,Swedish,2012,Wandaden,Dutch,2015,"Sybesma, Edith"
"Erikson, Thomas",m,Illdåd,Swedish,2012,Infamia,Spanish,2017,"Jiménez Pozuelo, Francisca"
"Erikson, Thomas",m,Vanmakt,Swedish,2013,Mielivalta,Finnish,2019,"Korppi, Timo"
"Erikson, Thomas & Christina Granbom",fm,Av jord är du kommen,Swedish,2015,Av jord er du kommet,Norwegian,2017,"Erikson, Christina ; Sævold, Ann-Magritt"
"Erikson, Thomas & Christina Granbom",fm,Av jord är du kommen,Swedish,2015,Maasta sinä olet tullut,Finnish,2017,"Granbom, Christina ; Punnonen, Pasi"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Die Vermissten,German,2016,"Kuhn, Wibke"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Ne isčezaj,Russian,2016,"Ljusina, Valentina"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Aleks i Smila  izčeznali,Bulgarian,2016,"Nikolova, Marija"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,The missing,English,2016,"Nunnally, Tiina"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Kadonneet,Finnish,2016,"Sjöblom, Sirkka-Liisa"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Kaybolan,Turkish,2016,"Soy, Yonca Mete"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Scomparsi,Italian,2016,"Storti, Alessandro"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,V mlze,Czech,2016,"Svatošová, Jana"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Οι εξαφανισμένοι,Greek,2016,"Παγκαλιάς, Ξενοφών"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Pazudušie,Latvian,2017,"Balode, Ineta"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,De forsvunne,Norwegian,2017,"Grinde, Heidi"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Dingę,Lithuanian,2017,"Karvelis, Mantas"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,De vermisten,Dutch,2017,"Liebrand, Kim"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Kadunud,Estonian,2017,"Okas, Kadri"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,A onda su nestali,Bosnian,2017,"Perišić, Nikola"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,A onda su nestali,Serbian,2017,"Perišić, Nikola"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,De forsvundne,Danish,2017,"Ravnild, Louise Ardenfelt"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Zniknięcie,Polish,2017,"Rosińska, Paulina"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Desaparecidos,Portuguese,2017,"Xavier, Patrícia"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,失蹤,Chinese,2017,郭騰堅
"Eriksson, Caroline",f,De försvunna,Swedish,2015,L'île des absents,French,2018,"Mennerich, Laurence"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Eltűntek,Hungarian,2019,"Purkarthofer, Kornél Leonard"
"Eriksson, Caroline",f,De försvunna,Swedish,2015,Sin rastro,Spanish,2019,"Sánchez, Pontus"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,The watcher,English,2018,"Chace, Tara"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Die Beobachterin,German,2018,"Müller, Nike Karen"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Gözcü,Turkish,2018,"Soy, Yonca Mete"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Un quartiere tranquillo,Italian,2018,"Storti, Alessandro"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Nomodā,Latvian,2019,"Balode, Ineta"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,"Mina, vaatleja",Estonian,2019,"Laidmets, Ruth"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Nabljudatel'nica,Russian,2020,"Chochlova, Ekaterina Nikolaevna"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,C'est ainsi que tout s'achève,French,2020,"Mennerich, Laurence"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Hun som våger,Danish,2020,"Ravnild, Louise Ardenfelt"
"Eriksson, Caroline",f,Hon som vakar,Swedish,2017,Podglądaczka,Polish,2020,"Teperek, Agata"
"Eriksson, Erik",m,Råttornas Vinter,Swedish,1986,Rattenwinter,German,2009,"Ebel, Else"
"Eriksson, Erik",m,Marias hämnd,Swedish,1992,Marias Rache,German,2010,"Ebel, Else"
"Eriksson, Erik",m,Hämnarnas höst,Swedish,2002,Hevnernes høst,Norwegian,2003,"Rudborg, Bjørn"
"Eriksson, Erik",m,Hämnarnas höst,Swedish,2002,Herbst der Vergeltung,German,2009,"Bode-Wein, Christine"
"Eriksson, Håkan",m,Sömngångare,Swedish,2016,Lunatycy,Polish,2017,"Teperek, Agata"
"Eriksson, Kjell",m,Jorden må rämna,Swedish,2000,Auetkoon maa,Finnish,2005,"Lilja, Kimmo"
"Eriksson, Kjell",m,Jorden må rämna,Swedish,2000,Lad jorden revne,Danish,2006,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Jorden må rämna,Swedish,2000,La terre peut bien se fissurer,French,2010,"Bouquet, Philippe"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Das Steinbett,German,2002,"Berf, Paul"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,De stenen kist,Dutch,2003,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Steinkisten,Norwegian,2005,"Dahl, Tor Edvin"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Stenkisten,Danish,2006,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Kiviarkku,Finnish,2006,"Lilja, Kimmo"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Il giardino di pietra,Italian,2009,"Puleo, Giorgio"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Le cercueil de pierre,French,2010,"Bouquet, Philippe"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Kamienna cisza,Polish,2014,"Chmielewska-Tomczak, Ewa"
"Eriksson, Kjell",m,Stenkistan,Swedish,2001,Stone coffin,English,2016,"Segerberg, Ebba"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Der Tote im Schnee,German,2003,"Berf, Paul"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,De dode in de sneeuw,Dutch,2005,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,The princess of Burundi,English,2006,"Segerberg, Ebba"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Prinsessen af Burundi,Danish,2007,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Burundin prinsessa,Finnish,2007,"Lilja, Kimmo"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,La princesse du Burundi,French,2009,"Bouquet, Philippe"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,La princesa de Burundi,Spanish,2010,"Del Valle, Carlos"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Burundi hercegnője,Hungarian,2011,"Péteri, Vanda"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,La principessa del Burundi,Italian,2012,"Bassini, Alessandro"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Księżniczka Burundi,Polish,2012,"Frątczak-Nowotny, Elżbieta"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Princezna z Burundi,Czech,2013,"Nováčková, Eva"
"Eriksson, Kjell",m,Prinsessan av Burundi,Swedish,2002,Burundi Prensesi,Turkish,2016,"Kızıltuğ, Müge"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Nachtzwaluw,Dutch,2006,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Nachtschwalbe,German,2008,"Berf, Paul"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Natravnen,Danish,2008,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Yökehrääjä,Finnish,2009,"Lilja, Kimmo"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Le cri de l'engoulevent,French,2010,"Bouquet, Philippe"
"Eriksson, Kjell",m,Nattskärran,Swedish,2003,Nocny śpiew ptaka,Polish,2014,"Frątczak-Nowotny, Elżbieta"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Die grausamen Sterne der Nacht,German,2005,"Berf, Paul"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Nattens onde stjerner,Norwegian,2007,"Dahl, Tor Edvin"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,De wrede sterren van de nacht,Dutch,2007,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,The cruel stars of the night,English,2007,"Segerberg, Ebba"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Nattens grumme stjerner,Danish,2009,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Julmien tähtien alla,Finnish,2011,"Lilja, Kimmo"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Kruté hvězdy,Czech,2011,"Nováčková, Eva ; Jaromír, Václav"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Okrutne gwiazdy nocy,Polish,2013,"Zajda, Agnieszka"
"Eriksson, Kjell",m,Nattens grymma stjärnor,Swedish,2004,Les cruelles étoiles de la nuit,French,2015,"Bouquet, Philippe"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,De man uit de bergen,Dutch,2008,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,The demon of Dakar,English,2008,"Segerberg, Ebba"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,Rot wie Schnee,German,2009,"Engeler, Sigrid"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,Manden fra bjergene,Danish,2011,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,L'homme des montagnes,French,2013,"Bouquet, Philippe"
"Eriksson, Kjell",m,Mannen från bergen,Swedish,2005,Człowiek z gór,Polish,2016,"Stefaniuk, Małgorzata"
"Eriksson, Kjell",m,Den hand som skälver,Swedish,2007,The hand that trembles,English,2011,"Segerberg, Ebba"
"Eriksson, Kjell",m,Den hand som skälver,Swedish,2007,Ręka która zadrży,Polish,2013,"Frątczak-Nowotny, Elżbieta ; Zajda, Agnieszka"
"Eriksson, Kjell",m,Den hand som skälver,Swedish,2007,Den hånd der skælver,Danish,2015,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Den hand som skälver,Swedish,2007,Cette main qui tremble,French,2020,"Bouquet, Philippe"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,"Schwarze Lügen, rotes Blut",German,2010,"Kosubek, Gisela"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,"Cerné lzi, rudá krev",Czech,2011,"Nováčková, Eva"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,"Zwarte leugens, rood bloed",Dutch,2012,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,"Black lies, red blood",English,2014,"Norlen, Paul"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,"Czarne kłamstwa, czerwona krew",Polish,2015,"Chmielewska-Tomczak, Ewa"
"Eriksson, Kjell",m,"Svarta lögner, rött blod",Swedish,2008,Sorte løgne rødt blod,Danish,2017,"Krogh Bertram, Lena"
"Eriksson, Kjell",m,Öppen grav,Swedish,2009,Offenes Grab,German,2012,"Dahmann, Susanne"
"Eriksson, Kjell",m,Öppen grav,Swedish,2009,Open graf,Dutch,2013,"Jorissen-Wedzinga, Tine"
"Eriksson, Kjell",m,Öppen grav,Swedish,2009,Open grave,English,2015,"Norlen, Paul"
"Eriksson, Kjell",m,Öppen grav,Swedish,2009,Przeszłość czeka,Polish,2016,"Nowak-Kreyer, Maciej ; Zajda, Agnieszka"
"Eriksson, Kjell",m,Den skrattande hazaren,Swedish,2019,The night of the fire,English,2020,"Norlen, Paul"
"Ewo, Jon",m,Torpedo,Norwegian,1996,Torpedo,German,2000,"Hildebrandt, Christel"
"Ewo, Jon",m,Hevn,Norwegian,1997,Rache,German,2002,"Hildebrandt, Christel"
"Eyjólfsdóttir, Ragnheiður",f,Rotturnar,Icelandic,2018,Rotterne,Danish,2019,"Kalkar, Nanna"
"Faber, Kim & Janni Pedersen",fm,Vinterland,Danish,2019,Vinterland,Swedish,2020,"Skogllund, Svante"
"Faber, Kim & Janni Pedersen",fm,Vinterland,Danish,2019,Winterland,Dutch,2020,"Van Bree, Corry"
"Faber, Kim & Janni Pedersen",fm,Vinterland,Danish,2019,Η γη του πάγου,Greek,2020,"Σουλιώτης, Σωτήρης"
"Faldbakken, Knut",m,Turneren,Norwegian,2004,De turner,Dutch,2007,"Wiersma, Neeltje"
"Faldbakken, Knut",m,Turneren,Norwegian,2004,L'athlète,French,2009,"Fouillet, Alex"
"Faldbakken, Knut",m,Turneren,Norwegian,2004,La casa nell'ombra,Italian,2010,"Biagi, Elisa"
"Faldbakken, Knut",m,Grensen,Norwegian,2005,Za gran'ju,Russian,2008,"Karpušinoj, Svetlany ; Tkačenko, Anny"
"Faldbakken, Knut",m,Grensen,Norwegian,2005,Gränsen,Swedish,2008,"Rydén, Bo"
"Faldbakken, Knut",m,Grensen,Norwegian,2005,Frontière mouvante,French,2011,"Hervieu, Hélène"
"Faldbakken, Knut",m,Grensen,Norwegian,2005,Confine di ghiaccio,Italian,2012,"Raspanti, Lisa"
"Faldbakken, Knut",m,Grensen,Norwegian,2005,Granicata,Bulgarian,2013,"Stariradeva, Vasilena"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Nattfrost,Swedish,2009,"Andræ, Karin"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Nočnoj moroz,Russian,2010,"Karpušinoj, Svetlany ; Naumovoj, Anastasii"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Gel nocturne,French,2012,"Hervieu, Hélène"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Nattefrost,Danish,2012,"Rossen, Jeppe"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Nel gelo della notte,Italian,2013,"Biagi, Elisa"
"Faldbakken, Knut",m,Nattefrost,Norwegian,2006,Nošten mraz,Bulgarian,2013,"Stariradeva, Vasilena"
"Faldbakken, Knut",m,Tyvene,Norwegian,2007,Tjuvarna,Swedish,2010,"Andræ, Karin"
"Faldbakken, Knut",m,Senskade,Norwegian,2008,Efterskott,Swedish,2011,"Andræ, Karin"
"Faldbakken, Knut",m,Senskade,Norwegian,2008,Pozdnie posledstvija,Russian,2012,"Karpušinoj, Svetlany ; Naumovoj, Anastasii"
"Faldbakken, Knut",m,Senskade,Norwegian,2008,Закъснели последствия,Bulgarian,2014,"Старирадева, Василена"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Der stumme Besucher,German,2011,"Kronenberger, Ina"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,De verklikker,Dutch,2011,"Vink, Renée"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Den tavse,Danish,2012,"Jensen, John"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Angivaren,Swedish,2017,"Rath, Sandra"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Ilmiantaja,Finnish,2018,"Arvonen, Hanna"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Kapuś,Polish,2018,"Frątczak-Nowotny, Elżbieta"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Práskač,Czech,2018,"Nagy, Martin"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Svedok,Slovak,2018,"Takáč, Adrián"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Uppljóstrarinn,Icelandic,2019,"Hübner, Herdís M."
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,Ziņotājs,Latvian,2019,"Kozlovska, Raita"
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,המלשין,Hebrew,2019,רות שפירא
"Fjell, Jan-Erik",m,Tysteren,Norwegian,2010,O Informador,Portuguese,2020,"Reis, João"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Skyggerummet,Danish,2013,"Jensen, John"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Kälteeinbruch,German,2013,"Kronenberger, Ina ; Baur, Stephanie Elizabeth"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Smugglaren,Swedish,2017,"Rath, Sandra"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Vaaran varjo,Finnish,2018,"Arvonen, Hanna"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Ēnu istaba,Latvian,2019,"Kozlovska, Raita"
"Fjell, Jan-Erik",m,Skyggerom,Norwegian,2012,Pokoj stínů,Czech,2019,"Nagy, Martin"
"Fjell, Jan-Erik",m,Hevneren,Norwegian,2013,Kostaja,Finnish,2018,"Arvonen, Hanna"
"Fjell, Jan-Erik",m,Hevneren,Norwegian,2013,Hämnaren,Swedish,2018,"Rath, Sandra"
"Fjell, Jan-Erik",m,Hevneren,Norwegian,2013,Hævneren,Danish,2019,"Jensen, John"
"Fjell, Jan-Erik",m,Hevneren,Norwegian,2013,Mstitel,Czech,2020,"Nagy, Martin"
"Fjell, Jan-Erik",m,Rovdyret,Norwegian,2014,Rovdjuret,Swedish,2019,"Rath, Sandra"
"Fjell, Jan-Erik",m,Rovdyret,Norwegian,2014,Saalistaja,Finnish,2020,"Arvonen, Hanna"
"Fjell, Jan-Erik",m,Lykkejegeren,Norwegian,2016,Lovkyňa šťastia,Slovak,2017,"Jánošková, Simona Rehák"
"Fjell, Jan-Erik",m,Lykkejegeren,Norwegian,2016,Lukkuriddarinn,Icelandic,2018,"Guðmundsson, Atli Steinn"
"Fjell, Jan-Erik",m,Lykkejegeren,Norwegian,2016,Onnenonkija,Finnish,2020,"Arvonen, Hanna"
"Fjell, Jan-Erik",m,Lykkejegeren,Norwegian,2016,Lycksökaren,Swedish,2020,"Rath, Sandra"
"Fløgstad, Kjartan",m,Kniven på strupen,Norwegian,1991,El cuchillo en la garganta,Spanish,2005,"Baggethun, Kirsti ; Lorenzo, Asunción"
"Fløgstad, Kjartan",m,Kniven på strupen,Norwegian,1991,Kniven på struben,Danish,2017,"Vagn Jensen, Kirsten"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evas acs,Latvian,2001,"Briedis, Sandris"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Syri i Evës,Albanian,2001,"Lera, Nasi"
"Fossum, Karin",f,Evas øye,Norwegian,1995,L'Œil d'Ève,French,2001,"Tang, Gro"
"Fossum, Karin",f,Evas øye,Norwegian,1995,A Ilusão de Eva,Portuguese,2002,"Canelas, Inácia"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Oko Ewy,Polish,2002,"Gołębiewska-Bijak, Maria"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evas öga ; Se dig inte om! ; Den som fruktar vargen,Swedish,2003,"Örnkloo, Ulf ; Örnkloo, Helena"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evas Auge,German,2004,"Haefs, Gabriele"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evan katse,Finnish,2005,"Teva, Tarja"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Glaz Ėvy,Russian,2007,"Arro, Tat'jany"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Okoto na Eva,Bulgarian,2007,"Ibrišimova, Valentina"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Eva's oog,Dutch,2007,"Smit, Annemarie"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evas øje,Danish,2010,"Jessen, Ida"
"Fossum, Karin",f,Evas øye,Norwegian,1995,In the darkness,English,2012,"Anderson, James"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Evino oko,Slovak,2013,"Zumrík, Miroslav"
"Fossum, Karin",f,Evas øye,Norwegian,1995,ইন দ্য ডার্কনেস ;  Ina dya ḍārkanēsa,Bengali,2014,"Hōsēna, Śa'ōkata"
"Fossum, Karin",f,Evas øye,Norwegian,1995,El ojo de Eva,Spanish,2016,"Baggethun, Kirsti ; Lorenzo, Asunción"
"Fossum, Karin",f,Evas øye,Norwegian,1995,Vo mrakot,Macedonian,2017,"Rudik, Nina"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Se dig inte om,Swedish,2000,"Örnkloo, Ulf ; Örnkloo, Helena"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Ne te retourne pas!,French,2001,"Lunde, Marie"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Kijk niet achterom,Dutch,2001,"Smit, Annemarie"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Lo sguardo di uno sconosciuto,Italian,2002,"Marocco, Pierina M."
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Tikai neatskaties!,Latvian,2003,"Deniņa, Dace"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Älä katso taaksesi!,Finnish,2003,"Teva, Tarja"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Mos u kthe më!,Albanian,2004,"Lera, Nasi"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Se dig ikke tilbage,Danish,2005,"Andersen, Alf"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Don't look back,English,2005,"David, Felicity"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Nu privi înapoi!,Romanian,2005,"Dominte Antonsen, Alina"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Fremde Blicke,German,2005,"Haefs, Gabriele"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,O olhar de um desconhecido,Portuguese,2005,"Jorge Vilar de Figueiredo, Maria"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,돌아보지마,Korean,2007,김승욱
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,אל תביט לאחור,Hebrew,2007,ציפי אלנבוגן ריינטשייט
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Nie ogla̢daj sie̢,Polish,2008,"Bolińska, Ewa"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Ne osvrći se,Serbian,2008,"Solunac, Igor"
"Fossum, Karin",f,Se deg ikke tilbake!,Norwegian,1996,Не оглядывайся!,Russian,2008,"Щелкина, В. Д."
