author,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Bienheureux ceux qui ont soif-,French,2002
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Selig sind die Dürstenden : Roman,German,2002
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Vereen kirjoitettu,Finnish,2003
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Salige er de som tørster,Danish,2005
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Saliga äro de som törsta,Swedish,2007
"Holt, Anne",Salige er de som tørster,Norwegian,1994,"Błogosławieni, którzy pragna-",Polish,2011
"Holt, Anne",Salige er de som tørster,Norwegian,1994,Blessed are those who thirst,English,2013
"Holt, Anne",Demonens død,Norwegian,1995,Paholaisen kuolema,Finnish,2000
"Holt, Anne",Demonens død,Norwegian,1995,Das einzige Kind : Roman,German,2000
"Holt, Anne",Demonens død,Norwegian,1995,Demonens död,Swedish,2001
"Holt, Anne",Demonens død,Norwegian,1995,La mort du démon,French,2002
"Holt, Anne",Demonens død,Norwegian,1995,Dæmonens død : kriminalroman,Danish,2005
"Holt, Anne",Demonens død,Norwegian,1995,Śmierć demona,Polish,2011
"Holt, Anne",Demonens død,Norwegian,1995,Death of the demon,English,2013
"Holt, Anne",Demonens død,Norwegian,1995,Smrt démona,Czech,2014
"Holt, Anne",Demonens død,Norwegian,1995,El hijo único,Spanish,2014
"Holt, Anne",Løvens gap,Norwegian,1997,De muil van de leeuw,Dutch,2003
"Holt, Anne",Løvens gap,Norwegian,1997,Im Zeichen des Löwen : Roman,German,2004
"Holt, Anne",Løvens gap,Norwegian,1997,The lion's mouth,English,2014
"Holt, Anne",Løvens gap,Norwegian,1997,Murhan varjossa,Finnish,2014
"Holt, Anne",Død joker,Norwegian,1999,Død joker : en Hanne Wilhelmsen-roman,Danish,2000
"Holt, Anne",Død joker,Norwegian,1999,Das achte Gebot : Roman,German,2001
"Holt, Anne",Død joker,Norwegian,1999,Död joker : en kriminalroman,Swedish,2001
"Holt, Anne",Død joker,Norwegian,1999,Dode joker,Dutch,2004
"Holt, Anne",Død joker,Norwegian,1999,Porosia e tetë : roman,Albanian,2005
"Holt, Anne",Død joker,Norwegian,1999,La broma,Catalan,2015
"Holt, Anne",Død joker,Norwegian,1999,Dead joker,English,2015
"Holt, Anne",Død joker,Norwegian,1999,Pahan varjot : kaksi Hanne Wilhelmsen-dekkaria,Finnish,2015
"Holt, Anne",Uten ekko,Norwegian,2000,Uden ekko,Danish,2001
"Holt, Anne",Uten ekko,Norwegian,2000,Utan eko : en kriminalroman,Swedish,2001
"Holt, Anne",Uten ekko,Norwegian,2000,Kahdesti kuollut,Finnish,2002
"Holt, Anne",Uten ekko,Norwegian,2000,Das letzte Mahl : Roman,German,2003
"Holt, Anne",Uten ekko,Norwegian,2000,Zonder echo,Dutch,2005
"Holt, Anne",Uten ekko,Norwegian,2000,Sin eco,Spanish,2016
"Holt, Anne",Uten ekko,Norwegian,2000,No echo : a Hanne Wilhelmsen novel,English,2019
"Holt, Anne",Det som er mitt,Norwegian,2001,Det der er mit,Danish,2002
"Holt, Anne",Det som er mitt,Norwegian,2001,In kalter Absicht : Roman,German,2002
"Holt, Anne",Det som er mitt,Norwegian,2001,Det som tillhör mig : en kriminalroman,Swedish,2002
"Holt, Anne",Det som er mitt,Norwegian,2001,Je verdiende loon,Dutch,2003
"Holt, Anne",Det som er mitt,Norwegian,2001,Minkä taakseen jättää,Finnish,2003
"Holt, Anne",Det som er mitt,Norwegian,2001,Castigo,Spanish,2005
"Holt, Anne",Det som er mitt,Norwegian,2001,What is mine,English,2006
"Holt, Anne",Det som er mitt,Norwegian,2001,Vsičko moe,Bulgarian,2007
"Holt, Anne",Det som er mitt,Norwegian,2001,Une erreur judiciaire : roman,French,2007
"Holt, Anne",Det som er mitt,Norwegian,2001,To co moje,Polish,2008
"Holt, Anne",Det som er mitt,Norwegian,2001,Atë që meriton,Albanian,2009
"Holt, Anne",Det som er mitt,Norwegian,2001,Punishment,English,2016
"Holt, Anne",Sannheten bortenfor,Norwegian,2003,Bortom sanningen : en Hanne Wilhelmsen-roman,Swedish,2003
"Holt, Anne",Sannheten bortenfor,Norwegian,2003,Die Wahrheit dahinter : Roman,German,2005
"Holt, Anne",Sannheten bortenfor,Norwegian,2003,Beyond the truth : a Hanne Wilhelmsen novel,English,2016
"Holt, Anne",Sannheten bortenfor,Norwegian,2003,Lukitut ovet,Finnish,2016
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Det som aldrig sker,Danish,2005
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Det som aldrig sker : en kriminalroman,Swedish,2005
"Holt, Anne",Det som aldri skjer,Norwegian,2004,The final murder,English,2007
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Julkkismurhat,Finnish,2007
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Was niemals geschah : Kriminalroman,German,2007
"Holt, Anne",Det som aldri skjer,Norwegian,2004,What never happens,English,2008
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Cela n'arrive jamais : roman,French,2008
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Crepúsculo em Oslo,Portuguese,2008
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Crepúsculo en Oslo,Spanish,2008
"Holt, Anne",Det som aldri skjer,Norwegian,2004,Death in Oslo,English,2009
"Holt, Anne",Det som aldri skjer,Norwegian,2004,"Tai, kas niekada nei̢vyksta",Lithuanian,2009
"Holt, Anne",Det som aldri skjer,Norwegian,2004,"To, co sie, nigdy nie zdarza",Polish,2010
"Holt, Anne",Presidentens valg,Norwegian,2006,Madam President : kriminalroman,Danish,2007
"Holt, Anne",Presidentens valg,Norwegian,2006,Die Präsidentin : Kriminalroman,German,2007
"Holt, Anne",Presidentens valg,Norwegian,2006,Presidentens val,Swedish,2007
"Holt, Anne",Presidentens valg,Norwegian,2006,Una mañana de mayo,Spanish,2009
"Holt, Anne",Presidentens valg,Norwegian,2006,Forsetinn er horfinn,Icelandic,2012
"Holt, Anne",1222,Norwegian,2007,1222,Danish,2008
"Holt, Anne",1222,Norwegian,2007,Der norwegische Gast : Kriminalroman,German,2008
"Holt, Anne",1222,Norwegian,2007,1222 över havet,Swedish,2008
"Holt, Anne",1222,Norwegian,2007,1222,English,2010
"Holt, Anne",1222,Norwegian,2007,1222,Spanish,2012
"Holt, Anne",1222,Norwegian,2007,Quota 1222,Italian,2015
"Holt, Anne",Pengemannen,Norwegian,2009,Wees niet bang,Dutch,2010
"Holt, Anne",Pengemannen,Norwegian,2009,Kasvoton tuomio,Finnish,2010
"Holt, Anne",Pengemannen,Norwegian,2009,Frukta inte,Swedish,2010
"Holt, Anne",Pengemannen,Norwegian,2009,Fear not,English,2011
"Holt, Anne",Pengemannen,Norwegian,2009,Ura,Romanian,2011
"Holt, Anne",Pengemannen,Norwegian,2009,Noche cerrada en Bergen,Spanish,2011
"Holt, Anne",Pengemannen,Norwegian,2009,Grupa 25,Bulgarian,2012
"Holt, Anne",Pengemannen,Norwegian,2009,Gotteszahl : Kriminalroman,German,2012
"Holt, Anne",Pengemannen,Norwegian,2009,Modus,English,2016
"Holt, Anne",Pengemannen,Norwegian,2009,La paura,Italian,2017
"Holt, Anne",Flimmer,Norwegian,2010,Kuoleman tahdissa,Finnish,2011
"Holt, Anne",Flimmer,Norwegian,2010,Kammerflimmern : Thriller,German,2011
"Holt, Anne",Flimmer,Norwegian,2010,Arytmia,Polish,2012
"Holt, Anne",Flimmer,Norwegian,2010,Mŭždene,Bulgarian,2014
"Holt, Anne",Skyggedød,Norwegian,2012,Död i skugga,Swedish,2012
"Holt, Anne",Skyggedød,Norwegian,2012,Skyggedød,Danish,2013
"Holt, Anne",Skyggedød,Norwegian,2012,Kuollut kulma,Finnish,2013
"Holt, Anne",Skyggedød,Norwegian,2012,Schattenkind : Kriminalroman,German,2013
"Holt, Anne",Skyggedød,Norwegian,2012,În spatele norilor întunecaţi : o nouă anchetă a lui Vik şi Stubø,Romanian,2014
"Holt, Anne",Skyggedød,Norwegian,2012,Il presagio,Italian,2017
"Holt, Anne",Sudden death,Norwegian,2014,Äkkikuolema,Finnish,2015
"Holt, Anne",Sudden death,Norwegian,2014,Sudden death,Swedish,2015
"Holt, Anne",Sudden death,Norwegian,2014,Infarkt : Thriller,German,2017
"Holt, Anne",Sudden death,Norwegian,2014,Внезапна смърт ;  Vnezapna smŭrt,Bulgarian,2018
"Holt, Anne",Offline,Norwegian,2015,Tuntematon uhka,Finnish,2016
"Holt, Anne",Offline,Norwegian,2015,La minaccia,Italian,2016
"Holt, Anne",Offline,Norwegian,2015,Offline,Swedish,2016
"Holt, Anne",Offline,Norwegian,2015,Odd numbers : a Hanne Wilhelmsen novel,English,2017
"Holt, Anne",Offline,Norwegian,2015,Offline,English,2017
"Holt, Anne",Offline,Norwegian,2015,Ein kalter Fall : Kriminalroman,German,2018
"Holt, Anne",I støv og aske,Norwegian,2016,In dust and ashes,English,2017
"Holt, Anne",I støv og aske,Norwegian,2016,I støv og aske,Danish,2018
"Holt, Anne",I støv og aske,Norwegian,2016,Tomussa ja tuhkassa,Finnish,2018
"Holt, Anne",I støv og aske,Norwegian,2016,In Staub und Asche : Kriminalroman,German,2018
"Holt, Anne",I støv og aske,Norwegian,2016,I stoft och aska,Swedish,2018
"Holt, Anne",En grav for to,Norwegian,2018,A grave for two,English,2019
"Holt, Anne",En grav for to,Norwegian,2018,En grav för två,Swedish,2019
"Holt, Anne",En grav for to,Norwegian,2018,Grob za dvoje : prvi slučaj Selme Falck,Croatian,2020
"Holt, Anne",En grav for to,Norwegian,2018,La pista : la prima indagine di Selma Falck,Italian,2020
"Holt, Anne",Furet/værbitt,Norwegian,2019,Operation fosterland,Swedish,2020
"Horst, Jørn Lier",Nøkkelvitnet,Norwegian,2004,Kluczowy świadek,Polish,2017
"Horst, Jørn Lier",Felicia forsvant,Norwegian,2005,Ruhe nicht in Frieden : Kriminalroman,German,2006
"Horst, Jørn Lier",Felicia forsvant,Norwegian,2005,Toen Felicia verdween,Dutch,2007
"Horst, Jørn Lier",Når havet stilner,Norwegian,2006,Wenn das Meer verstummt : Kriminalroman,German,2007
"Horst, Jørn Lier",Når havet stilner,Norwegian,2006,Als de zee zwijgt,Dutch,2008
"Horst, Jørn Lier",Nattmannen,Norwegian,2009,Natmanden,Danish,2011
"Horst, Jørn Lier",Nattmannen,Norwegian,2009,Nattmannen,Swedish,2017
"Horst, Jørn Lier",Bunnfall,Norwegian,2010,Dregs,English,2011
"Horst, Jørn Lier",Bunnfall,Norwegian,2010,Bundfald,Danish,2012
"Horst, Jørn Lier",Bunnfall,Norwegian,2010,Botnfall,Icelandic,2016
"Horst, Jørn Lier",Bunnfall,Norwegian,2010,Bottenskrap,Swedish,2018
"Horst, Jørn Lier",Bunnfall,Norwegian,2010,Απομεινάρια Θανάτου ;  Apomeinaria thanatou,Greek,2020
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Vinterlukket,Danish,2012
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Closed for winter,English,2013
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Winterfest : Kriminalroman,German,2013
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Suljettu talveksi,Finnish,2015
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Poza sezonem,Polish,2015
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Na zimu zatvorené,Slovak,2015
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Vinterstängt,Swedish,2015
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Enklēma sta fiord,Greek,2016
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Fermé pour l'hiver,French,2017
"Horst, Jørn Lier",Vinterstengt,Norwegian,2011,Casa de vacanță,Romanian,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Jagthundene,Danish,2014
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,The hunting dogs,English,2014
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Jakthundarna,Swedish,2014
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Ryôken,Japanese,2015
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Ловечки кучиња ;  Lovečki kučinja,Macedonian,2015
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Psy gończe,Polish,2015
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Ajokoirat,Finnish,2016
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Lovnite kučeta : roman,Bulgarian,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Jachthonden,Dutch,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Jahipenid : kriminaalromaan,Estonian,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Ta kynēgoskyla,Greek,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Lovački psi,Serbian,2017
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Jagdhunde : Kriminalroman,German,2018
"Horst, Jørn Lier",Jakthundene,Norwegian,2012,Câinii de vânătoare,Romanian,2018
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Jaskiniowiec,Polish,2014
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Jaskynný muž,Slovak,2014
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Hulemanden,Danish,2015
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,The caveman,English,2015
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Eisige Schatten : Kriminalroman,German,2015
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Grottmannen,Swedish,2015
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Luolamies,Finnish,2017
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Prōtgono enstikto,Greek,2017
"Horst, Jørn Lier",Hulemannen,Norwegian,2013,Čovek iz pećine,Serbian,2019
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Zaslepenosť,Slovak,2015
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Blindgyde,Danish,2016
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Ordeal,English,2016
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Blindgang : Kriminalroman,German,2016
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Ślepy trop,Polish,2016
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Adiexodo,Greek,2018
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Tulikoe,Finnish,2019
"Horst, Jørn Lier",Blindgang,Norwegian,2015,Aklas spėjimas : kriminalinis romanas,Lithuanian,2019
"Horst, Jørn Lier",Blindgang,Norwegian,2015,A porta oculta : romance,Portuguese,2019
"Horst, Jørn Lier",Katharina-koden,Norwegian,2017,The Katharina code,English,2018
"Horst, Jørn Lier",Katharina-koden,Norwegian,2017,Katharina-koden,Danish,2019
"Horst, Jørn Lier",Katharina-koden,Norwegian,2017,Wisting und der Tag der Vermissten : Kriminalroman,German,2019
"Horst, Jørn Lier",Katharina-koden,Norwegian,2017,Katharinakoden,Swedish,2019
"Horst, Jørn Lier",Katharina-koden,Norwegian,2017,Код Катаріни : роман ;  Kod Katariny : roman,Ukranian,2019
"Horst, Jørn Lier",Det innerste rommet,Norwegian,2018,The cabin,English,2019
"Horst, Jørn Lier",Det innerste rommet,Norwegian,2018,Det innersta rummet,Swedish,2019
"Horst, Jørn Lier",Det innerste rommet,Norwegian,2018,Потайна кімната : роман ;  Potajna kimnata : roman,Ukranian,2019
"Horst, Jørn Lier",Illvilje,Norwegian,2019,Wisting und der Atem der Angst : Kriminalroman,German,2020
"Horst, Jørn Lier",Illvilje,Norwegian,2019,Zła wola,Polish,2020
"Horst, Jørn Lier",Illvilje,Norwegian,2019,Одержимий злом : роман ;  Oderžymyj zlom : roman,Ukranian,2020
"Horst, Jørn Lier & Thomas Enger",Nullpunkt,Norwegian,2018,Death deserved,English,2020
"Horst, Jørn Lier & Thomas Enger",Nullpunkt,Norwegian,2018,Ponto zero,Portuguese,2020
"Horst, Jørn Lier & Thomas Enger",Slagside,Norwegian,2020,Nieobliczalni,Polish,2020
"Jacobsen, Roy",Det nye vannet,Norwegian,1987,Het nieuwe water : roman,Dutch,2001
"Jacobsen, Roy",Det nye vannet,Norwegian,1987,Operațiunea de salvare : roman,Romanian,2003
"Jacobsen, Roy",Det nye vannet,Norwegian,1987,Novata voda,Bulgarian,2006
"Jacobsen, Roy",Marions slør,Norwegian,2007,Marions slør,Danish,2008
"Jaklin, Asbjørn",Rød sone,Norwegian,2014,Rote Zone : Kriminalroman,German,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Vídeňské bratrstvo,Czech,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Wienerbroderskabet,Danish,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Zij die volgen,Dutch,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Les adeptes : une enquête du commissaire Fredrik Beier,French,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Követők,Hungarian,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Gli adepti,Italian,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Viedenské bratstvo,Slovak,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Det hemliga brödraskapet från Wien,Swedish,2016
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Wieniläisveljeskunta,Finnish,2017
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Der Hirte : Thriller,German,2017
"Johnsrud, Ingar",Wienerbrorskapet,Norwegian,2015,Ē Adelfótēta tēs Wiennes : mythistórēma,Greek,2017
"Johnsrud, Ingar",Kalypso,Norwegian,2016,Kalypso,Czech,2017
"Johnsrud, Ingar",Kalypso,Norwegian,2016,Metsästäjä,Finnish,2017
"Johnsrud, Ingar",Kalypso,Norwegian,2016,I cacciatori,Italian,2017
"Johnsrud, Ingar",Korset,Norwegian,2018,Zij die doden,Dutch,2019
"Johnsrud, Ingar",Korset,Norwegian,2018,Kryžius : trileris,Lithuanian,2019
"Johnsrud, Ingar",Korset,Norwegian,2018,Korset,Swedish,2019
"Johnsrud, Ingar",Korset,Norwegian,2018,Kříž,Czech,2020
"Junker, Merete",Jenta med ballongen,Norwegian,2008,Pigen med ballonen,Danish,2010
"Junker, Merete",Jenta med ballongen,Norwegian,2008,Ein Hauch von Mord,German,2013
"Junker, Merete",Tvillingen,Norwegian,2010,Tvillingen : kriminalroman,Danish,2011
"Junker, Merete",Tvillingen,Norwegian,2010,Tweeling : Scandinavische psychothriller,Dutch,2011
"Junker, Merete",Pumasommer,Norwegian,2012,Pumasommer : krimi,Danish,2013
"Jæger, Jørgen",Skyggejakten,Norwegian,2003,"Sagen ""Holgersen"" : en kriminalroman med politimester Ole Vik",Danish,2007
"Jæger, Jørgen",Kameleonene,Norwegian,2004,Dødens bagmænd : en kriminalroman med politimester Ole Vik,Danish,2007
"Jæger, Jørgen",Blodskrift,Norwegian,2007,Blutschrift : Kriminalroman,German,2009
"Jæger, Jørgen",Blodskrift,Norwegian,2007,Blodskrift,Danish,2010
"Jæger, Jørgen",Blodskrift,Norwegian,2007,Karma : de verdwenen wandelaar uit Bergen : commissaris Ole Vik onderzoekt : thriller,Dutch,2011
"Karlsson, Ørjan N",Speilets bakside,Norwegian,2016,Peilin takana,Finnish,2020
"Kristensen, Monica",Hollendergraven,Norwegian,2007,Hollændergraven,Danish,2010
"Kristensen, Monica",Hollendergraven,Norwegian,2007,Holanďanův hrob,Czech,2013
"Kristensen, Monica",Hollendergraven,Norwegian,2007,Gollandskaja mogila,Russian,2017
"Kristensen, Monica",Kullunge,Norwegian,2008,Kulungen,Danish,2011
"Kristensen, Monica",Kullunge,Norwegian,2008,Le sixième homme : roman,French,2012
"Kristensen, Monica",Kullunge,Norwegian,2008,Suche : Roman,German,2012
"Kristensen, Monica",Kullunge,Norwegian,2008,Vermissing,Dutch,2013
"Kristensen, Monica",Kullunge,Norwegian,2008,La leggenda del sesto uomo,Italian,2013
"Kristensen, Monica",Kullunge,Norwegian,2008,Kolbarnet,Swedish,2015
"Kristensen, Monica",Kullunge,Norwegian,2008,Угольная крошка ;  Ugol'naja kroška,Russian,2017
"Kristensen, Monica",Operasjon Fritham,Norwegian,2009,Operation Fritham : kriminalroman,Danish,2012
"Kristensen, Monica",Operasjon Fritham,Norwegian,2009,Opération Fritham : roman,French,2013
"Kristensen, Monica",Operasjon Fritham,Norwegian,2009,Operazione Fritham,Italian,2015
"Kristensen, Monica",Operasjon Fritham,Norwegian,2009,Operation Fritham,Swedish,2016
"Kristensen, Monica",Operasjon Fritham,Norwegian,2009,Ubijca iz prošlogo,Russian,2017
"Kristensen, Monica",Den døde i Barentsburg,Norwegian,2011,Den døde i Barentsburg : kriminalroman,Danish,2013
"Kristensen, Monica",Den døde i Barentsburg,Norwegian,2011,In manchen Nächten : Kriminalroman,German,2013
"Kristensen, Monica",Ekspedisjonen,Norwegian,2014,L'expédition : roman,French,2016
"Kristensen, Monica",Ekspedisjonen,Norwegian,2014,Ėkspedicija,Russian,2018
"Kristensen, Tom",En kule,Norwegian,2001,Voltreffer,Dutch,2004
"Kristensen, Tom",En kule,Norwegian,2001,Ein schnelles Angebot : Kriminalroman,German,2005
"Kristensen, Tom",Freshwater,Norwegian,2003,Mit allen Wassern : Kriminalroman,German,2006
"Kristensen, Tom",Profitøren,Norwegian,2005,Profitøren,Danish,2006
"Kristensen, Tom",Dødsriket,Norwegian,2006,Dødsriget,Danish,2007
"Kristensen, Tom",Dødsriket,Norwegian,2006,Carstvo mertvych,Russian,2009
"Kristensen, Tom",Dødsriket,Norwegian,2006,Царството на мъртвите : роман,Bulgarian,2016
"Kristensen, Tom",Dragen,Norwegian,2008,Dragen,Danish,2009
"Lahlum, Hans Olav",Menneskefluene,Norwegian,2010,P'ari ingan,Korean,2013
"Lahlum, Hans Olav",Menneskefluene,Norwegian,2010,The human flies,English,2014
"Lahlum, Hans Olav",Menneskefluene,Norwegian,2010,Crime num quarto fechado,Portuguese,2015
"Lahlum, Hans Olav",Menneskefluene,Norwegian,2010,Moscas,Spanish,2020
"Lahlum, Hans Olav",Satellittmenneskene,Norwegian,2011,Menneskefluerne,Danish,2015
"Lahlum, Hans Olav",Satellittmenneskene,Norwegian,2011,Satellite people,English,2015
"Lahlum, Hans Olav",Satellittmenneskene,Norwegian,2011,À mesa com o assassino,Portuguese,2016
"Lahlum, Hans Olav",Kameleonmenneskene,Norwegian,2013,Chameleon people,English,2016
"Lahlum, Hans Olav",Katalysatormordet,Norwegian,2013,The catalyst killing,English,2015
"Lahlum, Hans Olav",Katalysatormordet,Norwegian,2013,촉매살인 ;  Chongmae sarīn,Korean,2015
"Lahlum, Hans Olav",Maurtuemordene,Norwegian,2014,The anthill murders,English,2017
"Lier, Stein Morten",Catch,Norwegian,2004,Catch,Danish,2006
"Lindell, Unni",Slangebæreren,Norwegian,1996,Gyvatnešis : kriminalinis romanas,Lithuanian,2000
"Lindell, Unni",Slangebæreren,Norwegian,1996,Ormbäraren,Swedish,2000
"Lindell, Unni",Slangebæreren,Norwegian,1996,Käärmeenkantaja,Finnish,2001
"Lindell, Unni",Slangebæreren,Norwegian,1996,Le 13e signe : roman,French,2001
"Lindell, Unni",Slangebæreren,Norwegian,1996,Das dreizehnte Sternbild,German,2002
"Lindell, Unni",Drømmefangeren,Norwegian,1999,Drømmefangeren,Danish,2000
"Lindell, Unni",Drømmefangeren,Norwegian,1999,"Pass auf, was du träumst : Roman",German,2001
"Lindell, Unni",Drømmefangeren,Norwegian,1999,Drömfångaren,Swedish,2001
"Lindell, Unni",Drømmefangeren,Norwegian,1999,Dromenvanger,Dutch,2003
"Lindell, Unni",Drømmefangeren,Norwegian,1999,Unenvartija,Finnish,2003
"Lindell, Unni",Drømmefangeren,Norwegian,1999,Sapn̦u k̦ērājs,Latvian,2004
"Lindell, Unni",Sørgekåpen,Norwegian,2000,Sørgekåben,Danish,2001
"Lindell, Unni",Sørgekåpen,Norwegian,2000,Der Trauermantel : Roman,German,2001
"Lindell, Unni",Sørgekåpen,Norwegian,2000,Sorgmantel,Swedish,2002
"Lindell, Unni",Sørgekåpen,Norwegian,2000,De rouwmantel,Dutch,2005
"Lindell, Unni",Sørgekåpen,Norwegian,2000,Suruvaippa,Finnish,2005
"Lindell, Unni",Nattsøsteren,Norwegian,2002,Nachtzuster,Dutch,2003
"Lindell, Unni",Nattsøsteren,Norwegian,2002,Nattsystern,Swedish,2003
"Lindell, Unni",Nattsøsteren,Norwegian,2002,Nattens søster,Danish,2005
"Lindell, Unni",Rødhette,Norwegian,2004,Rödluvan,Swedish,2004
"Lindell, Unni",Rødhette,Norwegian,2004,Rødhætte,Danish,2007
"Lindell, Unni",Rødhette,Norwegian,2004,Lautlos in den Tod : Roman,German,2007
"Lindell, Unni",Orkestergraven,Norwegian,2005,Orkestergraven,Swedish,2006
"Lindell, Unni",Orkestergraven,Norwegian,2005,Orkesterimonttu,Finnish,2007
"Lindell, Unni",Orkestergraven,Norwegian,2005,Orkestergraven : krimi,Danish,2008
"Lindell, Unni",Orkestergraven,Norwegian,2005,Was als Spiel begann : Krimi,German,2008
"Lindell, Unni",Honningfellen,Norwegian,2007,Honungsfällan,Swedish,2008
"Lindell, Unni",Honningfellen,Norwegian,2007,Der Eismann : Krimi,German,2009
"Lindell, Unni",Honningfellen,Norwegian,2007,Hunajasyötti,Finnish,2010
"Lindell, Unni",Honningfellen,Norwegian,2007,La trappola di miele,Italian,2011
"Lindell, Unni",Honningfellen,Norwegian,2007,La trampa de miel : el primer caso de la agente Marian Dahle,Spanish,2011
"Lindell, Unni",Honningfellen,Norwegian,2007,Medová past,Czech,2012
"Lindell, Unni",Honningfellen,Norwegian,2007,Mesilõks,Estonian,2014
"Lindell, Unni",Honningfellen,Norwegian,2007,Tuzak,Turkish,2017
"Lindell, Unni",Mørkemannen,Norwegian,2008,Temný muž,Czech,2013
"Lindell, Unni",Sukkerdøden,Norwegian,2010,Sockerdöden,Swedish,2011
"Lindell, Unni",Sukkerdøden,Norwegian,2010,Muerte blanca : el tercer caso de la agente Marian Dahle,Spanish,2012
"Lindell, Unni",Sukkerdøden,Norwegian,2010,Cukrová smrt,Czech,2013
"Lindell, Unni",Sukkerdøden,Norwegian,2010,Sokerivalhe,Finnish,2013
"Lindell, Unni",Sukkerdøden,Norwegian,2010,Dolce come la morte,Italian,2013
"Lindell, Unni",Djevelkysset,Norwegian,2012,Duivelskus,Dutch,2012
"Lindell, Unni",Djevelkysset,Norwegian,2012,El beso del diablo : el cuarto caso de la agente Marian Dahle,Spanish,2013
"Lindell, Unni",Djevelkysset,Norwegian,2012,Djävulskyssen,Swedish,2013
"Lindell, Unni",Brudekisten,Norwegian,2014,Doodsbruid,Dutch,2014
"Lindell, Unni",Brudekisten,Norwegian,2014,Brudkistan,Swedish,2015
"Lindell, Unni",Jeg vet hvor du bor,Norwegian,2016,Ég veit hvar þú átt heima : glæpasaga,Icelandic,2017
"Lindell, Unni",Jeg vet hvor du bor,Norwegian,2016,Il caso della bambina scomparsa,Italian,2017
"Lindell, Unni",Jeg vet hvor du bor,Norwegian,2016,Där Satan har sin tron,Swedish,2017
"Lindell, Unni",Jeg vet hvor du bor,Norwegian,2016,"Ich weiss, wann du stirbst : Kriminalroman",German,2018
"Lindell, Unni",Dronen,Norwegian,2018,Im Wald wirst du schweigen : Kriminalroman,German,2019
