unique_id,publication_date,year,title,section,author_name,last_name,first_name,author_gender,author_nea,author_bestseller,author_prize,author_iowa
277,7/1/1960,1960,Wilbur Fonts for President,fiction,Jeremy Dole,Dole,Jeremy,M,,,,
278,7/1/1960,1960,O You New York Girls,fiction,John Wallace,Wallace,John,M,,,,
279,7/1/1960,1960,First Anniversary,fiction,Richard Matheson,Matheson,Richard,M,,,,
280,8/1/1960,1960,A Thief in the Night,fiction,Eugene Ziller,Ziller,Eugene,M,,,,
281,8/1/1960,1960,A Tryst of Fate,ribald classic,Gerolamo Parabosco,Parabosco,Gerolamo,M,,,,
282,8/1/1960,1960,A Man for the Moon,fiction,Leland Webb,Webb,Leland,M,,,,
283,8/1/1960,1960,The Best of All Possible Worlds,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
284,9/1/1960,1960,The Never Ending Penny,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
285,9/1/1960,1960,Ounce of Prevention,fiction,Brian Rencelaw,Rencelaw,Brian,M,,,,
286,9/1/1960,1960,The Third Martini,fiction,Joseph Carter,Carter,Joseph,M,,,,
287,9/1/1960,1960,The Burning of the Books,ribald classic,,,,N/A,,,,
288,10/1/1960,1960,A Foot in the Door,fiction,Bruce Jay Friedman,Friedman,Bruce Jay,M,,yes,,
289,10/1/1960,1960,The Book of Tony,fiction,Ken Purdy,Purdy,Ken,M,,,,
290,10/1/1960,1960,The Supermen,fiction,William M. Clark,Clark,William M.,M,,,,
291,10/1/1960,1960,Seeing is Believing,ribald classic,,,,N/A,,,,
292,11/1/1960,1960,A Crazy Mixed-Up ID,fiction,Sam Gottesfeld,Gottesfeld,Sam,M,,,,
293,11/1/1960,1960,Harpy,fiction,T.K. Brown III,Brown,T.K.,M,,,,
294,11/1/1960,1960,Man Vs. Woman,ribald classic,,,,N/A,,,,
295,12/1/1960,1960,23 Pat O'Brien Movies,fiction,Bruce Jay Friedman,Friedman,Bruce Jay,M,,yes,,
296,12/1/1960,1960,Oalámaóa,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
297,12/1/1960,1960,Very Late In the Evening,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
298,12/1/1960,1960,The Footprint of a Lion,ribald classic,,,,N/A,,,,
299,1/1/1961,1961,A Liberal Darling,fiction,Anton Chekhov,Chekhov,Anton,M,,,,
300,1/1/1961,1961,Concerning the Drama,fiction,Anton Chekhov,Chekhov,Anton,M,,,,
301,1/1/1961,1961,All the Weed in the World,fiction,Fritz Leiber,Leiber,Fritz,M,,,,
302,1/1/1961,1961,Conversation Piece,fiction,Ken Purdy,Purdy,Ken,M,,,,
303,1/1/1961,1961,Sardonicus,novelette,Ray Russell,Russell,Ray,M,,,,
304,2/1/1961,1961,"Come on out, Daddy",fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
305,2/1/1961,1961,That Sweet Sinner and Travelling,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
306,2/1/1961,1961,Rabbit in a Trap,ribald classics,Martin de Leon,Leon,Martin,M,,,,
307,2/1/1961,1961,The Room,fiction,Ray Russell,Russell,Ray,M,,,,
308,2/1/1961,1961,To Hear is to Obey,ribald classic,,,,N/A,,,,
309,3/1/1961,1961,The Machine in Ward Elevent,fiction,Charles Willeford,Willeford,Charles,M,,,,
310,3/1/1961,1961,The Pangs of Love and Hunger,ribald classic,Juan Timoneda,Timoneda,Juan,M,,,,
311,3/1/1961,1961,The Illustrated Woman,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
312,4/1/1961,1961,Blood Brother,fiction,Charles Beaumont,Beaumont,Charles,M,,,,
313,4/1/1961,1961,Wilbur Fonts in Africa,fiction,Jeremy Dole,Dole,Jeremy,M,,,,
314,4/1/1961,1961,The Emancipated Man,fiction,John Wallace,Wallace,John,M,,,,
315,4/1/1961,1961,The Bottom of the Ocean,fiction,Ken Purdy,Purdy,Ken,M,,,,
316,4/1/1961,1961,The Game of Venus,ribald classic,,,,N/A,,,,
317,5/1/1961,1961,The Hobbyist,fiction,Frederic Brown,Brown,Frederic,M,,,,
318,5/1/1961,1961,The Laughingstock,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
319,5/1/1961,1961,A Start of the First Magnitude,fiction,John Crosby,Crosby,John,M,,,,
320,5/1/1961,1961,Speak to Me of Immortality,fiction,Ken Purdy,Purdy,Ken,M,,,,
321,5/1/1961,1961,A Very High Quality Wine,ribald classic,Somadeva,,Somadeva,M,,,,
322,6/1/1961,1961,Marcianna & The Natural Carpaine in Papaya,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
323,6/1/1961,1961,Punch,fiction,Frederik Pohl,Pohl,Frederik,M,,,,
324,6/1/1961,1961,The Robber's Gift,ribald classic,Jacques de Vitry,Vitry,Jacques,M,,,,
325,6/1/1961,1961,Harold's Affair,fiction,Walter Goodman,Goodman,Walter,M,,,,
326,7/1/1961,1961,For Whom the Booth Tolls,fiction,Barry B. Spacks,Spacks,Barry B.,M,,,,
327,7/1/1961,1961,The Inconsequential Pipsqueaks,fiction,Leland Webb,Webb,Leland,M,,,,
328,7/1/1961,1961,Don't Think,fiction,Ray Russell,Russell,Ray,M,,,,
329,7/1/1961,1961,The Fifteenth Station,fiction,T.K. Brown III,Brown,T.K.,M,,,,
330,7/1/1961,1961,The Coat of Mail,ribald classic,,,,N/A,,,,
331,8/1/1961,1961,The Killer in the TV Set,fiction,Bruce Jay Friedman,Friedman,Bruce Jay,M,,yes,,
332,8/1/1961,1961,The Defeat of the Demon Tailor,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
333,8/1/1961,1961,Reality for this Lad,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
334,8/1/1961,1961,The Orator's Triumph,ribald classic,Petronius,,Petronius,M,,,,
335,9/1/1961,1961,The Lion's Share,fiction,Harvey Jacobs,Jacobs,Harvey,M,yes,,,
336,9/1/1961,1961,The Firing Line,fiction,Henry Slesar,Slesar,Henry,M,,,,
337,9/1/1961,1961,The Solemn Sabbath,fiction,Leland Webb,Webb,Leland,M,,,,
338,9/1/1961,1961,The Woman and the Well,ribald classic,,,,N/A,,,,
339,10/1/1961,1961,Conversation with a Bug,fiction,Jack Sharkey,Sharkey,Jack,M,,,,
340,10/1/1961,1961,The Year the Yankees Won the Pennant,fiction,Jeremy Dole,Dole,Jeremy,M,,,,
341,10/1/1961,1961,The Ninth Score,fiction,Ken Purdy,Purdy,Ken,M,,,,
342,10/1/1961,1961,The Big Dog,ribald classic,,,,N/A,,,,
343,11/1/1961,1961,Agoraphobia is in the Public Domain,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
344,11/1/1961,1961,The Last Smile,fiction,Henry Slesar,Slesar,Henry,M,,,,
345,11/1/1961,1961,The Normal Man,fiction,William Masters,Masters,William,M,,,,
346,12/1/1961,1961,A Gascon Rewarded,ribald classics,Jean de la Fontaine,Fontaine,Jean,M,,,,
347,12/1/1961,1961,Space Opera,fiction,Ray Russell,Russell,Ray,M,,,,
348,12/1/1961,1961,Professor Hyde,fiction,Thomas Berger,Berger,Thomas,M,,,yes,
349,12/1/1961,1961,Square Chistmas,fiction,Walt Grove,Grove,Walt,M,,,,
350,1/1/1962,1962,Proposition,fiction,Garson Kanin,Kanin,Garson,M,,yes,,
351,1/1/1962,1962,Tune Every Heart and Every Voice,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
352,1/1/1962,1962,The Husband Confessor,ribald classics,Jean de la Fontaine,Fontaine,Jean,M,,,,
353,1/1/1962,1962,Tell Me the Person,fiction,Ken Purdy,Purdy,Ken,M,,,,
354,1/1/1962,1962,A Miracle of a Rare Device,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
355,1/1/1962,1962,The Personal Secretary,fiction,William Saroyan,Saroyan,William,M,,yes,,
356,2/1/1962,1962,Anthony from Afar,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
357,2/1/1962,1962,The Investor,fiction,Bruce Jay Friedman,Friedman,Bruce Jay,M,,yes,,
358,2/1/1962,1962,The Spanish Prisoner,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
359,2/1/1962,1962,The Eunuch,ribald classic,,,,N/A,,,,
360,3/1/1962,1962,No Lips But Mine,ribald classic,Celio Malespini,Malespini,Celio,M,,,,
361,3/1/1962,1962,Solo for Violin,fiction,Henry Slesar,Slesar,Henry,M,,,,
362,3/1/1962,1962,"O Manhattan, Mother of Waters",fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
363,3/1/1962,1962,Sagittarius,novelette,Ray Russell,Russell,Ray,M,,,,
364,4/1/1962,1962,The Wonderful Clouds,fiction,Francoise Sagan,Sagan,Francoise,F,,yes,,
365,4/1/1962,1962,A Way to Make it,fiction,Henry Slesar,Slesar,Henry,M,,,,
366,4/1/1962,1962,The Stancias' House,fiction,Paul Darcy Boles,Boles,Paul Darcy,M,,,,
367,4/1/1962,1962,Adam Frost,fiction,Vance Aandahl,Aandahl,Vance,M,,,,
368,4/1/1962,1962,The Story of Dumb Hanns,ribald classic,,,,N/A,,,,
369,5/1/1962,1962,The Wonderful Clouds,fiction,Francoise Sagan,Sagan,Francoise,F,,yes,,
370,5/1/1962,1962,The Miracle,fiction,Harry Mark Petrakis,Petrakis,Harry Mark,M,,yes,,
371,5/1/1962,1962,For Which they Sing--Sometimes,fiction,Ken Purdy,Purdy,Ken,M,,,,
372,5/1/1962,1962,Control Somnabule,fiction,William Sambrot,Sambrot,William,M,,,,
373,5/1/1962,1962,The Language of the Birds,ribald classic,,,,N/A,,,,
374,6/1/1962,1962,Horror Trio,fiction,Gahan Wilson,Wilson,Gahan,M,,,,
375,6/1/1962,1962,Noises in the City,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
376,6/1/1962,1962,The Murder of Edmund Grant,fiction,Robert Cenedella,Cenedella,Robert,M,,,,
377,6/1/1962,1962,A Father's Gift,fiction,Walt Grove,Grove,Walt,M,,,,
378,6/1/1962,1962,For the Long Cold Winter,ribald classic,,,,N/A,,,,
379,7/1/1962,1962,Bus Story,fiction,Calder Willingham,Willingham,Calder,M,,,,
380,7/1/1962,1962,Who Shall Dwell,fiction,H.C. Neal,Neal,H.C.,M,,,,
381,7/1/1962,1962,The Right Man for the Right Job,fiction,J.C. Thompson,Thompson,J.C.,M,,,,
382,7/1/1962,1962,The Crafty Lover,ribald classics,Jean de la Fontaine,Fontaine,Jean,M,,,,
383,7/1/1962,1962,The Pilgrimage of Roger Haydock,fiction,Robert Lewis Taylor,Taylor,Robert Lewis,M,,yes,yes,
384,8/1/1962,1962,The Thin Red Line,fiction,James Jones,Jones,James,M,,yes,yes,
385,8/1/1962,1962,"Unquestionably, A Man of Wit",ribald classic,Petronius,,Petronius,M,,,,
386,8/1/1962,1962,The Interest of Strangers,fiction,Ray Russell,Russell,Ray,M,,,,
387,8/1/1962,1962,The Morning After,fiction,Wade Miller,Miller,Wade,M,,,,
388,9/1/1962,1962,"Hey, Look at Me!",fiction,Jack Finney,Finney,Jack,M,,yes,,
389,9/1/1962,1962,The Thin Red Line,fiction,James Jones,Jones,James,M,,yes,yes,
390,9/1/1962,1962,The Sound of Hirsch,fiction,Leonard Michaels,Michaels,Leonard,M,,,yes,
391,9/1/1962,1962,The Devious Ways of Decius Mundus,ribald classic,,,,N/A,,,,
392,10/1/1962,1962,Gawain and the Lady of the Pavillion,ribald classic,Chrétien de Troyes,Troyes,Chrétien,M,,,,
393,10/1/1962,1962,A Lucky Day for the Boar,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
394,10/1/1962,1962,The Thin Red Line,fiction,James Jones,Jones,James,M,,yes,yes,
395,10/1/1962,1962,The Little Creep and the Big Blonde Broad,fiction,Ken Purdy,Purdy,Ken,M,,,,
396,10/1/1962,1962,The Picture Thieves,fiction,Paul Gallico,Gallico,Paul,M,,yes,,
397,11/1/1962,1962,The Fair and Redoubtable Emma,ribald classic,Einhard,,Einhard,M,,,,
398,11/1/1962,1962,Puppet Show,fiction,Frederic Brown,Brown,Frederic,M,,,,
399,11/1/1962,1962,Barbara Girl,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
400,11/1/1962,1962,The Deadlier Bruise,fiction,Paxton Davis,Davis,Paxton,M,,,,
401,12/1/1962,1962,None but the Brave,fiction,Garson Kanin,Kanin,Garson,M,,yes,,
402,12/1/1962,1962,Brother Endicott,fiction,James Thurber,Thurber,James,M,,yes,,
403,12/1/1962,1962,Gala at the Tour D'Argent,fiction,Ludwig Bemelmans,Bemelmans,Ludwig,M,,yes,,
404,12/1/1962,1962,The Machineries of Joy,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
405,12/1/1962,1962,Winter in this Latitude,fiction,Rick Rubin,Rubin,Rick,M,yes,,,
406,12/1/1962,1962,The Day it Rained Doughnuts,ribald classic,,,,N/A,,,,
407,1/1/1963,1963,The Glowworm,fiction,Henry Slesar,Slesar,Henry,M,,,,
408,1/1/1963,1963,The Golden Frog,fiction,Ken Purdy,Purdy,Ken,M,,,,
409,1/1/1963,1963,To Be Courteous to Women,fiction,William Saroyan,Saroyan,William,M,,yes,,
410,1/1/1963,1963,The Proper Uniform for Sport,ribald classic,,,,N/A,,,,
411,2/1/1963,1963,The New Deal,fiction,Charles Einstein,Einstein,Charles,M,,,,
413,2/1/1963,1963,"Stiff Upper Lip, Jeeves!",fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
412,2/1/1963,1963,The Perfect Alibi,fiction,Mike McGrady; Joe Hickey,,,M,,,,
414,2/1/1963,1963,The Willy Ways of a Diligent Salesman,ribald classic,,,,N/A,,,,
415,3/1/1963,1963,Mortmain,fiction,Graham Greene,Greene,Graham,M,,yes,,
416,3/1/1963,1963,The Song of the Four-Coloured Sell,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
417,3/1/1963,1963,A Matter of Simple Duplicity,ribald classic,Marguerite de Navarre,Navarre,Marguerite,F,,,,
418,3/1/1963,1963,"Stiff Upper Lip, Jeeves!",fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
419,4/1/1963,1963,Double Standard,fiction,Frederic Brown,Brown,Frederic,M,,,,
420,4/1/1963,1963,Ghost Money,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
421,4/1/1963,1963,On Her Majesty's Secret Service,novel,Ian Fleming,Fleming,Ian,M,,yes,,
422,4/1/1963,1963,A Sackful of Truths--and Surprise,ribald classic,,,,N/A,,,,
423,5/1/1963,1963,On Her Majesty's Secret Service,novel,Ian Fleming,Fleming,Ian,M,,yes,,
424,5/1/1963,1963,A Point of Law,ribald classic,Johann Wolfgang von Goethe,Goethe,Johann Wolfgang,M,,,,
425,5/1/1963,1963,Man with a Past,fiction,T.K. Brown III,Brown,T.K.,M,,,,
426,5/1/1963,1963,The Tie that Binds,fiction,Walt Grove,Grove,Walt,M,,,,
427,6/1/1963,1963,Skin Deep,fiction,Brian Rencelaw,Rencelaw,Brian,M,,,,
428,6/1/1963,1963,On Her Majesty's Secret Service,novel,Ian Fleming,Fleming,Ian,M,,yes,,
429,6/1/1963,1963,"Harry, the Rat with Women",novel,Jules Feiffer,Feiffer,Jules,M,,,,
430,6/1/1963,1963,The Queen's Own Evaders,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
431,6/1/1963,1963,The Cost of the Cure,ribald classic,,,,N/A,,,,
432,7/1/1963,1963,"Harry, the Rat with Women",novel,Jules Feiffer,Feiffer,Jules,M,,,,
433,7/1/1963,1963,Change of Plan,fiction,Ken Purdy,Purdy,Ken,M,,,,
434,7/1/1963,1963,A Night in the Byzantine Palace,fiction,Ray Russell,Russell,Ray,M,,,,
435,7/1/1963,1963,The Way of a Travelling Man,ribald classic,,,,N/A,,,,
436,8/1/1963,1963,Naked Nude,fiction,Bernard Malamud,Malamud,Bernard,M,,yes,yes,
437,8/1/1963,1963,The Only Pure Love,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
438,8/1/1963,1963,Four Fateful Fables for Today,fiction,Slawomir Mrozek,Mrozek,Slawomir,M,,,,
439,8/1/1963,1963,Car on the Mountain,fiction,T.K. Brown III,Brown,T.K.,M,,,,
440,8/1/1963,1963,Young Lancelot and the Foreseer's Daughter,ribald classic,,,,N/A,,,,
441,9/1/1963,1963,"Ah, Women, Women",fiction,Alberto Moravia,Moravia,Alberto,M,,,,
442,9/1/1963,1963,The Life Work of Juan Diaz,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
443,9/1/1963,1963,The Mirror of Gigantic Shadows,fiction,Stephen Barr,Barr,Stephen,M,,,,
444,9/1/1963,1963,Noon Gun,fiction,Theodore Sturgeon,Sturgeon,Theodore,M,,,,
445,9/1/1963,1963,Buckskin Man,ribald classic,,,,N/A,,,,
446,10/1/1963,1963,The Going Price for Adoration,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
447,10/1/1963,1963,It Didn't Happen,fiction,Frederic Brown,Brown,Frederic,M,,,,
448,10/1/1963,1963,No Time for the Billiard Ballet,fiction,Jack Finney,Finney,Jack,M,,yes,,
449,10/1/1963,1963,The Calfayan Collection,fiction,Peter Sourian,Sourian,Peter,M,,,,
450,10/1/1963,1963,Persuasion,ribald classic,,,,N/A,,,,
451,11/1/1963,1963,The Strange Gig,fiction,Borden Deal,Deal,Borden,M,,,,
452,11/1/1963,1963,Ambush,fiction,John Reese,Reese,John,M,,,,
453,11/1/1963,1963,The Eighth Wonder of the World,ribald classic,Petronius,,Petronius,M,,,,
454,11/1/1963,1963,Bernie the Faust,fiction,William Tenn,Tenn,William,M,,,,
455,12/1/1963,1963,Eyewitness,fiction,Alberto Moravia,Moravia,Alberto,M,,,,
456,12/1/1963,1963,Conversation Over Moo Goo Gai Pan,fiction,Anatole Broyard,Broyard,Anatole,M,,,,
457,12/1/1963,1963,A Corking Evening,fiction,Lawrence Durrell,Durrell,Lawrence,M,,yes,,
458,12/1/1963,1963,The Vacation,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
459,12/1/1963,1963,Beelzebub,fiction,Robert Bloch,Bloch,Robert,M,,,,
460,12/1/1963,1963,The Lady and the Wench,ribald classic,,,,N/A,,,,
461,1/1/1964,1964,The Homecoming,fiction,Frederic Morton,Morton,Frederic,M,,,,
462,1/1/1964,1964,The Property of a Lady,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
463,1/1/1964,1964,An Actor's Life for Me,fiction,Philip Roth,Roth,Philip,M,,yes,yes,
464,1/1/1964,1964,The Most Remarkable Dream,ribald classic,,,,N/A,,,,
465,2/1/1964,1964,Where Does It Say In Freud?,fiction,Jack Raphael Guss,Guss,Jack Raphael,M,,,,
466,2/1/1964,1964,Biffen's Millions,novel,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
467,2/1/1964,1964,The Nightmare,fiction,Pat Frank,Frank,Pat,M,,yes,,
468,2/1/1964,1964,Angelique's Delightful Deception,ribald classic,,,,N/A,,,,
469,3/1/1964,1964,The Delicate Operation,fiction,Jon Edward Manson,Manson,Jon Edward,M,,,,
470,3/1/1964,1964,Biffen's Millions,novel,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
471,3/1/1964,1964,"A Bit of a Dreamer, A Bit of a Fool",fiction,Romain Gary,Gary,Romain,M,,yes,,
472,3/1/1964,1964,The Tale of a Welcoming Wife,ribald classic,,,,N/A,,,,
473,4/1/1964,1964,The Field,fiction,Frederik Pohl,Pohl,Frederik,M,,,,
474,4/1/1964,1964,You Only Live Twice,novel,Ian Fleming,Fleming,Ian,M,,yes,,
475,4/1/1964,1964,You Could Always Hope,fiction,John Keats,Keats,John,M,,,,
476,4/1/1964,1964,The Crafty Counsel of Colonel Bioni,ribald classic,,,,N/A,,,,
477,5/1/1964,1964,The Food of the Gods,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
478,5/1/1964,1964,You Only Live Twice,novel,Ian Fleming,Fleming,Ian,M,,yes,,
479,5/1/1964,1964,Portrait of Charles Boyd,fiction,Ken Purdy,Purdy,Ken,M,,,,
480,5/1/1964,1964,The Anguish of Anselmo,ribald classics,Miguel de Cervantes,Cervantes,Miguel,M,,,,
481,5/1/1964,1964,I'm Just a Travelling Man,fiction,William Wiser,Wiser,William,M,yes,,,
482,6/1/1964,1964,Jackpot,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
483,6/1/1964,1964,You Only Live Twice,novel,Ian Fleming,Fleming,Ian,M,,yes,,
484,6/1/1964,1964,The Wind Devil,fiction,Prentiss Combs,Combs,Prentiss,M,,,,
485,6/1/1964,1964,The Thieves of Love,ribald classic,Somadeva,,Somadeva,M,,,,
486,7/1/1964,1964,Where All Things Wise and Fair Descend,fiction,Robert Cenedella,Cenedella,Robert,M,,,,
487,7/1/1964,1964,John Grant's Little Angel,fiction,Walt Grove,Grove,Walt,M,,,,
488,7/1/1964,1964,A New Chapter in th Human Comedy,fiction,William Saroyan,Saroyan,William,M,,yes,,
489,7/1/1964,1964,The Conquest of A Clever Clerk,ribald classic,,,,N/A,,,,
490,8/1/1964,1964,The Shining Ones,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
491,8/1/1964,1964,The Happy Hipster,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
492,8/1/1964,1964,The Deceit of Danaë,ribald classic,Le Sage,Sage,Le,M,,,,
493,8/1/1964,1964,And I Mean That Sincerely!,fiction,Ray Russell,Russell,Ray,M,,,,
494,8/1/1964,1964,The Moor's Tale,fiction,William Wiser,Wiser,William,M,yes,,,
495,9/1/1964,1964,Bertram and the Networks,fiction,Daniel A. Jenkins,Jenkins,Daniel A.,M,,,,
496,9/1/1964,1964,"Youth, Love, Death",fiction,J.P. Donleavy,Donleavy,J.P.,M,,yes,yes,
497,9/1/1964,1964,Side by Side,fiction,John Tomerlin,Tomerlin,John,M,,,,
498,9/1/1964,1964,The Wily Deception of Wasil,ribald classic,,,,N/A,,,,
499,10/1/1964,1964,Sue Me Rich,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
500,10/1/1964,1964,Requiem on the Moon,fiction,David Duncan,Duncan,David,M,,,,
501,10/1/1964,1964,The Brass Telephone,fiction,Ken Purdy,Purdy,Ken,M,,,,
502,10/1/1964,1964,The Touched Nest,fiction,Prentiss Combs,Combs,Prentiss,M,,,,
503,10/1/1964,1964,Heavy Set,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
504,10/1/1964,1964,"The Tutor Who Taught Too Well, Alas",ribald classic,Ser Giovanni,Giovanni,Ser,M,,,,
505,11/1/1964,1964,Running Man,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
506,11/1/1964,1964,The Pool,fiction,Jack Sharkey,Sharkey,Jack,M,,,,
507,11/1/1964,1964,The Pirates of Padre Island,fiction,Michael O'Connell,O'Connell,Michael,M,,,,
508,11/1/1964,1964,Naked in Xanadu,fiction,Ray Russell,Russell,Ray,M,,,,
509,11/1/1964,1964,The Mark of a Master,ribald classic,,,,N/A,,,,
510,12/1/1964,1964,The Dot and Dash Bird,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
511,12/1/1964,1964,Velvet and Apollo,fiction,Frederic Morton,Morton,Frederic,M,,,,
512,12/1/1964,1964,The Hunters,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
513,12/1/1964,1964,The Mission,fiction,Hugh Nissenson,Nissenson,Hugh,M,yes,,,
514,12/1/1964,1964,"Once, In Aleppo",fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
515,12/1/1964,1964,Sauve Qui Peut,fiction,Lawrence Durrell,Durrell,Lawrence,M,,yes,,
516,12/1/1964,1964,The Virgin's Cup,ribald classic,,,,N/A,,,,
517,1/1/1965,1965,Dial 'F' for Frankenstein,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
518,1/1/1965,1965,Tea Party,fiction,Harold Pinter,Pinter,Harold,M,,,,
519,1/1/1965,1965,Good Blonde,fiction,Jack Kerouac,Kerouac,Jack,M,,yes,,
520,1/1/1965,1965,Bingo Bans the Bomb,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
522,1/1/1965,1965,The Eye,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
521,1/1/1965,1965,The Trial of a True Friend,ribald classic,Shaikh al-Nefzawi,Nefzawi,,M,,,,
523,2/1/1965,1965,My Friend Wainscott,fiction,Alastair Reid,Reid,Alastair,M,,,,
524,2/1/1965,1965,Double Exposure,fiction,John Reese,Reese,John,M,,,,
525,2/1/1965,1965,"The Time, Tomorrow",fiction,Ken Purdy,Purdy,Ken,M,,,,
526,2/1/1965,1965,The Seduction of Cecilia,ribald classic,Petronius,,Petronius,M,,,,
527,2/1/1965,1965,The Eye,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
528,3/1/1965,1965,A Clowny Night in the Red-Eyed World,fiction,Calder Willingham,Willingham,Calder,M,,,,
529,3/1/1965,1965,Somewhere Not Far From Here,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
530,3/1/1965,1965,The Bounty of Belisa,ribald classic,Juan Timoneda,Timoneda,Juan,M,,,,
531,3/1/1965,1965,The Eye,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
532,3/1/1965,1965,Oh Danny Boy,fiction,Walt Grove,Grove,Walt,M,,,,
533,3/1/1965,1965,The Waters of Stringray,fiction,William Hoffman,Hoffman,William,M,yes,,,
534,4/1/1965,1965,Maelstrom II,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
535,4/1/1965,1965,The Man with the Golden Gun,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
536,4/1/1965,1965,Double Take,fiction,Jack Finney,Finney,Jack,M,,yes,,
537,4/1/1965,1965,Stylish Stout,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
538,4/1/1965,1965,Pomposity Repaid by a Knave,ribald classic,,,,N/A,,,,
539,5/1/1965,1965,The Man with the Golden Gun,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
540,5/1/1965,1965,Souvenir,fiction,J.G. Ballard,Ballard,J.G.,M,,,,
541,5/1/1965,1965,The Visitor,fiction,Roald Dahl,Dahl,Roald,M,,yes,,
542,5/1/1965,1965,Being Refined,fiction,William Saroyan,Saroyan,William,M,,yes,,
543,5/1/1965,1965,The Invisible Lover,ribald classic,,,,N/A,,,,
544,6/1/1965,1965,The Academy,fiction,David Ely,Ely,David,M,,,,
545,6/1/1965,1965,The Man with the Golden Gun,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
546,6/1/1965,1965,Sheila,fiction,Robert Ruark,Ruark,Robert,M,,yes,,
547,6/1/1965,1965,The Tale of an Ass,ribald classic,,,,N/A,,,,
548,7/1/1965,1965,The Invasion,fiction,Avram Davidson,Davidson,Avram,M,,,,
549,7/1/1965,1965,The Game of Hide and Seek,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
550,7/1/1965,1965,Look Away,fiction,Hoke Norris,Norris,Hoke,M,,,,
551,7/1/1965,1965,The Man with the Golden Fun,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
552,7/1/1965,1965,The Choice of Ilonka the Chaste,ribald classic,,,,N/A,,,,
553,8/1/1965,1965,The Sheet of Love,ribald classic,Abdullah Ben Almocaffa,Almocaffa,Abdullah Ben,M,,,,
554,8/1/1965,1965,Melodramine,fiction,Henry Slesar,Slesar,Henry,M,,,,
555,8/1/1965,1965,Friendship,fiction,Ken Purdy,Purdy,Ken,M,,,,
556,8/1/1965,1965,The Most Beautiful Race in the World,fiction,Paul Darcy Boles,Boles,Paul Darcy,M,,,,
