,person_id,full_name,given_name,last_name,author_wikidata,author_wikidata_label,author_viaf,author_lccn,gender,elite_institution,graduate_degree,mfa_degree,iowa_mfa_person_id,stegner,role,prize_institution,prize_name,prize_year,prize_genre,prize_type,prize_amount,title_of_winning_book
2250,220,Barry Hannah,Barry,Hannah,Q458336,Barry Hannah,14785172,n80014822,male,,graduate,University of Arkansas,,,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2008,no genre,career,50000.0,
2251,827,Gordon Grice,Gordon,Grice,Q15438834,Gordon Grice,51268160,no94038851,male,,graduate,University of Arkansas,,,winner,Whiting Foundation,Whiting Award,1999,no genre,career,50000.0,
2252,1854,R. S. Gwynn,R. S.,Gwynn,Q7273965,R. S. Gwynn,44348544,n85204390,male,,graduate,University of Arkansas,,,judge,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2004,poetry,career,10000.0,
2253,1933,Rigoberto González,Rigoberto,González,Q7333845,Rigoberto González,43620311,n98086894,male,,graduate,University of Arizona,,,judge,Yale University,Bollingen Prize for Poetry,2017,poetry,career,10000.0,
2254,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2020,poetry,career,25000.0,
2255,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2019,poetry,career,25000.0,
2256,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2018,poetry,career,25000.0,
2257,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2017,poetry,career,25000.0,
2258,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2016,poetry,career,25000.0,
2259,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2015,poetry,career,25000.0,
2260,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2020,poetry,career,100000.0,
2261,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2019,poetry,career,100000.0,
2262,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2018,poetry,career,100000.0,
2263,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2017,poetry,career,100000.0,
2264,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2016,poetry,career,100000.0,
2265,53,Alberto Rios,Alberto,Rios,Q4712189,Alberto Ríos,32048676,n82048408,male,,graduate,University of Arizona,,,judge,Academy of American Poets,Wallace Stevens Award,2015,poetry,career,100000.0,
2266,512,David Foster Wallace,David Foster,Wallace,Q313246,David Foster Wallace,68975157,n86001949,male,,graduate,University of Arizona,,,winner,Lannan Foundation,Lannan Award,1996,prose,career,150000.0,
2267,512,David Foster Wallace,David Foster,Wallace,Q313246,David Foster Wallace,68975157,n86001949,male,,graduate,University of Arizona,,,winner,Whiting Foundation,Whiting Award,1987,no genre,career,50000.0,
2268,543,David Rivard,David,Rivard,Q5239088,David Rivard,68968831,n87930123,male,,graduate,University of Arizona,,,winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2006,poetry,career,10000.0,
2269,547,David Wojahn,David,Wojahn,Q5241252,David Wojahn,68953589,n81104795,male,,graduate,University of Arizona,,,winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2007,poetry,career,10000.0,
2270,706,Eric Puchner,Eric,Puchner,Q3056383,Eric Puchner,70797918,n2005046049,male,,graduate,University of Arizona,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2014,no genre,career,10000.0,
2271,749,Francisco Cantú,Francisco,Cantú ,,,,,male,,graduate,University of Arizona,,,winner,Whiting Foundation,Whiting Award,2017,no genre,career,50000.0,
2272,838,Gregory Sellers,Gregory,Sellers,,,,,male,,graduate,University of Arizona,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,1991,poetry,career,15000.0,
2273,1627,Michael Collier,Michael,Collier,Q6829373,Michael Collier,261106286,n93038916,male,,graduate,University of Arizona,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2009,no genre,career,10000.0,
2274,1627,Michael Collier,Michael,Collier,Q6829373,Michael Collier,261106286,n93038916,male,,graduate,University of Arizona,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2005,poetry,career,10000.0,
2275,1627,Michael Collier,Michael,Collier,Q6829373,Michael Collier,261106286,n93038916,male,,graduate,University of Arizona,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2004,poetry,career,10000.0,
2276,1627,Michael Collier,Michael,Collier,Q6829373,Michael Collier,261106286,n93038916,male,,graduate,University of Arizona,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2003,poetry,career,10000.0,
2277,1627,Michael Collier,Michael,Collier,Q6829373,Michael Collier,261106286,n93038916,male,,graduate,University of Arizona,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2002,poetry,career,10000.0,
2278,1933,Rigoberto González,Rigoberto,González,Q7333845,Rigoberto González,43620311,n98086894,male,,graduate,University of Arizona,,,winner,Lannan Foundation,Lannan Fellowship,2020,poetry,career,50000.0,
2279,1933,Rigoberto González,Rigoberto,González,Q7333845,Rigoberto González,43620311,n98086894,male,,graduate,University of Arizona,,,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2014,no genre,career,50000.0,
2280,2271,Tony Hoagland,Tony,Hoagland,Q7822579,Tony Hoagland,145014085,n85247696,male,,graduate,University of Arizona,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2002,no genre,career,10000.0,
2281,2271,Tony Hoagland,Tony,Hoagland,Q7822579,Tony Hoagland,145014085,n85247696,male,,graduate,University of Arizona,,,winner,Poets & Writers,Jackson Poetry Prize,2008,poetry,career,75000.0,
2282,2271,Tony Hoagland,Tony,Hoagland,Q7822579,Tony Hoagland,145014085,n85247696,male,,graduate,University of Arizona,,,winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2005,poetry,career,10000.0,
2283,268,Brad Watson,Brad,Watson,Q4954347,Brad Watson,47015908,no2010171549,male,,graduate,University of Alabama,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2013,no genre,career,10000.0,
2284,783,Garrett Hongo,Garrett,Hongo,Q5523900,Garrett Hongo,59947817,n79036313,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Lenore Marshall Poetry Prize,2020,poetry,career,25000.0,
2285,1227,Joshua Ferris,Joshua,Ferris,Q967640,Joshua Ferris,44616259,n2005090934,male,,graduate,"Univeristy of California, Irvine",,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2016,no genre,career,10000.0,
2286,1626,Michael Chabon,Michael,Chabon,Q313466,Michael Chabon,49255278,n87915233,male,,graduate,"Univeristy of California, Irvine",,,winner,Tulsa Library Trust,Helmerich Distinguished Author Award,2008,prose,career,40000.0,
2287,1901,Richard Ford,Richard,Ford,Q547794,Richard Ford,109503268,n80113050,male,,graduate,"Univeristy of California, Irvine",,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1989,no genre,career,10000.0,
2288,1901,Richard Ford,Richard,Ford,Q547794,Richard Ford,109503268,n80113050,male,,graduate,"Univeristy of California, Irvine",,,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,1997,prose,career,25000.0,
2289,1901,Richard Ford,Richard,Ford,Q547794,Richard Ford,109503268,n80113050,male,,graduate,"Univeristy of California, Irvine",,,winner,Tulsa Library Trust,Helmerich Distinguished Author Award,2017,prose,career,40000.0,
2290,2101,Sherod Santos,Sherod,Santos,Q7495300,Sherod Santos,23470883,n81126527,male,,graduate,"Univeristy of California, Irvine",,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1999,no genre,career,10000.0,
2291,2101,Sherod Santos,Sherod,Santos,Q7495300,Sherod Santos,23470883,n81126527,male,,graduate,"Univeristy of California, Irvine",,,judge,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2006,poetry,career,10000.0,
2292,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,2005,poetry,career,25000.0,
2293,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,2004,poetry,career,25000.0,
2294,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,2003,poetry,career,25000.0,
2295,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,2002,poetry,career,25000.0,
2296,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,2001,poetry,career,25000.0,
2297,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Academy of American Poets Fellowship,1999,poetry,career,25000.0,
2298,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,winner,American Academy of Arts and Letters,Morton Dauwen Zabel Award,1998,poetry,career,10000.0,
2299,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,winner,Poetry Foundation,Ruth Lilly Poetry Prize,2001,poetry,career,100000.0,
2300,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,winner,Academy of American Poets,Wallace Stevens Award,2011,poetry,career,100000.0,
2301,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,2005,poetry,career,100000.0,
2302,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,2004,poetry,career,100000.0,
2303,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,2003,poetry,career,100000.0,
2304,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,2002,poetry,career,100000.0,
2305,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,2001,poetry,career,100000.0,
2306,2403,Yusef Komunyakaa,Yusef,Komunyakaa,Q2601996,Yusef Komunyakaa,32006129,n82203462,male,,graduate,"Univeristy of California, Irvine",,,judge,Academy of American Poets,Wallace Stevens Award,1999,poetry,career,100000.0,
2307,1647,Michaelr Jackson,Michaelr,Jackson,,,,,male,,graduate,Tisch School of the Arts,,,winner,Whiting Foundation,Whiting Award,2019,no genre,career,50000.0,
2308,2075,Scott Blackwood,Scott,Blackwood,Q21005094,Scott Blackwood,,,male,,graduate,Texas State University,,,winner,Whiting Foundation,Whiting Award,2011,no genre,career,50000.0,
2309,974,James Ijames,James,Ijames,Q48785088,James Ijames,,,male,,graduate,Temple University,,,winner,Whiting Foundation,Whiting Award,2017,no genre,career,50000.0,
2310,456,Dan Chaon,Dan,Chaon,Q3013030,Dan Chaon,22359144,n95061138,male,,graduate,Syracuse University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2006,no genre,career,10000.0,
2311,1978,Robert P. Marzec,Robert P.,Marzec,,,,,male,,graduate,SUNY Binghamton,,,judge,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2016,no genre,career,50000.0,
2312,762,Frank Walker,Frank,Walker,Q5490193,Frank Walker,68774342,nr89002805,male,,graduate,Spalding University,,,winner,Lannan Foundation,Lannan Fellowship,2005,poetry,career,50000.0,
2313,228,Benjamin Percy,Benjamin,Percy,Q4889110,Benjamin Percy,73608189,no2006061119,male,Brown University,graduate,Southern Illinois State University,,,winner,Whiting Foundation,Whiting Award,2008,no genre,career,50000.0,
2314,21,Adrian Matejka,Adrian,Matejka,Q4685208,Adrian Matejka,14142797,n2003040844,male,,graduate,Southern Illinois State University,,,winner,Lannan Foundation,Lannan Fellowship,2014,poetry,career,50000.0,
2315,21,Adrian Matejka,Adrian,Matejka,Q4685208,Adrian Matejka,14142797,n2003040844,male,,graduate,Southern Illinois State University,,,judge,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2020,poetry,career,10000.0,
2316,21,Adrian Matejka,Adrian,Matejka,Q4685208,Adrian Matejka,14142797,n2003040844,male,,graduate,Southern Illinois State University,,,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2015,no genre,career,50000.0,
2317,1788,Paul Guest,Paul,Guest,Q7151033,Paul Guest,2156875,no2003058317,male,,graduate,Southern Illinois State University,,,winner,Whiting Foundation,Whiting Award,2007,no genre,career,50000.0,
2318,1644,Michael Wasson,Michael,Wasson,,,,,male,,graduate,Oregon State University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2019,poetry,career,25800.0,
2319,1581,Matt Collinsworth,Matt,Collinsworth,,,,,male,,graduate,Ohio State University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,1995,poetry,career,15000.0,
2320,2347,Will Arbery,Will,Arbery,Q114739852,Will Arbery,310146461602527731896,no2016068942,male,,graduate,Northwestern University,,,winner,Whiting Foundation,Whiting Award,2020,no genre,career,50000.0,
2321,2283,Tyree Daye,Tyree,Daye,,,,,male,,graduate,North Carolina State University,,,winner,Whiting Foundation,Whiting Award,2019,no genre,career,50000.0,
2322,610,Doug Wright,Doug,Wright,Q722807,Doug Wright,19889397,no2005081836,male,Yale University,graduate,New York University,,,judge,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2011,no genre,career,50000.0,
2323,610,Doug Wright,Doug,Wright,Q722807,Doug Wright,19889397,no2005081836,male,Yale University,graduate,New York University,,,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2010,no genre,career,50000.0,
2324,2282,Tyehimba Jess,Tyehimba,Jess,Q15441431,Tyehimba Jess,58785478,no2004014919,male,University of Chicago,graduate,New York University,,,winner,Lannan Foundation,Lannan Award,2016,poetry,career,150000.0,
2325,2282,Tyehimba Jess,Tyehimba,Jess,Q15441431,Tyehimba Jess,58785478,no2004014919,male,University of Chicago,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2006,no genre,career,50000.0,
2326,1022,Javier Zamora,Javier,Zamora,Q29451986,Javier Zamora,10151050063933412729,n2017026887,male,Stanford University,graduate,New York University,,Stegner,winner,Lannan Foundation,Lannan Fellowship,2017,poetry,career,50000.0,
2327,1022,Javier Zamora,Javier,Zamora,Q29451986,Javier Zamora,10151050063933412729,n2017026887,male,Stanford University,graduate,New York University,,Stegner,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2016,poetry,career,25800.0,
2328,1144,John Keene,John,Keene,Q6242643,John Keene,75563101,n95062054,male,Harvard University,graduate,New York University,,,winner,American Academy of Arts and Letters,Harold D. Vursell Memorial Award,2019,prose,career,20000.0,
2329,1144,John Keene,John,Keene,Q6242643,John Keene,75563101,n95062054,male,Harvard University,graduate,New York University,,,winner,Lannan Foundation,Lannan Award,2016,prose,career,150000.0,
2330,1144,John Keene,John,Keene,Q6242643,John Keene,75563101,n95062054,male,Harvard University,graduate,New York University,,,winner,MacArthur Foundation,MacArthur Fellowship,2018,no genre,career,625000.0,
2331,1144,John Keene,John,Keene,Q6242643,John Keene,75563101,n95062054,male,Harvard University,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2005,no genre,career,50000.0,
2332,1144,John Keene,John,Keene,Q6242643,John Keene,75563101,n95062054,male,Harvard University,graduate,New York University,,,winner,Yale University,Windham Campbell Prize,2018,prose,career,165000.0,
2333,420,Colin Cheney,Colin,Cheney,Q5144979,Colin Cheney,102932553,n2009073158,male,Brown University,graduate,New York University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2006,poetry,career,25800.0,
2334,171,Anthony Carelli,Anthony,Carelli,Q23671501,Anthony Carelli,124578059,n2010057080,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2015,no genre,career,50000.0,
2335,932,Ishion Hutchinson,Ishion,Hutchinson,Q16252560,Ishion Hutchinson,,,male,,graduate,New York University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2018,no genre,career,10000.0,
2336,932,Ishion Hutchinson,Ishion,Hutchinson,Q16252560,Ishion Hutchinson,,,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2013,no genre,career,50000.0,
2337,932,Ishion Hutchinson,Ishion,Hutchinson,Q16252560,Ishion Hutchinson,,,male,,graduate,New York University,,,winner,Yale University,Windham Campbell Prize,2019,prose,career,165000.0,
2338,1582,Matt Donovan,Matt,Donovan,Q6788574,Matt Donovan,60975538,n2006072593,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2010,no genre,career,50000.0,
2339,1663,Mitchell Jackson,Mitchell,Jackson,Q26268519,Mitchell S. Jackson,303421633,n2013029105,male,,graduate,New York University,,,winner,Lannan Foundation,Lannan Fellowship,2014,prose,career,50000.0,
2340,1663,Mitchell Jackson,Mitchell,Jackson,Q26268519,Mitchell S. Jackson,303421633,n2013029105,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2016,no genre,career,50000.0,
2341,1711,Neil Labute,Neil,Labute,Q965498,Neil LaBute,84248018,no95009945,male,,graduate,New York University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2013,no genre,career,10000.0,
2342,1745,Ocean Vuong,Ocean,Vuong,Q18355929,Ocean Vuong,17145003693061340818,n2015067141,male,,graduate,New York University,,,winner,Lannan Foundation,Lannan Fellowship,2016,poetry,career,50000.0,
2343,1745,Ocean Vuong,Ocean,Vuong,Q18355929,Ocean Vuong,17145003693061340818,n2015067141,male,,graduate,New York University,,,winner,MacArthur Foundation,MacArthur Fellowship,2019,no genre,career,625000.0,
2344,1745,Ocean Vuong,Ocean,Vuong,Q18355929,Ocean Vuong,17145003693061340818,n2015067141,male,,graduate,New York University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2014,poetry,career,25800.0,
2345,1745,Ocean Vuong,Ocean,Vuong,Q18355929,Ocean Vuong,17145003693061340818,n2015067141,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2016,no genre,career,50000.0,
2346,1865,Rajiv Joseph,Rajiv,Joseph,Q7286231,Rajiv Joseph,249892167,no2008019607,male,,graduate,New York University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2014,no genre,career,10000.0,
2347,1865,Rajiv Joseph,Rajiv,Joseph,Q7286231,Rajiv Joseph,249892167,no2008019607,male,,graduate,New York University,,,winner,Whiting Foundation,Whiting Award,2009,no genre,career,50000.0,
2348,266,Brad Kessler,Brad,Kessler,Q4954050,Brad Kessler,16427179,n92098988,male,,graduate,New School for Social Research,,,winner,Whiting Foundation,Whiting Award,2007,no genre,career,50000.0,
2349,490,Darius Simpson,Darius,Simpson,,,,,male,,graduate,Mills College,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2020,poetry,career,25800.0,
2350,15,Adam Johnson,Adam,Johnson,Q4679309,Adam Johnson,119126256,n2001039608,male,Stanford University,graduate,McNeese State University,,Stegner,judge,PEN America,Saul Bellow Award For Achievement In American Fiction,2018,prose,career,25000.0,
2351,15,Adam Johnson,Adam,Johnson,Q4679309,Adam Johnson,119126256,n2001039608,male,Stanford University,graduate,McNeese State University,,Stegner,winner,Whiting Foundation,Whiting Award,2009,no genre,career,50000.0,
2352,2394,Wmorri Creech,Wmorri,Creech,,,,,male,,graduate,McNeese State University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,1997,poetry,career,15000.0,
2353,1922,Richie Hofmann,Richie,Hofmann,,,,,male,Stanford University,graduate,Johns Hopkins University,,Stegner,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2012,poetry,career,25800.0,
2354,834,Greg Williamson,Greg,Williamson,Q5606436,Greg Williamson,33703182,n95032188,male,,graduate,Johns Hopkins University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2004,no genre,career,10000.0,
2355,834,Greg Williamson,Greg,Williamson,Q5606436,Greg Williamson,33703182,n95032188,male,,graduate,Johns Hopkins University,,,winner,Whiting Foundation,Whiting Award,1998,no genre,career,50000.0,
2356,2265,Tom Sleigh,Tom,Sleigh,Q15485557,Tom Sleigh,16128387,n82217081,male,,graduate,Johns Hopkins University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2003,no genre,career,10000.0,
2357,2265,Tom Sleigh,Tom,Sleigh,Q15485557,Tom Sleigh,16128387,n82217081,male,,graduate,Johns Hopkins University,,,winner,American Academy of Arts and Letters,John Updike Award,2011,no genre,career,20000.0,
2358,2265,Tom Sleigh,Tom,Sleigh,Q15485557,Tom Sleigh,16128387,n82217081,male,,graduate,Johns Hopkins University,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2008,poetry,career,10000.0,
2359,2265,Tom Sleigh,Tom,Sleigh,Q15485557,Tom Sleigh,16128387,n82217081,male,,graduate,Johns Hopkins University,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2007,poetry,career,10000.0,
2360,2265,Tom Sleigh,Tom,Sleigh,Q15485557,Tom Sleigh,16128387,n82217081,male,,graduate,Johns Hopkins University,,,judge,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2006,poetry,career,10000.0,
2361,957,Jake Skeets,Jake,Skeets,,,,,male,,graduate,Institute of American Indian Arts,,,winner,Whiting Foundation,Whiting Award,2020,no genre,career,50000.0,
2362,556,Dean Young,Dean,Young,Q5246572,Dean Young,16302062,n87939108,male,,graduate,Indiana University,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2007,no genre,career,10000.0,
2363,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2020,poetry,career,25000.0,
2364,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2019,poetry,career,25000.0,
2365,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2018,poetry,career,25000.0,
2366,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2017,poetry,career,25000.0,
2367,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2016,poetry,career,25000.0,
2368,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Academy of American Poets Fellowship,2015,poetry,career,25000.0,
2369,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,winner,Academy of American Poets,Academy of American Poets Fellowship,2010,poetry,career,25000.0,
2370,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2010,no genre,career,50000.0,
2371,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2020,poetry,career,100000.0,
2372,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2019,poetry,career,100000.0,
2373,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2018,poetry,career,100000.0,
2374,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2017,poetry,career,100000.0,
2375,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2016,poetry,career,100000.0,
2376,1319,Khaled Mattawa,Khaled,Mattawa,Q15453138,Khaled Mattawa,14023382,n95094382,male,,graduate,Indiana University,,,judge,Academy of American Poets,Wallace Stevens Award,2015,poetry,career,100000.0,
2377,1488,Marcus Wicker,Marcus,Wicker,Q33093315,Marcus Wicker,294247737,no2012153178,male,,graduate,Indiana University,,,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2011,poetry,career,25800.0,
2378,1709,Nathanalan Davis,Nathanalan,Davis,,,,,male,,graduate,Indiana University,,,winner,Whiting Foundation,Whiting Award,2018,no genre,career,50000.0,
2379,1840,Philip Metres,Philip,Metres,,,,,male,,graduate,Indiana University,,,winner,Lannan Foundation,Lannan Fellowship,2015,poetry,career,50000.0,
