record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
twohy_riddick_2013,Q1960913,Riddick,David Twohy,2013,2592,579,,film,science fiction film,https://en.wikipedia.org/wiki/Riddick_(film),,,,,wikifilm
schroeder_gemini_2013,Q20649284,Gemini Rising,Dana Schroeder,2013,2023,10,,film,action thriller,https://en.wikipedia.org/wiki/Gemini_Rising,,,,,wikicategory
o'bannon_defiance_2013,Q2080272,Defiance,Rockne S. O'Bannon,2013,2046,33,,fiction,science fiction television program,https://en.wikipedia.org/wiki/Defiance_(TV_series),https://www.imdb.com/title/tt2189221/,,,,wikicategory
robinson_last_2013,Q3218379,The Last Days on Mars,Ruairí Robinson,2013,2040,27,,film,science fiction film,https://en.wikipedia.org/wiki/The_Last_Days_on_Mars,,,,,wikicategory
renfroe_colony_2013,Q3520333,The Colony,Jeff Renfroe,2013,2045,32,,film,science fiction film,https://en.wikipedia.org/wiki/The_Colony_(2013_film),,,,,wikicategory
folman_congress_2013,Q3520383,The Congress,Ari Folman,2013,2050,37,,film,drama film,https://en.wikipedia.org/wiki/The_Congress_(2013_film),,,,,wikidata
bolognesi_rio_2013,Q4711987,Rio 2096: A Story of Love and Fury,Luiz Bolognesi,2013,2096,83,,film,romance film,https://en.wikipedia.org/wiki/Rio_2096:_A_Story_of_Love_and_Fury,,,,,wikicategory
yū_aruvu_2013,Q4802375,Aruvu Rezuru: Kikaijikake no Yōseitachi,Yamaguchi Yū,2013,2022,9,,fiction,science fiction anime and manga,https://en.wikipedia.org/wiki/Aruvu_Rezuru:_Kikaijikake_no_Yōseitachi,,,,,wikicategory
straczynski_terminator_2013,Q55390739,Terminator Salvation: The Final Battle,J. Michael Straczynski,2013,2029,16,,fiction,,https://en.wikipedia.org/wiki/Terminator_Salvation:_The_Final_Battle,,,,,wikicategory
glukhovsky_metro_2013,Q569898,Metro: Last Light,Dmitry Glukhovsky,2013,2034,21,,video game,first-person shooter,https://en.wikipedia.org/wiki/Metro:_Last_Light,,,,,wikicategory
lennon_hell_2013,Q5706504,Hell Baby,Ben Garant; Thomas Lennon,2013,2022,9,,film,comedy horror,https://en.wikipedia.org/wiki/Hell_Baby,,,,,wikifilm
lawrence_hunger_2013,Q574583,The Hunger Games: Catching Fire,Francis Lawrence,2013,2093,80,,film,science fiction film,https://en.wikipedia.org/wiki/The_Hunger_Games:_Catching_Fire,,,Q11885031,,wikifilm
agarwal_savita_2013,Q60737616,Savita Bhabhi,Puneet Agarwal,2013,2070,57,,film,erotic film,https://en.wikipedia.org/wiki/Savita_Bhabhi_(film),,,,,wikicategory
snegoff_robotech_2013,Q6110196,Robotech: Love Live Alive,Gregory Snegoff,2013,2044,31,,film,mecha,https://en.wikipedia.org/wiki/Robotech:_Love_Live_Alive,,,,,wikicategory
callow_odyssey_2013,Q7078421,Odyssey 2050,Bruce Callow,2013,2050,37,,film,,https://en.wikipedia.org/wiki/Odyssey_2050,,,,,wikifilm
aramaki_space_2013,Q7572454,Space Pirate Captain Harlock,Shinji Aramaki,2013,2977,964,,film,science fiction film,https://en.wikipedia.org/wiki/Harlock:_Space_Pirate,,,,,wikicategory
_private_2013,Q7758399,The Private Eye,,2013,2076,63,,fiction,,https://en.wikipedia.org/wiki/The_Private_Eye,,,,,wikicategory
kirkland_kid_2013,Q15221477,The Kid Is All Right,Mark Kirkland,2013,2056,43,,television,animated sitcom,https://en.wikipedia.org/wiki/The_Kid_Is_All_Right,,,,,wikidata
mauricio_hiroku_2013,Q97860272,Hiroku: Defenders of Gaia,Manuel González Mauricio,2013,2122,109,,film,animated film,,,,,,wikidata
shyamalan_after_2013,Q1254088,After Earth,M. Night Shyamalan,2013,3071,1058,"2100, 3071",film,action film,https://en.wikipedia.org/wiki/After_Earth,,Majority set in 3071,,,wikicategory; wikifilm
toro_pacific_2013,Q1388653,Pacific Rim,Guillermo del Toro,2013,2025,12,,film,superhero film,https://en.wikipedia.org/wiki/Pacific_Rim_(film),,,,,wikicategory; wikifilm
abrams_star_2013,Q171711,Star Trek Into Darkness,J. J. Abrams,2013,2259,246,,film,science fiction action film,https://en.wikipedia.org/wiki/Star_Trek_Into_Darkness,,,Q1092,,wikicategory; wikifilm
hood_ender's_2013,Q1758112,Ender's Game,Gavin Hood,2013,2198,185,2195-2201,film,action film,https://en.wikipedia.org/wiki/Ender's_Game_(film),https://www.cbr.com/enders-game-time-period-explained/,Year set is median of the periods portrayed in the work.,,,wikicategory; wikifilm
joon-ho_snowpiercer_2013,Q492908,Snowpiercer,Bong Joon-ho,2013,2031,18,,film,thriller film,https://en.wikipedia.org/wiki/Snowpiercer,,,,,wikicategory; wikifilm; wikitext
kosinski_oblivion_2013,Q638544,Oblivion,Joseph Kosinski,2013,2077,64,,film,science fiction film,https://en.wikipedia.org/wiki/Oblivion_(2013_film),,,,,wikicategory; wikifilm
demonaco_purge_2013,Q7758789,The Purge,James DeMonaco,2013,2022,9,2014-2022,film,horror film,https://en.wikipedia.org/wiki/The_Purge_(2013_film),,Majority of work set in year 2022,,,wikifilm; wikicategory
jonze_her_2013,Q788822,Her,Spike Jonze,2013,2025,12,,film,science fiction film,https://en.wikipedia.org/wiki/Her_(film),,,,,wikifilm; wikidata
blomkamp_elysium_2013,Q80959,Elysium,Neill Blomkamp,2013,2154,141,,film,thriller film,https://en.wikipedia.org/wiki/Elysium_(film),https://www.imdb.com/title/tt1535108/,,,,wikicategory; wikidata; wikifilm
arts_battlefield_2013,Q2618557,Battlefield 4,Electronic Arts,2013,2020,7,,video game,first-person shooter,https://en.wikipedia.org/wiki/Battlefield_4,,,Q474587,"Takes place during the fictional War of 2020"" between the United States, China, and Russia.""",wikipast
publishing_call_2013,Q12147068,Call of Duty: Ghosts,Activision Publishing,2013,2016,3,"2015-2017, 2027",video game,first-person shooter,https://en.wikipedia.org/wiki/Call_of_Duty:_Ghosts,,"Median of the years depicted. Wikicategory says 2027, wikipast 2015-17.",Q192156,"Predicts Latin America unifying into a single superstate called the ""Federation of the Americas"" and launching an invasion of the United States with the goal of occupying and annexing it. Also kinetic weapons in space are a reality by 2017.",wikipast
publishing_call_2013,Q15281843,Call of Duty: Strike Team,Activision Publishing,2013,2020,7,,video game,first-person shooter,https://en.wikipedia.org/wiki/Call_of_Duty:_Strike_Team,,,Q192156,"The game is set during the _Black Ops_ story arc. It depicts a false flag operation by mercenary forces under the disguise of Russian spetnatz in Alaska, the War in Afghanistan ""War in Afghanistan (2001–present)"") still ongoing and the start of a Second Cold War between the US and a coalition led by China called SDC.""",wikipast
inaba_metal_2013,Q930345,Metal Gear Rising: Revengeance,Atsushi Inaba,2013,2018,5,,video game,action game,https://en.wikipedia.org/wiki/Metal_Gear_Rising:_Revengeance,,,Q216655,"Set in the same war-torn future as _Guns of the Patriots_. Cyborgs are now commonplace despite being discriminated, most of skyscrapers in Denver are more than 1 km high, holograms are commonplace, prototyping is done with virtual simulation and real AI was developed.",wikipast; wikitext
silver_saints_2013,Q13060351,Saints Row IV,Deep Silver,2013,2020,7,,video game,action-adventure game,https://en.wikipedia.org/wiki/Saints_Row_IV,,,,"Earth is invaded and subsequently destroyed by aliens. A small number of survivors, including the President of the United States, are abducted and placed in a virtual world.""",wikipast
cuarón_gravity_2013,Q2579784,Gravity,Alfonso Cuarón,2013,2015,2,,film,drama film,https://en.wikipedia.org/wiki/Gravity_(2013_film),,,,,wikifilm
snyder_man_2013,Q622769,Man of Steel,Zack Snyder,2013,2014,1,,film,action film,https://en.wikipedia.org/wiki/Man_of_Steel_(film),,,,,wikifilm
rogen_this_2013,Q607363,This Is The End,Seth Rogen,2013,2027,14,2027-2028,film,fantasy film,https://en.wikipedia.org/wiki/This_Is_The_End,,,,,wikifilm
hilditch_these_2013,Q17056664,These Final Hours,Zak Hilditch,2013,2015,2,,film,thriller film,https://en.wikipedia.org/wiki/These_Final_Hours,,,,,wikifilm
capcom_remember_2013,Q2351397,Remember Me,Capcom,2013,2084,71,,video game,action-adventure game,https://en.wikipedia.org/wiki/Remember_Me_(video_game),,,,,wikicategory; wikitext
shannon_bone_2013,Q14755067,The Bone Season,Samantha Shannon,2013,2059,46,,fiction,dystopian novel,https://en.wikipedia.org/wiki/The_Bone_Season,,,,,wikicategory
publisher_earth_2013,Q3462846,Earth Defense Force 2025,D3 Publisher,2013,2025,12,,video game,third-person shooter,https://en.wikipedia.org/wiki/Earth_Defense_Force_2025,,,,,wikicategory
enix_deus_2013,Q13469378,Deus Ex: The Fall,Square Enix,2013,2027,14,,video game,action role-playing game,https://en.wikipedia.org/wiki/Deus_Ex:_The_Fall,,,,,wikicategory
emmerich_white_2013,Q2350772,White House Down,Roland Emmerich,2013,2014,1,,film,action film,https://en.wikipedia.org/wiki/White_House_Down,,,,,wikicategory
jones_amityville_2013,Q17512035,The Amityville Asylum,Andrew Jones,2013,2014,1,,film,horror film,https://en.wikipedia.org/wiki/The_Amityville_Asylum,,,,,wikicategory
sato_gatchaman_2013,Q5526963,Gatchaman,Toya Sato,2013,2015,2,,film,science fiction film,https://en.wikipedia.org/wiki/Gatchaman_(film),,,,,wikicategory
mottola_clear_2013,Q5130724,Clear History,Greg Mottola,2013,2016,3,,film,comedy television program,https://en.wikipedia.org/wiki/Clear_History,,,,,wikicategory
reiné_death_2013,Q3020730,Death Race 3: Inferno,Roel Reiné,2013,2020,7,,film,action film,https://en.wikipedia.org/wiki/Death_Race_3:_Inferno,,,,,wikicategory
ishidate_straight_2013,Q11079811,Straight Title Robot Anime,"Kōtarō Ishidate, Toru Nakano",2013,9013,7000,,television,comedy anime and manga,https://en.wikipedia.org/wiki/Straight_Title_Robot_Anime,,,,,wikitext
pfister_transcendence_2014,Q10384115,Transcendence,Wally Pfister,2014,2021,7,,film,science fiction film,https://en.wikipedia.org/wiki/Transcendence_(2014_film),,,,,wikifilm
reeves_dawn_2014,Q11220194,Dawn of the Planet of the Apes,Matt Reeves,2014,2026,12,,film,science fiction film,https://en.wikipedia.org/wiki/Dawn_of_the_Planet_of_the_Apes,,,Q731663,,wikifilm
hall_big_2014,Q13091172,Big Hero 6,Chris Williams; Don Hall,2014,2032,18,,film,computer-animated film,https://en.wikipedia.org/wiki/Big_Hero_6_(film),,,,,wikifilm
smith_penguins_2014,Q15616479,Penguins of Madagascar,Eric Darnell; Simon J. Smith,2014,2022,8,,film,comedy film,https://en.wikipedia.org/wiki/Penguins_of_Madagascar,,,,,wikifilm
volpe_jla_2014,Q16158374,JLA Adventures: Trapped in Time,Giancarlo Volpe,2014,3000,986,,film,action film,https://en.wikipedia.org/wiki/JLA_Adventures:_Trapped_in_Time,,,,,wikicategory
howard_breaking_2014,Q17006026,Breaking Dad,Paul Howard,2014,2022,8,,fiction,,https://en.wikipedia.org/wiki/Breaking_Dad,,,,,wikicategory
weir_martian_2014,Q17111624,The Martian,Andy Weir,2014,2035,21,,fiction,hard science fiction,https://en.wikipedia.org/wiki/The_Martian_(Weir_novel),,,,,wikicategory
peixin_adventures_2014,Q17150198,The Adventures of Sinbad 2,Gu Peixin,2014,2800,786,,film,comedy film,https://en.wikipedia.org/wiki/The_Adventures_of_Sinbad_2,,,,,wikicategory
aramaki_appleseed_2014,Q17191449,Appleseed Alpha,Shinji Aramaki,2014,2100,86,,film,war film,https://en.wikipedia.org/wiki/Appleseed_Alpha,,,,,wikicategory
mackinnon_listen_2014,Q17683155,Listen,Douglas Mackinnon,2014,NaN,,,television,,https://en.wikipedia.org/wiki/Listen_(Doctor_Who),https://tardis.fandom.com/wiki/Theory:Timeline_-_Doctor_Who_universe#End_of_the_Universe_=,"Date is only specified as ""end of the universe.""",Q34316,,wikicategory
gossett_prelude_2014,Q18010743,Prelude to Axanar,Christian Gossett,2014,2245,231,,film,science fiction action film,https://en.wikipedia.org/wiki/Prelude_to_Axanar,https://www.imdb.com/title/tt3572740/keywords,,,,wikicategory
anderson_simpsorama_2014,Q18011340,Simpsorama,Bob Anderson,2014,3014,1000,,fiction,crossover fiction,https://en.wikipedia.org/wiki/Simpsorama,,,,,wikicategory
wilmshurst_kill_2014,Q18091479,Kill the Moon,Paul Wilmshurst,2014,2049,35,,fiction,,https://en.wikipedia.org/wiki/Kill_the_Moon,,,,,wikicategory
kaosayananda_tekken_2014,Q18154863,Tekken 2: Kazuya's Revenge,Wych Kaosayananda,2014,2039,25,,film,action film,https://en.wikipedia.org/wiki/Tekken_2:_Kazuya's_Revenge,,,,,wikicategory
steam_consortium_2014,Q18754060,Consortium,Steam; GOG.com; Humble Store,2014,2042,28,,video game,first-person shooter,https://en.wikipedia.org/wiki/Consortium_(video_game),,,,,wikicategory
mcdevitt_coming_2014,Q18816070,Coming Home,Jack McDevitt,2014,11000,8986,,fiction,novel,https://en.wikipedia.org/wiki/Coming_Home_(McDevitt_novel),,,,,wikicategory
raisani_outpost_2014,Q19363739,Outpost 37,Jabbar Raisani,2014,2033,19,,film,science fiction film,https://en.wikipedia.org/wiki/Alien_Outpost,,,,,wikicategory
_antidote_2014,Q21159992,Antidote to Oblivion,,2014,2382,368,,radio,,https://en.wikipedia.org/wiki/Antidote_to_Oblivion,,,Q34316,,wikicategory
_scavenger_2014,Q21160146,Scavenger,,2014,2071,57,,radio,,https://en.wikipedia.org/wiki/Scavenger_(audio_drama),https://tardis.fandom.com/wiki/Scavenger_(audio_story),,Q34316,,wikicategory
cruz-alviar_past_2014,Q30607952,Past Tense,Mae Czarina Cruz-Alviar,2014,2030,16,,film,,https://en.wikipedia.org/wiki/Past_Tense_(2014_film),,,,,wikicategory
lawrence_hunger_2014,Q4142083,The Hunger Games: Mockingjay – Part 1,Francis Lawrence,2014,2093,79,,film,science fiction film,https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_–_Part_1,,,Q11885031,,wikifilm
bay_transformers_2014,Q6151665,Transformers: Age of Extinction,Michael Bay,2014,2017,3,,film,science fiction film,https://en.wikipedia.org/wiki/Transformers:_Age_of_Extinction,,,,,wikifilm
roberson_aliens_2014,Q27031219,Aliens: Fire and Stone,Chris Roberson,2014,2179,165,,comics,,,,,Q26996109,,wikidata
netflix_zyuden_2014,none,Zyuden Sentai Kyoryuger Returns: Hundred Years After,Netflix,2014,2114,100,,film,,,,"no WikiData, imdb: https://www.imdb.com/title/tt3643996/",,,wikifilm; wikitext
liman_edge_2014,Q1187607,Edge of Tomorrow,Doug Liman,2014,2020,6,,film,science fiction film,,,,,"The United Defense Force (UDF), a global military alliance established to combat an alien invasion of Continental Europe, finally achieves a victory over the Mimics at Verdun using newly developed mech-suits.",wikifilm; wikipast
motohiro_psycho-pass_2014,Q1315951,Psycho-Pass,Naoyoshi Shiotani; Katsuyuki Motohiro,2014,2113,99,,television,cyberpunk,https://en.wikipedia.org/wiki/Psycho-Pass,https://www.netflix.com/br-en/title/80006146,,,,wikicategory
nolan_interstellar_2014,Q13417189,Interstellar,Christopher Nolan,2014,2067,53,,film,science fiction film,https://en.wikipedia.org/wiki/Interstellar_(film),,,,,wikicategory; wikifilm
delamarre_brick_2014,Q13435412,Brick Mansions,Camille Delamarre,2014,2018,4,,film,crime film,https://en.wikipedia.org/wiki/Brick_Mansions,,,,A district of Detroit is sealed off to protect the city from criminals. Same director and concept as District 13.[18],wikifilm; wikipast
ibáñez_autómata_2014,Q14369942,Autómata,Gabe Ibáñez,2014,2044,30,,film,science fiction film,https://en.wikipedia.org/wiki/Autómata,,,,,wikicategory; wikifilm
noyce_giver_2014,Q15079344,The Giver,Phillip Noyce,2014,2040,26,,film,science fiction film,https://en.wikipedia.org/wiki/The_Giver_(film),,,,,wikicategory; wikifilm
demonaco_purge_2014,Q15728784,The Purge: Anarchy,James DeMonaco,2014,2023,9,,film,horror film,https://en.wikipedia.org/wiki/The_Purge:_Anarchy,,,,,wikicategory; wikifilm
atkins_android_2014,Q16248424,Android Cop,Mark Atkins,2014,2045,31,,film,action film,https://en.wikipedia.org/wiki/Android_Cop,,,,,wikicategory; wikifilm
games_call_2014,Q16743064,Call of Duty: Advanced Warfare,Activision Publishing; Sledgehammer Games,2014,2059,45,2054-2061,video game,first-person shooter,https://en.wikipedia.org/wiki/Call_of_Duty:_Advanced_Warfare,,Year set is median of the periods portrayed in the work.,Q192156,,wikicategory
mitchell_bone_2014,Q17512402,The Bone Clocks,David Mitchell,2014,2043,29,"1984, 1991, 2004, 2015, 2025, 2043",fiction,science fiction,https://en.wikipedia.org/wiki/The_Bone_Clocks,,Year set is median of the periods portrayed in the work.,,,wikicategory
izubuchi_space_2014,Q19273872,Space Battleship Yamato 2199: Star-Voyaging Ark,Yutaka Izubuchi,2014,2199,185,,film,science fiction film,https://en.wikipedia.org/wiki/Space_Battleship_Yamato_2199:_Odyssey_of_the_Celestial_Ark,https://www.imdb.com/title/tt3222236/,,Q107426372,,wikicategory; wikidata
_star_2014,Q19868099,Star Trek/Planet of the Apes: The Primate Directive,,2014,2200,186,,fiction,crossover fiction,https://en.wikipedia.org/wiki/Star_Trek/Planet_of_the_Apes:_The_Primate_Directive,,,Q1092,,wikicategory
swim_decker_2014,Q24807168,Decker,Adult Swim,2014,2075,61,2070-2080,television,sitcom,https://en.wikipedia.org/wiki/Decker_(TV_series),,Year set is median of the periods portrayed in the work.,,,wikicategory
singer_x-men_2014,Q4985891,X-Men: Days of Future Past,Bryan Singer,2014,2023,9,,film,action film,https://en.wikipedia.org/wiki/X-Men:_Days_of_Future_Past,,,,,wikicategory; wikifilm
burger_divergent_2014,Q8561227,Divergent,Neil Burger,2014,3079,1065,,film,dystopian film,https://en.wikipedia.org/wiki/Divergent_(film),https://divergent.fandom.com/f/p/2758268061483089195,,,,wikicategory; wikidata
padilha_robocop_2014,Q864518,RoboCop,José Padilha,2014,2028,14,,film,action film,https://en.wikipedia.org/wiki/RoboCop_(2014_film),,,Q1033152,,wikicategory; wikifilm
munk_tidsrejsen_2014,Q18232259,Tidsrejsen,Kaspar Munk,2014,2044,30,,television,Nordic Christmas calendar,https://en.wikipedia.org/wiki/Tidsrejsen,,,,,wikicategory
studios_sunset_2014,Q13476380,Sunset Overdrive,Xbox Game Studios,2014,2027,13,,video game,third-person shooter,https://en.wikipedia.org/wiki/Sunset_Overdrive,,,,,wikicategory
gibson_peripheral_2014,Q7756730,The Peripheral,William Gibson,2014,2067,53,"2032, 2102",fiction,science fiction,https://en.wikipedia.org/wiki/The_Peripheral,,"Median of the two periods the narrative depicts. The streaming adaptation sets one timeline in 2032, the other “seventy years later.” Gibson, in a 2014 interview, refers to the 21st-century period as “2025 or whenever.” https://www.motherjones.com/media/2014/10/william-gibson-peripheral-vision-time-travel-interview/",,,
eubank_signal_2014,Q14774970,The Signal,William Eubank,2014,2015,1,,film,science fiction film,https://en.wikipedia.org/wiki/The_Signal_(2014_film),,,,,wikicategory
hall_convergence_2014,Q27959515,Convergence,Drew Hall,2014,2015,1,,film,horror film,https://en.wikipedia.org/wiki/Convergence_(2015_film),,,,,wikicategory
levy_night_2014,Q15916752,Night at the Museum: Secret of the Tomb,Shawn Levy,2014,2017,3,,film,comedy film,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb,,,,,wikicategory
thomas_veronica_2014,Q13561018,Veronica Mars,Rob Thomas,2014,2016,2,,film,crime film,https://en.wikipedia.org/wiki/Veronica_Mars_(film),,,,,wikicategory
moss_bad_2014,Q14948557,Bad Asses,Craig Moss,2014,2016,2,,film,action film,https://en.wikipedia.org/wiki/Bad_Asses,,,,,wikicategory
kawahara_isolator_2014,Q17556362,The Isolator,Reki Kawahara,2014,2019,5,,fiction,science fiction novel,https://en.wikipedia.org/wiki/The_Isolator,,,,,wikicategory
walton_my_2014,Q17016080,My Real Children,Jo Walton,2014,2015,1,,fiction,,https://en.wikipedia.org/wiki/My_Real_Children,,,,,wikicategory
satō_black_2014,Q18358524,Black Butler,Keiichi Satō,2014,2020,6,,film,action film,https://en.wikipedia.org/wiki/Black_Butler_(film),,,,,wikicategory
nexon_closers_2014,Q20874468,Closers,Nexon,2014,2020,6,,video game,action game,https://en.wikipedia.org/wiki/Closers_(video_game),,,,,wikitext
trials_ubisoft_2014,Q16617686,Trials Fusion,Ubisoft,2014,2042,28,,video game,platform game,https://en.wikipedia.org/wiki/Trials_Fusion,,,,,wikitext
paiola_rockville_2014,Q28444663,Rockville 2069: A Rock Musical,"Bruno Paiola, Johnny Ray",2014,2069,55,,drama,,https://en.wikipedia.org/wiki/Rockville_2069:_A_Rock_Musical,,,,,wikitext
lebbon_alien_2014,Q25214361,Alien: Out of the Shadows,Tim Lebbon,2014,2159,145,,fiction,thriller,https://en.wikipedia.org/wiki/Alien:_Out_of_the_Shadows,,,Q26996109,,wikicategory
lawrence_hunger_2015,Q10307713,The Hunger Games: Mockingjay – Part 2,Francis Lawrence,2015,2093,78,,film,science fiction film,https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_–_Part_2,,,Q11885031,,wikifilm
glukhovsky_metro_2015,Q13231474,Metro 2035,Dmitry Glukhovsky,2015,2035,20,,fiction,post-apocalyptic fiction,https://en.wikipedia.org/wiki/Metro_2035,,,,,wikicategory
kise_ghost_2015,Q13511909,Ghost in the Shell: Arise,Kazuchika Kise,2015,2027,12,,fiction,science fiction anime and manga,https://en.wikipedia.org/wiki/Ghost_in_the_Shell:_Arise,,,,,wikicategory
pink_hot_2015,Q15028220,Hot Tub Time Machine 2,Steve Pink,2015,2025,10,,film,comedy film,https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine_2,,,,,wikicategory
taylor_terminator_2015,Q15140437,Terminator Genisys,Alan Taylor,2015,2017,2,"1984, 2017, 2029",film,science fiction film,https://en.wikipedia.org/wiki/Terminator_Genisys,,"Majority of the film is set in 2017, with time travel sequences to 1984 and 2029.",,"First part of the film takes place in 2027, but a later part of the film is set in 2017 when the Terminator from the 1980s has aged.[16] A new operating system, ""Genisys"", is released worldwide and will eventually evolve into Skynet.",wikifilm; wikicategory; wikipast
russ_star_2015,Q16556668,Star Trek: Renegades,Tim Russ,2015,2300,285,,film,science fiction film,https://en.wikipedia.org/wiki/Star_Trek:_Renegades,,,Q1092,,wikicategory
shyamalan_wayward_2015,Q16867394,Wayward Pines,M. Night Shyamalan,2015,4028,2013,,television,science fiction television program,https://en.wikipedia.org/wiki/Wayward_Pines,,,,,wikicategory
schwentke_divergent_2015,Q16997069,The Divergent Series: Insurgent,Robert Schwentke,2015,3079,1064,,film,action film,https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent,https://divergent.fandom.com/f/p/2758268061483089195,,,,wikicategory
miller_mad_2015,Q1757288,Mad Max: Fury Road,George Miller,2015,2060,45,,film,post-apocalyptic film,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road,,,Q3275141,,wikifilm
kartthi_moondraam_2015,Q18128177,Moondraam Ullaga Por,Sugan Kartthi,2015,2025,10,,film,dystopian film,https://en.wikipedia.org/wiki/Moondraam_Ullaga_Por,,,,,wikicategory
junior_mission_2015,Q18152713,Mission Force One,Disney Junior,2015,2501,486,,television,computer-animated television series,https://en.wikipedia.org/wiki/Miles_from_Tomorrowland,https://www.imdb.com/title/tt3098856/,,,,wikicategory
levine_night_2015,Q18155444,The Night Before,Jonathan Levine,2015,2033,18,,film,buddy film,https://en.wikipedia.org/wiki/The_Night_Before_(2015_film),,,,,wikicategory
matalas_12_2015,Q18421127,12 Monkeys,Terry Matalas,2015,2043,28,,television,science fiction television program,https://en.wikipedia.org/wiki/12_Monkeys_(TV_series),,,,,wikicategory
motohiro_psycho-pass_2015,Q18578673,Psycho-Pass: The Movie,Katsuyuki Motohiro,2015,2117,102,,film,science fiction film,https://en.wikipedia.org/wiki/Psycho-Pass:_The_Movie,https://psychopass.fandom.com/wiki/Timeline,,,,wikicategory
ravikumar_indru_2015,Q18611390,Indru Netru Naalai,R. Ravikumar,2015,2065,50,,film,romantic comedy,https://en.wikipedia.org/wiki/Indru_Netru_Naalai,,,,,wikicategory
le_juarez_2015,Q18702269,Juarez 2045,Chris Le,2015,2045,30,,film,science fiction action film,https://en.wikipedia.org/wiki/Juarez_2045,,,,,wikicategory; wikitext
zhangke_mountains_2015,Q19573090,Mountains May Depart,Jia Zhangke,2015,2025,10,,film,drama film,https://en.wikipedia.org/wiki/Mountains_May_Depart,,,,,wikicategory
buecker_dreams_2015,Q19754836,"""Dreams Come True"" (from the series finale of Glee)",Bradley Buecker,2015,2020,5,,television,tv series episode,https://en.wikipedia.org/wiki/Dreams_Come_True_(Glee),,,Q152178,"In a flashforward to the 2020 United States presidential election, Geraldo Rivera congratulates Sue Sylvester for winning reelection as Vice President of the United States under Jeb Bush as she states her intent to run for president in 2024.",wikipast
publishing_call_2015,Q19789342,Call of Duty: Black Ops III,Activision Publishing,2015,2065,50,,video game,first-person shooter,https://en.wikipedia.org/wiki/Call_of_Duty:_Black_Ops_III,,,Q192156,,wikicategory
abbess_infini_2015,Q19874606,Infini,Shane Abbess,2015,2200,185,,film,horror film,https://en.wikipedia.org/wiki/Infini,,,,,wikicategory
d.w._hive_2015,Q19902682,Hive Propolis,Daniel D.W.,2015,2032,17,,fiction,novel,https://en.wikipedia.org/wiki/Hive_Propolis,,,,,wikicategory
borenstein_minority_2015,Q19904394,Minority Report,Max Borenstein,2015,2065,50,,television,science fiction television program,https://en.wikipedia.org/wiki/Minority_Report_(TV_series),,,,,wikicategory
shibasaki_kamen_2015,Q20075657,Kamen Rider Drive: Surprise Future,Takayuki Shibasaki,2015,2035,20,,film,,https://en.wikipedia.org/wiki/Kamen_Rider_Drive:_Surprise_Future,,,,,wikifilm
whithouse_under_2015,Q20972559,Under the Lake,Toby Whithouse,2015,2119,104,,television,,https://en.wikipedia.org/wiki/Under_the_Lake,https://tardis.fandom.com/wiki/Under_the_Lake_(TV_story),,Q34316,,wikicategory
whithouse_before_2015,Q20978140,Before the Flood,Toby Whithouse,2015,2199,184,,fiction,,https://en.wikipedia.org/wiki/Before_the_Flood_(Doctor_Who),https://www.imdb.com/title/tt4483520/keywords,,,,wikicategory
gatiss_sleep_2015,Q21139706,Sleep No More,Mark Gatiss,2015,3700,1685,,television,found footage,https://en.wikipedia.org/wiki/Sleep_No_More_(Doctor_Who),https://tardis.fandom.com/wiki/Sleep_No_More_(TV_story),,Q34316,,wikicategory
bent_hell_2015,Q21148921,Hell Bent,Hell Bent,2015,4500002000,4499999985,7th millennium or beyond,television,,https://en.wikipedia.org/wiki/Hell_Bent_(Doctor_Who),https://community.fandom.com/wiki/w:c:tardis:Hell_Bent_(TV_story),,Q34316,,wikicategory
moffat_husbands_2015,Q21154355,The Husbands of River Song,Steven Moffat,2015,5343,3328,,fiction,,https://en.wikipedia.org/wiki/The_Husbands_of_River_Song,,,,,wikicategory
greer_twilight's_2015,Q22075243,Twilight's Last Gleaming,John Michael Greer,2015,2026,11,2024-2027,fiction,speculative/fantastic fiction,https://en.wikipedia.org/wiki/Twilight's_Last_Gleaming_(novel),,Median of the years depicted in the work.,,,wikicategory
sansal_2084_2015,Q22247892,2084: The End of the World,Boualem Sansal,2015,2084,69,,fiction,science fiction novel,https://en.wikipedia.org/wiki/2084:_The_End_of_the_World,,,,,wikidata
publishing_spectrum_2015,Q28822921,The Spectrum War,IDW Publishing,2015,2200,185,,fiction,science fiction,https://en.wikipedia.org/wiki/Star_Trek/Green_Lantern,,,,,wikicategory
morris_oceanus_2015,Q33256119,Oceanus: Act One,Jeffrey Morris,2015,2029,14,,film,science fiction film,https://en.wikipedia.org/wiki/Oceanus:_Act_One,,,,,wikicategory
remender_tokyo_2015,Q3530525,Tokyo Ghost,Rick Remender,2015,2089,74,,fiction,,https://en.wikipedia.org/wiki/Tokyo_Ghost,,,,,wikicategory
