,nea_person_id,full_name_lastfirst,full_name_firstlast,given_name_middle,family_name,nea_grant_year,other_nea_grant,country,us_state,hometown,birth_year,gender,race_ethnicity,ba,ba2,ma,ma2,phd,mfa,mfa2,post45_hathi_entry
631,3073,"Young Bear, Ray",Ray Young Bear,Ray,Young Bear,1976,,USA,IA,Tama,1950,male,indigenous,Pomona College,,,,,,,
632,3083,"Yount, John",John Yount,John,Yount,1976,,USA,NC,Durham,1935,male,uniden,Vanderbilt University,,,,,University of Iowa,,Yes
633,3088,"Zade, Wayne",Wayne Zade,Wayne,Zade,1976,,USA,MO,Columbia,,male,uniden,University of Notre Dame,,University of Wisconsin Madison,,,University of Iowa,,
634,3095,"Zawadiwsky, Christine",Christine Zawadiwsky,Christine,Zawadiwsky,1976,,USA,WI,Milwaukee,1950,female,uniden / ukrainam,University of Wisconsin Milwaukee,,,,,,,
635,38,"Aliesan, Jody",Jody Aliesan,Jody,Aliesan,1977,,USA,WA,Seattle,1943,female,uniden,Occidental College,,Brandeis University,,,,,
636,42,"Allen, Paula Gunn",Paula Gunn Allen,Paula Gunn,Allen,1977,,USA,NM,Cubero,1939,female,indigenous,University of Oregon,,,,University of New Mexico,University of Oregon,,Yes
637,82,"Aranha, Ray",Ray Aranha,Ray,Aranha,1977,,USA,CT,Stamford,1939,male,afam,Florida A and M University,,,,,,,
638,95,"Asher, Sandra",Sandra Asher,Sandra,Asher,1977,,USA,MO,Springfield,1942,female,uniden / jewish,Indiana University,,University of Connecticut,Drury University,,,,
639,116,"Balaban, John",John Balaban,John,Balaban,1977,,USA,PA,State College,1943,male,uniden / romanianam,Pennsylvania State University,,Harvard University,,,,,
640,182,"Bell, Marvin",Marvin Bell,Marvin,Bell,1977,1984,USA,IA,Iowa City,1937,male,uniden,Alfred University,,University of Chicago,,,University of Iowa,,
641,220,"Berry, David",David Berry,David,Berry,1977,,USA,RI,Providence,1943,male,uniden,,,,,,,,
642,335,"Broumas, Olga",Olga Broumas,Olga,Broumas,1977,,USA,OR,Eugene,1949,female,uniden / greekam,University of Pennsylvania,,,,,University of Oregon,,
643,357,"Browne, Michael Dennis",Michael Dennis Browne,Michael Dennis,Browne,1977,,USA,MN,Minneapolis,1940,male,uniden / angloam,University of Hull,,,,,University of Iowa,,
644,411,"Callahan, Robert",Robert Callahan,Robert,Callahan,1977,,USA,CA,Berkely,1922,male,uniden / irisham,,,,,,,,
645,418,"Campbell, James",James Campbell,James,Campbell,1977,,USA,NY,Staten Island,1935,male,uniden,,,,,,,,
646,462,"Cervantes, Lorna Dee",Lorna Dee Cervantes,Lorna Dee,Cervantes,1977,1993,USA,CO,Boulder,1954,female,indigenous / latinx,San Jose State University,,,,University of California Santa Cruz,,,
647,557,"Conroy, Jack",Jack Conroy,Jack,Conroy,1977,,USA,MO,Moberly,1899,male,white,,,,,,,,Yes
648,562,"Coolidge, Clark",Clark Coolidge,Clark,Coolidge,1977,,USA,NY,New Lebanon,1939,male,uniden,,,,,,,,Yes
649,585,"Coulette, Henri",Henri Coulette,Henri,Coulette,1977,,USA,CA,Los Angeles,1927,male,uniden,California State University Los Angeles,,,,University of Iowa,University of Iowa,,
650,593,"Coxe, Louis",Louis Coxe,Louis,Coxe,1977,,USA,ME,Brunswick,1918,male,white,Princeton University,,,,,,,
651,653,"Davis, Allen",Allen Davis,Allen,Davis,1977,,USA,NY,New York,,male,uniden,,,,,,,,
652,703,"di Donato, Pietro",Pietro di Donato,Pietro,di Donato,1977,,USA,NY,Setauket,1911,male,uniden / italianam,,,,,,,,
653,709,"Dickey, William",William Dickey,William,Dickey,1977,,USA,CA,San Francisco,1928,male,uniden,Reed College,,Harvard University,,,University of Iowa,,
654,733,"Domini, John",John Domini,John,Domini,1977,,USA,MA,Cambridge,1951,male,white / italianam,Boston University,,,,Union Institute and University,Johns Hopkins University,,Yes
655,735,"Donzella, D.W.",D.W. Donzella,D.W.,Donzella,1977,,USA,CT,Bridgeport,,female,uniden,University of Bridgeport,,,,,,,
656,743,"Dove, Rita",Rita Dove,Rita,Dove,1977,1989,USA,AZ,Tempe,1952,female,afam,Miami University,,University of Tubingen,,,University of Iowa,,Yes
657,876,"Fisher, Harrison",Harrison Fisher,Harrison,Fisher,1977,,USA,MD,Bethesda,1954,male,uniden,,,,,,,,
658,882,"Flanders, Jane",Jane Flanders,Jane,Flanders,1977,,USA,DC,Washington,1940,female,uniden,Bryn Mawr College,,Columbia University,,,,,
659,899,"Forche, Carolyn",Carolyn Forche,Carolyn,Forche,1977,"1984, 1989",USA,MA,Provincetown,1950,female,uniden,Michigan State University,,,,Newcastle University,Bowling Green State University,,
660,921,"Fraser, Kathleen",Kathleen Fraser,Kathleen,Fraser,1977,1970,USA,CA,San Francisco,1935,female,uniden,Occidental College,,,,,,,
661,946,"Galvin, Brendan James",Brendan James Galvin,Brendan James,Galvin,1977,"1975, 1988",USA,MA,Everett,1938,male,uniden,Boston College,,Northeastern University,,University of Massachusetts Amherst,University of Massachusetts Amherst,,
662,947,"Galvin, James",James Galvin,James,Galvin,1977,1986,USA,IA,Iowa City,1951,male,uniden,Antioch University,,,,,University of Iowa,,
663,969,"Garson, Barbara",Barbara Garson,Barbara,Garson,1977,,USA,NY,New York,1941,female,uniden,University of California Berkeley,,,,,,,
664,997,"Gilhooley, John",John Gilhooley,John,Gilhooley,1977,,USA,NY,New York,,male,uniden,Syracuse University,,Villanova University,University of Pennsylvania,,,,
665,1053,"Gower, Douglas",Douglas Gower,Douglas,Gower,1977,,USA,CA,San Francisco,,male,uniden,,,,,,,,
666,1081,"Greger, Debora",Debora Greger,Debora,Greger,1977,"1985, 1991",No state or country listed,,No city listed,1949,female,uniden,University of Washington,,,,,University of Iowa,,
667,1125,"Hall, Oakley",Oakley Hall,Oakley,Hall,1977,,USA,NY,New York,1920,male,uniden,University of California Berkeley,,,,,University of Iowa,,
668,1146,"Harbison, Robert",Robert Harbison,Robert,Harbison,1977,,England,,London,1940,male,uniden,,,,,Cornell University,,,
669,1150,"Harjo, Joy",Joy Harjo,Joy,Harjo,1977,1992,USA,NM,Albuquerque,1951,female,indigenous,University of New Mexico,,,,,University of Iowa,,
670,1154,"Harper, Michael S.",Michael S. Harper,Michael S.,Harper,1977,,USA,MA,Taunton,1938,male,afam,California State University,,California State University,,,University of Iowa,,
671,1183,"Hauptman, William",William Hauptman,William,Hauptman,1977,,USA,NY,New York,1942,male,uniden,University of Texas Austin,,,,,Yale University,,
672,1203,"Heifner, Jack",Jack Heifner,Jack,Heifner,1977,,USA,NY,New York,1946,male,uniden,Southern Methodist University,,,,,,,
673,1241,"Hill, Roberta",Roberta Hill,Roberta,Hill,1977,,USA,WI,Oneida,1947,female,indigenous,University of Wisconsin Green Bay,,,,University of Minnesota,University of Montana,,
674,1276,"Honig, Edwin",Edwin Honig,Edwin,Honig,1977,,USA,RI,Providence,1919,male,uniden,University of Wisconsin Madison,,University of Wisconsin Madison,,,,,Yes
675,1351,"Jarman, Mark",Mark Jarman,Mark,Jarman,1977,"1984, 1992",USA,TN,Nashville,1952,male,uniden,University of California Santa Cruz,,,,,University of Iowa,,Yes
676,1378,"Jones, Catherine",Catherine Jones,Catherine,Jones,1977,,USA,SC,Columbia,1944,female,uniden,University of Texas Austin,,,,,,,
677,1440,"Keiler, Barbara",Barbara Keiler,Barbara,Keiler,1977,,USA,CA,Chico,1946,female,uniden,Smith College,,,,,Brown University,,
678,1492,"Kinnell, Galway",Galway Kinnell,Galway,Kinnell,1977,1984,USA,NY,New York,1927,male,uniden,Princeton University,,University of Rochester,,,,,Yes
679,1510,"Klonsky, Milton",Milton Klonsky,Milton,Klonsky,1977,,USA,NY,New York,1921,male,uniden,,,,,,,,
680,1530,"Korn, Henry",Henry Korn,Henry,Korn,1977,,USA,NY,Brooklyn Heights,1945,male,uniden,Johns Hopkins University,,,,,,,
681,1567,"Lainer, Wayne Banks",Wayne Banks Lainer,Wayne Banks,Lainer,1977,,USA,OK,Oklahoma City,,male,uniden,,,,,,,,
682,1636,"Lewisohn, James",James Lewisohn,James,Lewisohn,1977,,USA,ME,Portland,1933,male,uniden / jewish,Brandeis University,,,,,,,
683,1637,"Lichter, Morton",Morton Lichter,Morton,Lichter,1977,,USA,NY,New York,,male,uniden,The New School,,,,,,,
684,1644,"Lim, Lucy",Lucy Lim,Lucy,Lim,1977,,USA,NY,New York,1939,female,asianam,University of Michigan Ann Arbor,,,,New York University,,,
685,1666,"Long, Barbara",Barbara Long,Barbara,Long,1977,,USA,NY,New York,,female,uniden,,,,,,,,
686,1686,"Luschei, Glenna",Glenna Luschei,Glenna,Luschei,1977,,USA,CA,San Luis Obispo,1935,female,white,University of Nebraska,,,,,,,
687,1702,"MacDonald, Susan",Susan MacDonald,Susan,MacDonald,1977,,USA,CA,Menlo Park,,female,uniden,,,,,,,,
688,1722,"Manfred, Freya",Freya Manfred,Freya,Manfred,1977,,USA,SD,Sioux Falls,1944,female,uniden,Macalester College,,Stanford University,,,,,
689,1787,"Mazur, Gail",Gail Mazur,Gail,Mazur,1977,,USA,MA,Cambridge,1937,female,uniden,Smith College,,,,,,,
690,1828,"McElroy, Colleen",Colleen McElroy,Colleen,McElroy,1977,1991,USA,WA,Seattle,1935,female,afam,Kansas State University,,,,University of Washington,,,
691,1861,"McReynolds, Janet",Janet McReynolds,Janet,McReynolds,1977,,USA,CO,Boulder,1933,female,uniden,,,,,University of Minnesota,,,
692,1879,"Menkiti, Ifeanyi",Ifeanyi Menkiti,Ifeanyi,Menkiti,1977,,USA,MA,Cambridge,1940,male,afam,Pomona College,,Columbia University,New York University,Harvard University,,,
693,1887,"Merwin, W. S.",W. S. Merwin,W. S.,Merwin,1977,1969,USA,NY,New York,1927,male,uniden,Princeton University,,,,,,,
694,2014,"Nelson, Paul",Paul Nelson,Paul,Nelson,1977,,USA,VT,Plainfield,,male,uniden,,,,,,,,
695,2018,"Neville, Michael",Michael Neville,Michael,Neville,1977,,USA,NY,Bronx,1948,male,uniden,Marquette University,,Long Island University,,,,,
696,2080,"Olitsky, Eve",Eve Olitsky,Eve,Olitsky,1977,,USA,NY,New York,1948,female,uniden / jewish,New York University,,,,,Columbia University,,
697,2095,"Ordway, Sally",Sally Ordway,Sally,Ordway,1977,,USA,NY,New York,,female,uniden,Yale University,,,,,City University of New York Hunter College,,
698,2128,"Pape, Greg",Greg Pape,Greg,Pape,1977,1984,USA,AL,Tuscaloosa,1947,male,uniden,California State University Fresno,,California State University Fresno,,,University of Arizona,,
699,2140,"Pate, Jeff",Jeff Pate,Jeff,Pate,1977,,USA,SD,Vermillion,,male,uniden,,,,,,,,
700,2168,"Peterson, Quintin",Quintin Peterson,Quintin,Peterson,1977,,USA,WI,Green Bay,1956,male,uniden,University of Wisconsin Madison,,,,,,,
701,2176,"Pfingston, Roger",Roger Pfingston,Roger,Pfingston,1977,,USA,IN,Bloomington,1954,male,white,Indiana University,,,,,,,
702,2201,"Planz, Allen",Allen Planz,Allen,Planz,1977,1992,USA,NY,East Hampton,1937,male,white,,,New York University,,,,,
703,2204,"Plumly, Stanley",Stanley Plumly,Stanley,Plumly,1977,1984,USA,TX,Houston,1939,male,uniden,Wilmington College,,Ohio University,,,,,
704,2296,"Rexroth, Kenneth",Kenneth Rexroth,Kenneth,Rexroth,1977,,USA,CA,Santa Barbara,1905,male,uniden,The New School,,,,,,,
705,2315,"Rico, Noel",Noel Rico,Noel,Rico,1977,,USA,NY,New York,,unknown,uniden,,,,,,,,
706,2333,"Robinson, John",John Robinson,John,Robinson,1977,,USA,CA,San Francisco,,male,uniden,,,,,,,,
707,2361,"Rorem, Ned",Ned Rorem,Ned,Rorem,1977,,USA,NY,New York,1923,male,uniden,Juilliard School,,Juilliard School,,,,,
708,2419,"Sanchez, Sonia",Sonia Sanchez,Sonia,Sanchez,1977,,USA,PA,Philadelphia,1934,female,afam,City University of New York Hunter College,,,,,,,Yes
709,2444,"Sayre, Nora",Nora Sayre,Nora,Sayre,1977,,USA,NY,New York,1932,female,uniden,Radcliffe College,,,,,,,
710,2544,"Shore, Jane",Jane Shore,Jane,Shore,1977,1987,USA,MA,Cambridge,1947,female,uniden / jewish,Goddard College,,,,,University of Iowa,,
711,2608,"Smith, Ebbe",Ebbe Smith,Ebbe,Smith,1977,,USA,CA,San Francisco,1949,male,uniden,,,,,,,,
712,2676,"Stark, Bradford",Bradford Stark,Bradford,Stark,1977,,USA,NY,Binghampton,,male,uniden,,,,,,,,
713,2705,"Stitt, Milan",Milan Stitt,Milan,Stitt,1977,,USA,NY,New York,1941,male,uniden,University of Michigan Ann Arbor,,,,,Yale University,,
714,2717,"Strouse, Jean",Jean Strouse,Jean,Strouse,1977,,USA,NY,New York,1945,female,uniden,Harvard University,,,,,,,
715,2755,"Tapscott, Stephen",Stephen Tapscott,Stephen,Tapscott,1977,,USA,CT,New Haven,,male,uniden,,,,,,,,
716,2762,"Taylor, Henry",Henry Taylor,Henry,Taylor,1977,1986,USA,NE,Lincoln,1942,male,uniden,University of Virginia,,Hollins University,,,,,Yes
717,2835,"Turner, Frederick",Frederick Turner,Frederick,Turner,1977,,USA,MA,Shutesbury,1937,male,uniden,Denison University,,Ohio State University,,University of Pennsylvania,,,
718,2889,"Von Hartix, John",John Von Hartix,John,Von Hartix,1977,,USA,NY,New York,,male,uniden,,,,,,,,
719,2911,"Wallace, Gerald",Gerald Wallace,Gerald,Wallace,1977,,USA,WI,Milwaukee,1938,male,afam,Wilson College,,,,,,,
720,2945,"Webb, Igor",Igor Webb,Igor,Webb,1977,,USA,MA,Cambridge,1941,male,uniden / slovakianam,Tufts University,,Stanford University,,Stanford University,,,
721,2997,"Williams, Jonathan",Jonathan Williams,Jonathan,Williams,1977,,USA,NC,Highlands,1929,male,uniden,,,,,,,,
722,3009,"Wilson, Edward",Edward Wilson,Edward,Wilson,1977,,USA,FL,Gainesville,,male,uniden,Eckerd College,,University of Florida,,,,,Yes
723,3058,"Wrigley, Robert",Robert Wrigley,Robert,Wrigley,1977,1984,USA,ID,Lewistown,1951,male,uniden,Southern Illinois University,,,,,University of Montana,,
724,7,"Abel, Robert",Robert Abel,Robert,Abel,1978,,USA,MA,Lake Pleasant,1941,male,white,College of Wooster,,Kansas State University,,,University of Massachusetts Amherst,,
725,26,"Agee, Jonis",Jonis Agee,Jonis,Agee,1978,,USA,MN,St. Paul,1943,female,uniden,University of Iowa,,State University of New York Binghamton,,State University of New York Binghamton,,,Yes
726,122,"Banks, Russell",Russell Banks,Russell,Banks,1978,1983,USA,NH,Concord,1940,male,uniden,University of North Carolina Chapel Hill,,,,,,,Yes
727,136,"Barnes, Jim",Jim Barnes,Jim,Barnes,1978,,USA,MO,Macon,1933,male,uniden,Southeastern State University,,University of Arkansas,,University of Arkansas,,,
728,163,"Beagle, Peter S.",Peter S. Beagle,Peter S.,Beagle,1978,,USA,CA,Watsonville,1939,male,uniden,University of Pittsburgh,,,,,Stanford University,,
729,210,"Bernard, Kenneth",Kenneth Bernard,Kenneth,Bernard,1978,,USA,NY,West Winfield,1930,male,uniden,City University of New York,,Columbia University,,Columbia University,,,Yes
730,226,"Bessie, Alvah",Alvah Bessie,Alvah,Bessie,1978,,USA,CA,Terra Linda,1904,male,uniden,Columbia University,,,,,,,
731,248,"Bliss, Corinne Demas",Corinne Demas Bliss,Corinne Demas,Bliss,1978,1983,USA,MA,South Hadley,1947,female,uniden,Tufts University,,,,Columbia University,,,
732,257,"Bockris, Victor",Victor Bockris,Victor,Bockris,1978,,USA,NY,New York,1949,male,uniden,University of Pennsylvania,,,,,,,
733,286,"Bowles, Paul",Paul Bowles,Paul,Bowles,1978,1980,USA,NY,New York,1910,male,uniden,University of Virginia,,,,,Stanford University,,Yes
734,289,"Boyle, T. C.",T. C. Boyle,T. C.,Boyle,1978,1983,USA,CA,Tujunga,1948,male,white,State University of New York Potsdam,,,,University of Iowa,University of Iowa,,
735,333,"Brossard, Chandler",Chandler Brossard,Chandler,Brossard,1978,,USA,CA,La Mesa,1922,male,uniden,,,,,,,,Yes
736,351,"Brown, Rita",Rita Brown,Rita,Brown,1978,,USA,MA,Boston,1944,female,uniden,New York University,,,,Union Institute and University,,,
737,401,"Cable, Mary",Mary Cable,Mary,Cable,1978,,USA,NM,Santa Fe,1920,female,uniden,Barnard College,,,,,,,
738,428,"Cardona-Hine, Alvaro",Alvaro Cardona-Hine,Alvaro,Cardona-Hine,1978,,USA,MN,St. Paul,1926,male,latinx,,,,,,,,Yes
739,512,"Clarke, David",David Clarke,David,Clarke,1978,,USA,NY,New York,,male,uniden,,,,,,,,
740,523,"Cobb, William",William Cobb,William,Cobb,1978,1992,USA,TX,Houston,1937,male,uniden,Livingston State College,,Vanderbilt University,,,,,Yes
741,532,"Cohen, L. Keith",L. Keith Cohen,L. Keith,Cohen,1978,,USA,WI,Madison,,male,uniden,Columbia University,,,,Princeton University,,,
742,540,"Coleman, James",James Coleman,James,Coleman,1978,,USA,CT,Norwichtown,,male,uniden,,,,,,,,
743,569,"Corcoran, Barbara",Barbara Corcoran,Barbara,Corcoran,1978,,USA,MT,Missoula,1911,female,uniden,Wellesley College,,University of Montana,,,,,
744,579,"Corrigan, Mary",Mary Corrigan,Mary,Corrigan,1978,,USA,CA,Los Angeles,,female,uniden,,,,,,,,
745,682,"DeJongh, James",James DeJongh,James,DeJongh,1978,,USA,NY,New York,,male,afam,Williams College,,Yale University,,New York University,,,
746,756,"Dubus, Andre",Andre Dubus,Andre,Dubus,1978,1985,USA,MA,Bradford,1936,male,uniden,University of Texas Austin,,,,,University of Iowa,,Yes
747,767,"Duncan, Jeffrey",Jeffrey Duncan,Jeffrey,Duncan,1978,,USA,MI,Ypsilanti,,male,uniden,California State University,,,,University of Virginia,,,
748,786,"Edwards, Margaret",Margaret Edwards,Margaret,Edwards,1978,,USA,VT,Burlington,,female,uniden,,,,,,Stanford University,,
749,808,"Epps, George Garrett",George Garrett Epps,George Garrett,Epps,1978,,USA,VA,Richmond,1950,male,uniden,Harvard University,,Hollins University,,,,,
750,834,"Everman, Welch",Welch Everman,Welch,Everman,1978,,USA,PA,Philadelphia,1946,male,uniden,Northwestern University,,,,State University of New York Buffalo,State University of New York Buffalo,,
751,844,"Farber, Thomas",Thomas Farber,Thomas,Farber,1978,"1983, 1994",USA,CA,Berkeley,1944,male,uniden,Harvard University,,,,,,,Yes
752,847,"Farrell, James T.",James T. Farrell,James T.,Farrell,1978,,USA,NY,New York,1904,male,uniden,,,,,,,,
753,937,"Furtwangler, Virginia",Virginia Furtwangler,Virginia,Furtwangler,1978,1994,Canada,,Sackville,1932,female,uniden,College of New Rochelle,,Catholic University of America,,Cornell University,,,
754,955,"Garber, Eugene",Eugene Garber,Eugene,Garber,1978,,USA,WA,Bellingham,1932,male,white,Tulane University,,,,University of Iowa,University of Iowa,,
755,959,"Gardiner, John R.",John R. Gardiner,John R.,Gardiner,1978,,USA,VA,Middleburg,1944,male,uniden,,,University of California Los Angeles,,,,,
756,990,"Gibson, Patricia",Patricia Gibson,Patricia,Gibson,1978,,USA,NY,New York,1951,female,uniden,Keuka College,,,,,Brandeis University,,
757,1018,"Glover, Joseph",Joseph Glover,Joseph,Glover,1978,,USA,DC,Washington,,male,uniden,,,,,,,,
758,1044,"Gordon, Jaimy",Jaimy Gordon,Jaimy,Gordon,1978,"1983, 1991",USA,MI,Kalamazoo,1944,female,uniden,Antioch University,,Brown University,,Brown University,University of Cambridge,,Yes
759,1051,"Gourdine, Delice",Delice Gourdine,Delice,Gourdine,1978,,USA,MI,St. Joseph,,unknown,uniden,,,,,,,,
760,1067,"Grecco, Stephen",Stephen Grecco,Stephen,Grecco,1978,,USA,MN,Minneapolis,,male,uniden,Pennsylvania State University,,,,,Yale University,,
761,1068,"Green, Hannah",Hannah Green,Hannah,Green,1978,,USA,NY,New York,1927,female,uniden,Wellesley College,,,,,Stanford University,,Yes
762,1075,"Greene, Jonathan Edward",Jonathan Edward Greene,Jonathan Edward,Greene,1978,,USA,KY,Frankfort,1943,male,uniden,Bard College,,,,,,,
763,1091,"Griffith, Patricia",Patricia Griffith,Patricia,Griffith,1978,,USA,DC,Washington,,female,uniden,Baylor University,,,,,,,
764,1096,"Grove, James",James Grove,James,Grove,1978,,USA,MA,Cambridge,1941,male,uniden,Yale University,,Harvard University,,,,,
765,1107,"Gutkind, Lee",Lee Gutkind,Lee,Gutkind,1978,,USA,PA,Pittsburgh,1943,male,white,University of Pittsburgh,,,,,,,
766,1170,"Harrison, William",William Harrison,William,Harrison,1978,,USA,AR,Fayetteville,1933,male,uniden,Texas Christian University,,,,,University of Iowa,,Yes
767,1184,"Hauser, Marianne",Marianne Hauser,Marianne,Hauser,1978,,USA,NY,New York,1920,female,uniden / alsatianam,,,,,,,,Yes
768,1190,"Hayden, Julie",Julie Hayden,Julie,Hayden,1978,,USA,NY,New York,1938,female,uniden,Radcliffe College,,,,,,,Yes
769,1200,"Heffernan, Michael",Michael Heffernan,Michael,Heffernan,1978,"1987, 1993",USA,AR,Fayetteville,1942,male,uniden,University of Detroit Mercy,,,,University of Massachusetts Amherst,,,
770,1208,"Hemenway, Robert",Robert Hemenway,Robert,Hemenway,1978,,USA,MI,South Haven,1944,male,uniden,University of Nebraska,,,,Kent State University,,,Yes
771,1211,"Hendrie, Don",Don Hendrie,Don,Hendrie,1978,,USA,MA,South Hadley,,male,uniden,,,,,,,,Yes
772,1297,"Huddle, David",David Huddle,David,Huddle,1978,1987,USA,VT,Burlington,1942,male,white,University of Virginia,,Hollins University,,,Columbia University,,Yes
773,1301,"Hughes, Mary",Mary Hughes,Mary,Hughes,1978,,USA,IL,Evanston,,female,uniden,,,,,,,,
774,1338,"Jacobs, Harvey",Harvey Jacobs,Harvey,Jacobs,1978,,USA,NY,New York,1930,male,uniden,Syracuse University,,,,,,,Yes
775,1411,"Kamstra, Jerry",Jerry Kamstra,Jerry,Kamstra,1978,,USA,CA,Aptos,1935,male,uniden,,,,,,,,Yes
776,1460,"Kennelly, Tamara",Tamara Kennelly,Tamara,Kennelly,1978,1983,USA,IL,Chicago,,female,uniden,University of Illinois Urbana Champaign,,University of Illinois Urbana Champaign,,,University of Iowa,,
777,1482,"Kim, Richard",Richard Kim,Richard,Kim,1978,,USA,MA,Shutesbury,1932,male,asianam,Middlebury College,,Harvard University,,,Johns Hopkins University,University of Iowa,
778,1526,"Koning, Hans",Hans Koning,Hans,Koning,1978,1985,USA,CT,Fairfield,1921,male,uniden / dutcham,University of Amsterdam,,,,,,,Yes
779,1627,"Levinger, Larry",Larry Levinger,Larry,Levinger,1978,,USA,MT,Missoula,,male,uniden,,,,,,,,
780,1629,"Levy, Ann",Ann Levy,Ann,Levy,1978,,USA,KY,Lexington,,female,uniden,,,,,,,,
781,1640,"Lieberman, Renee",Renee Lieberman,Renee,Lieberman,1978,,USA,CA,Berkeley,,female,uniden,,,,,,,,
782,1660,"Loewinsohn, Ronald",Ronald Loewinsohn,Ronald,Loewinsohn,1978,1986,USA,CA,Berkeley,1937,male,uniden,University of California Berkeley,,,,Harvard University,,,
783,1671,"Lopate, Phillip",Phillip Lopate,Phillip,Lopate,1978,1985,USA,TX,Houston,1943,male,uniden,Columbia University,,,,Union College,,,Yes
784,1704,"Mack, Donna",Donna Mack,Donna,Mack,1978,,USA,AK,Anchorage,1942,female,uniden,Western State College of Colorado,,,,,University of Alaska Anchorage,,
785,1710,"Magnuson, James",James Magnuson,James,Magnuson,1978,,USA,NY,New York,1941,male,uniden,,,,,,,,Yes
786,1712,"Maiolo, Joseph",Joseph Maiolo,Joseph,Maiolo,1978,1983,USA,MN,Duluth,1939,male,uniden,United States Naval Academy,,University of Virginia,,,University of North Carolina Greensboro,,
787,1748,"Marshall, Paule",Paule Marshall,Paule,Marshall,1978,1968,USA,NY,New York,1929,female,afam / caribam,Brooklyn College,,,,,,,Yes
788,1761,"Marvin, Mary",Mary Marvin,Mary,Marvin,1978,,USA,CA,San Francisco,,female,uniden,,,,,,,,
789,1795,"McBride, Mekeel",Mekeel McBride,Mekeel,McBride,1978,1985,USA,NJ,Princeton,1950,female,uniden,,,,,,,,
790,1891,"Metzger, Deena",Deena Metzger,Deena,Metzger,1978,,USA,CA,Studio City,1946,female,uniden / jewish,,,University of California Los Angeles,,,,,Yes
791,1934,"Monet, Dorothy",Dorothy Monet,Dorothy,Monet,1978,,USA,NY,New York,,female,uniden,,,,,,,,
792,1951,"Morgan, Fred",Fred Morgan,Fred,Morgan,1978,,USA,NC,Albemarle,,male,uniden,,,,,,,,Yes
793,1959,"Morris, Mary",Mary Morris,Mary,Morris,1978,,USA,NY,New York,1947,female,uniden,University of Oklahoma,,,,,,,Yes
794,2002,"Naslund, Sena Jeter",Sena Jeter Naslund,Sena Jeter,Naslund,1978,,USA,KY,Louisville,1942,female,uniden,Birmingham Southern College,,,,University of Iowa,University of Iowa,,Yes
795,2011,"Nelson, Kent",Kent Nelson,Kent,Nelson,1978,1991,USA,NH,Exeter,1943,male,uniden,Yale University,,,,,,,Yes
796,2019,"Neville, Susan",Susan Neville,Susan,Neville,1978,1988,USA,OH,Bowling Green,1951,female,uniden,DePauw University,,,,,Bowling Green State University,,Yes
797,2036,"Nissenson, Hugh",Hugh Nissenson,Hugh,Nissenson,1978,,USA,NY,New York,1933,male,uniden / jewish,Swarthmore College,,,,,Stanford University,,Yes
798,2039,"Nolan, James",James Nolan,James,Nolan,1978,,USA,LA,New Orleans,1947,male,uniden / frencham,,,,,University of California Berkeley,,,
799,2074,"Ohle, Louis",Louis Ohle,Louis,Ohle,1978,,USA,TX,Austin,,male,uniden,,,,,,,,
800,2100,"Orr, Gregory",Gregory Orr,Gregory,Orr,1978,1989,USA,VA,Charlottesville,1947,male,uniden,Antioch University,,,Columbia University,,,,
801,2171,"Petroski, Catherine",Catherine Petroski,Catherine,Petroski,1978,1983,USA,NC,Durham,1939,female,uniden,MacMurray College,,,,,,,Yes
802,2173,"Petry, Ann",Ann Petry,Ann,Petry,1978,,USA,CT,Old Saybrook,1908,female,afam,,,,,University of Connecticut,,,Yes
803,2183,"Phillips, Jayne Anne",Jayne Anne Phillips,Jayne Anne,Phillips,1978,1985,USA,MA,Jamaica Plain,1952,female,uniden,West Virginia University,,,,,University of Iowa,,Yes
804,2190,"Piercy, Marge",Marge Piercy,Marge,Piercy,1978,,USA,MA,Wellfleet,1936,female,uniden / jewish,University of Michigan Ann Arbor,,Northwestern University,,,,,Yes
805,2215,"Potter, Nancy",Nancy Potter,Nancy,Potter,1978,,USA,RI,West Kingston,,female,uniden,,,,,,,,
806,2235,"Prokosch, Frederic",Frederic Prokosch,Frederic,Prokosch,1978,,USA,MA,Cambridge,1906,male,uniden,Haverford College,,,,Yale University,,,Yes
807,2243,"Quintana, Leroy",Leroy Quintana,Leroy,Quintana,1978,,USA,TX,El Paso,1944,male,latinx / indigenous,University of New Mexico,,New Mexico State University,Western New Mexico University,,,,
808,2276,"Redmond, Eugene",Eugene Redmond,Eugene,Redmond,1978,,USA,WI,Madison,1937,male,uniden,Southern Illinois University,,Washington University in St Louis,,,,,
809,2287,"Reile, Louis",Louis Reile,Louis,Reile,1978,,USA,TX,San Antonio,,male,uniden,,,,,,,,
810,2302,"Rhodes, Richard",Richard Rhodes,Richard,Rhodes,1978,,USA,MO,Kansas City,1937,male,uniden / angloam,Yale University,,,,,,,Yes
811,2357,"Rooke, Leon",Leon Rooke,Leon,Rooke,1978,,England,,London,,male,uniden,,,,,,,,Yes
812,2379,"Rounds, David",David Rounds,David,Rounds,1978,,USA,CA,Angwin,1942,male,uniden,,,,,,,,Yes
813,2385,"Rubin, Michael",Michael Rubin,Michael,Rubin,1978,,USA,CA,San Francisco,,male,uniden,,,Columbia University,,,,,Yes
